,CBSA,MNAME,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG
42,10540,"Albany, OR Metro Area",2016,122849,6/1/18,2018.0,2019.0,0
43,10540,"Albany, OR Metro Area",2017,125047,6/1/18,2018.0,2019.0,0
44,10580,"Albany-Schenectady-Troy, NY Metro Area",2005,816044,6/1/17,2017.0,2018.0,0
45,10580,"Albany-Schenectady-Troy, NY Metro Area",2006,850957,6/1/17,2017.0,2018.0,0
46,10580,"Albany-Schenectady-Troy, NY Metro Area",2007,853358,6/1/17,2017.0,2018.0,0
47,10580,"Albany-Schenectady-Troy, NY Metro Area",2008,853919,6/1/17,2017.0,2018.0,0
48,10580,"Albany-Schenectady-Troy, NY Metro Area",2009,857592,6/1/17,2017.0,2018.0,0
49,10580,"Albany-Schenectady-Troy, NY Metro Area",2010,870832,6/1/17,2017.0,2018.0,0
50,10580,"Albany-Schenectady-Troy, NY Metro Area",2011,871478,6/1/17,2017.0,2018.0,0
51,10580,"Albany-Schenectady-Troy, NY Metro Area",2012,874646,6/1/17,2017.0,2018.0,0
52,10580,"Albany-Schenectady-Troy, NY Metro Area",2013,877905,6/1/17,2017.0,2018.0,0
53,10580,"Albany-Schenectady-Troy, NY Metro Area",2014,880167,6/1/17,2017.0,2018.0,0
54,10580,"Albany-Schenectady-Troy, NY Metro Area",2015,881830,6/1/17,2017.0,2018.0,0
55,10580,"Albany-Schenectady-Troy, NY Metro Area",2016,881839,6/1/17,2017.0,2018.0,0
56,10580,"Albany-Schenectady-Troy, NY Metro Area",2017,886188,6/1/17,2017.0,2018.0,0
57,10740,"Albuquerque, NM Metro Area",2005,783920,5/1/14,2014.0,2015.0,0
58,10740,"Albuquerque, NM Metro Area",2006,815430,5/1/14,2014.0,2015.0,0
59,10740,"Albuquerque, NM Metro Area",2007,832774,5/1/14,2014.0,2015.0,0
60,10740,"Albuquerque, NM Metro Area",2008,841408,5/1/14,2014.0,2015.0,0
61,10740,"Albuquerque, NM Metro Area",2009,856216,5/1/14,2014.0,2015.0,0
62,10740,"Albuquerque, NM Metro Area",2010,892014,5/1/14,2014.0,2015.0,0
63,10740,"Albuquerque, NM Metro Area",2011,899149,5/1/14,2014.0,2015.0,0
64,10740,"Albuquerque, NM Metro Area",2012,902794,5/1/14,2014.0,2015.0,0
65,10740,"Albuquerque, NM Metro Area",2013,901932,5/1/14,2014.0,2015.0,0
66,10740,"Albuquerque, NM Metro Area",2014,905213,5/1/14,2014.0,2015.0,0
67,10740,"Albuquerque, NM Metro Area",2015,906209,5/1/14,2014.0,2015.0,1
68,10740,"Albuquerque, NM Metro Area",2016,913924,5/1/14,2014.0,2015.0,1
69,10740,"Albuquerque, NM Metro Area",2017,913113,5/1/14,2014.0,2015.0,1
83,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2005,766822,2/1/15,2015.0,2016.0,0
84,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2006,800336,2/1/15,2015.0,2016.0,0
85,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2007,803844,2/1/15,2015.0,2016.0,0
86,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2008,808210,2/1/15,2015.0,2016.0,0
87,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2009,816012,2/1/15,2015.0,2016.0,0
88,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2010,822141,2/1/15,2015.0,2016.0,0
89,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2011,824916,2/1/15,2015.0,2016.0,0
90,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2012,827171,2/1/15,2015.0,2016.0,0
91,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2013,827048,2/1/15,2015.0,2016.0,0
92,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2014,829835,2/1/15,2015.0,2016.0,0
93,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2015,832327,2/1/15,2015.0,2016.0,0
94,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2016,835652,2/1/15,2015.0,2016.0,1
95,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2017,840550,2/1/15,2015.0,2016.0,1
96,11020,"Altoona, PA Metro Area",2005,122717,8/1/16,2016.0,2017.0,0
97,11020,"Altoona, PA Metro Area",2006,126494,8/1/16,2016.0,2017.0,0
98,11020,"Altoona, PA Metro Area",2007,125527,8/1/16,2016.0,2017.0,0
99,11020,"Altoona, PA Metro Area",2008,125174,8/1/16,2016.0,2017.0,0
100,11020,"Altoona, PA Metro Area",2009,126122,8/1/16,2016.0,2017.0,0
101,11020,"Altoona, PA Metro Area",2010,127031,8/1/16,2016.0,2017.0,0
102,11020,"Altoona, PA Metro Area",2011,127099,8/1/16,2016.0,2017.0,0
103,11020,"Altoona, PA Metro Area",2012,127121,8/1/16,2016.0,2017.0,0
104,11020,"Altoona, PA Metro Area",2013,126314,8/1/16,2016.0,2017.0,0
105,11020,"Altoona, PA Metro Area",2014,125955,8/1/16,2016.0,2017.0,0
106,11020,"Altoona, PA Metro Area",2015,125593,8/1/16,2016.0,2017.0,0
107,11020,"Altoona, PA Metro Area",2016,124650,8/1/16,2016.0,2017.0,0
108,11020,"Altoona, PA Metro Area",2017,123457,8/1/16,2016.0,2017.0,1
109,11100,"Amarillo, TX Metro Area",2005,227799,5/1/15,2015.0,2016.0,0
110,11100,"Amarillo, TX Metro Area",2006,240981,5/1/15,2015.0,2016.0,0
111,11100,"Amarillo, TX Metro Area",2007,241459,5/1/15,2015.0,2016.0,0
112,11100,"Amarillo, TX Metro Area",2008,242640,5/1/15,2015.0,2016.0,0
113,11100,"Amarillo, TX Metro Area",2009,245712,5/1/15,2015.0,2016.0,0
114,11100,"Amarillo, TX Metro Area",2010,251915,5/1/15,2015.0,2016.0,0
115,11100,"Amarillo, TX Metro Area",2011,254635,5/1/15,2015.0,2016.0,0
116,11100,"Amarillo, TX Metro Area",2012,254579,5/1/15,2015.0,2016.0,0
117,11100,"Amarillo, TX Metro Area",2013,259164,5/1/15,2015.0,2016.0,0
118,11100,"Amarillo, TX Metro Area",2014,261752,5/1/15,2015.0,2016.0,0
119,11100,"Amarillo, TX Metro Area",2015,263258,5/1/15,2015.0,2016.0,0
120,11100,"Amarillo, TX Metro Area",2016,263491,5/1/15,2015.0,2016.0,1
121,11100,"Amarillo, TX Metro Area",2017,266575,5/1/15,2015.0,2016.0,1
122,11180,"Ames, IA Metro Area",2005,70480,8/1/15,2015.0,2016.0,0
123,11180,"Ames, IA Metro Area",2006,80145,8/1/15,2015.0,2016.0,0
124,11180,"Ames, IA Metro Area",2007,84752,8/1/15,2015.0,2016.0,0
125,11180,"Ames, IA Metro Area",2008,86754,8/1/15,2015.0,2016.0,0
126,11180,"Ames, IA Metro Area",2009,87214,8/1/15,2015.0,2016.0,0
127,11180,"Ames, IA Metro Area",2010,89575,8/1/15,2015.0,2016.0,0
128,11180,"Ames, IA Metro Area",2011,89663,8/1/15,2015.0,2016.0,0
129,11180,"Ames, IA Metro Area",2012,91140,8/1/15,2015.0,2016.0,0
130,11180,"Ames, IA Metro Area",2013,92406,8/1/15,2015.0,2016.0,0
131,11180,"Ames, IA Metro Area",2014,94073,8/1/15,2015.0,2016.0,0
132,11180,"Ames, IA Metro Area",2015,96021,8/1/15,2015.0,2016.0,0
133,11180,"Ames, IA Metro Area",2016,97090,8/1/15,2015.0,2016.0,1
134,11180,"Ames, IA Metro Area",2017,97502,8/1/15,2015.0,2016.0,1
135,11260,"Anchorage, AK Metro Area",2005,341282,6/1/17,2017.0,2018.0,0
136,11260,"Anchorage, AK Metro Area",2006,359180,6/1/17,2017.0,2018.0,0
137,11260,"Anchorage, AK Metro Area",2007,362340,6/1/17,2017.0,2018.0,0
138,11260,"Anchorage, AK Metro Area",2008,364701,6/1/17,2017.0,2018.0,0
139,11260,"Anchorage, AK Metro Area",2009,374553,6/1/17,2017.0,2018.0,0
140,11260,"Anchorage, AK Metro Area",2010,382964,6/1/17,2017.0,2018.0,0
141,11260,"Anchorage, AK Metro Area",2011,387516,6/1/17,2017.0,2018.0,0
142,11260,"Anchorage, AK Metro Area",2012,392535,6/1/17,2017.0,2018.0,0
143,11260,"Anchorage, AK Metro Area",2013,396142,6/1/17,2017.0,2018.0,0
144,11260,"Anchorage, AK Metro Area",2014,398892,6/1/17,2017.0,2018.0,0
145,11260,"Anchorage, AK Metro Area",2015,399790,6/1/17,2017.0,2018.0,0
146,11260,"Anchorage, AK Metro Area",2016,402557,6/1/17,2017.0,2018.0,0
147,11260,"Anchorage, AK Metro Area",2017,400888,6/1/17,2017.0,2018.0,0
164,11460,"Ann Arbor, MI Metro Area",2005,319791,4/1/14,2014.0,2015.0,0
165,11460,"Ann Arbor, MI Metro Area",2006,344047,4/1/14,2014.0,2015.0,0
166,11460,"Ann Arbor, MI Metro Area",2007,350003,4/1/14,2014.0,2015.0,0
167,11460,"Ann Arbor, MI Metro Area",2008,347376,4/1/14,2014.0,2015.0,0
168,11460,"Ann Arbor, MI Metro Area",2009,347563,4/1/14,2014.0,2015.0,0
169,11460,"Ann Arbor, MI Metro Area",2010,345290,4/1/14,2014.0,2015.0,0
170,11460,"Ann Arbor, MI Metro Area",2011,347962,4/1/14,2014.0,2015.0,0
171,11460,"Ann Arbor, MI Metro Area",2012,350946,4/1/14,2014.0,2015.0,0
172,11460,"Ann Arbor, MI Metro Area",2013,354240,4/1/14,2014.0,2015.0,0
173,11460,"Ann Arbor, MI Metro Area",2014,356874,4/1/14,2014.0,2015.0,0
174,11460,"Ann Arbor, MI Metro Area",2015,358880,4/1/14,2014.0,2015.0,1
175,11460,"Ann Arbor, MI Metro Area",2016,364709,4/1/14,2014.0,2015.0,1
176,11460,"Ann Arbor, MI Metro Area",2017,367627,4/1/14,2014.0,2015.0,1
190,11540,"Appleton, WI Metro Area",2005,211469,9/1/15,2015.0,2016.0,0
191,11540,"Appleton, WI Metro Area",2006,217313,9/1/15,2015.0,2016.0,0
192,11540,"Appleton, WI Metro Area",2007,218026,9/1/15,2015.0,2016.0,0
193,11540,"Appleton, WI Metro Area",2008,219720,9/1/15,2015.0,2016.0,0
194,11540,"Appleton, WI Metro Area",2009,221894,9/1/15,2015.0,2016.0,0
195,11540,"Appleton, WI Metro Area",2010,225952,9/1/15,2015.0,2016.0,0
196,11540,"Appleton, WI Metro Area",2011,227403,9/1/15,2015.0,2016.0,0
197,11540,"Appleton, WI Metro Area",2012,228450,9/1/15,2015.0,2016.0,0
198,11540,"Appleton, WI Metro Area",2013,229962,9/1/15,2015.0,2016.0,0
199,11540,"Appleton, WI Metro Area",2014,231497,9/1/15,2015.0,2016.0,0
200,11540,"Appleton, WI Metro Area",2015,233007,9/1/15,2015.0,2016.0,0
201,11540,"Appleton, WI Metro Area",2016,234079,9/1/15,2015.0,2016.0,1
202,11540,"Appleton, WI Metro Area",2017,236126,9/1/15,2015.0,2016.0,1
203,11700,"Asheville, NC Metro Area",2005,379808,8/1/14,2014.0,2015.0,0
204,11700,"Asheville, NC Metro Area",2006,396192,8/1/14,2014.0,2015.0,0
205,11700,"Asheville, NC Metro Area",2007,402801,8/1/14,2014.0,2015.0,0
206,11700,"Asheville, NC Metro Area",2008,409092,8/1/14,2014.0,2015.0,0
207,11700,"Asheville, NC Metro Area",2009,412671,8/1/14,2014.0,2015.0,0
208,11700,"Asheville, NC Metro Area",2010,422752,8/1/14,2014.0,2015.0,0
209,11700,"Asheville, NC Metro Area",2011,428906,8/1/14,2014.0,2015.0,0
210,11700,"Asheville, NC Metro Area",2012,432406,8/1/14,2014.0,2015.0,0
211,11700,"Asheville, NC Metro Area",2013,437657,8/1/14,2014.0,2015.0,0
212,11700,"Asheville, NC Metro Area",2014,442316,8/1/14,2014.0,2015.0,0
213,11700,"Asheville, NC Metro Area",2015,446840,8/1/14,2014.0,2015.0,1
214,11700,"Asheville, NC Metro Area",2016,452319,8/1/14,2014.0,2015.0,1
215,11700,"Asheville, NC Metro Area",2017,456145,8/1/14,2014.0,2015.0,1
216,12020,"Athens-Clarke County, GA Metro Area",2005,167582,8/1/14,2014.0,2015.0,0
217,12020,"Athens-Clarke County, GA Metro Area",2006,190851,8/1/14,2014.0,2015.0,0
218,12020,"Athens-Clarke County, GA Metro Area",2007,188589,8/1/14,2014.0,2015.0,0
219,12020,"Athens-Clarke County, GA Metro Area",2008,194988,8/1/14,2014.0,2015.0,0
220,12020,"Athens-Clarke County, GA Metro Area",2009,192222,8/1/14,2014.0,2015.0,0
221,12020,"Athens-Clarke County, GA Metro Area",2010,192738,8/1/14,2014.0,2015.0,0
222,12020,"Athens-Clarke County, GA Metro Area",2011,193317,8/1/14,2014.0,2015.0,0
223,12020,"Athens-Clarke County, GA Metro Area",2012,194337,8/1/14,2014.0,2015.0,0
224,12020,"Athens-Clarke County, GA Metro Area",2013,197357,8/1/14,2014.0,2015.0,0
225,12020,"Athens-Clarke County, GA Metro Area",2014,197268,8/1/14,2014.0,2015.0,0
226,12020,"Athens-Clarke County, GA Metro Area",2015,201813,8/1/14,2014.0,2015.0,1
227,12020,"Athens-Clarke County, GA Metro Area",2016,206360,8/1/14,2014.0,2015.0,1
228,12020,"Athens-Clarke County, GA Metro Area",2017,206937,8/1/14,2014.0,2015.0,1
229,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2005,4828838,8/1/12,2012.0,2013.0,0
230,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2006,5134871,8/1/12,2012.0,2013.0,0
231,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2007,5271550,8/1/12,2012.0,2013.0,0
232,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2008,5368070,8/1/12,2012.0,2013.0,0
233,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2009,5476664,8/1/12,2012.0,2013.0,0
234,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2010,5288302,8/1/12,2012.0,2013.0,0
235,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2011,5365726,8/1/12,2012.0,2013.0,0
236,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2012,5442113,8/1/12,2012.0,2013.0,0
237,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2013,5524693,8/1/12,2012.0,2013.0,1
238,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2014,5611829,8/1/12,2012.0,2013.0,1
239,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,5709731,8/1/12,2012.0,2013.0,1
240,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016,5790210,8/1/12,2012.0,2013.0,1
241,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017,5882450,8/1/12,2012.0,2013.0,1
242,12100,"Atlantic City, NJ Metro Area",2005,264403,5/1/14,2014.0,2015.0,0
243,12100,"Atlantic City, NJ Metro Area",2006,271620,5/1/14,2014.0,2015.0,0
244,12100,"Atlantic City, NJ Metro Area",2007,270644,5/1/14,2014.0,2015.0,0
245,12100,"Atlantic City-Hammonton, NJ Metro Area",2008,270681,5/1/14,2014.0,2015.0,0
246,12100,"Atlantic City-Hammonton, NJ Metro Area",2009,271712,5/1/14,2014.0,2015.0,0
247,12100,"Atlantic City-Hammonton, NJ Metro Area",2010,274685,5/1/14,2014.0,2015.0,0
248,12100,"Atlantic City-Hammonton, NJ Metro Area",2011,274338,5/1/14,2014.0,2015.0,0
249,12100,"Atlantic City-Hammonton, NJ Metro Area",2012,275422,5/1/14,2014.0,2015.0,0
250,12100,"Atlantic City-Hammonton, NJ Metro Area",2013,275862,5/1/14,2014.0,2015.0,0
251,12100,"Atlantic City-Hammonton, NJ Metro Area",2014,275209,5/1/14,2014.0,2015.0,0
252,12100,"Atlantic City-Hammonton, NJ Metro Area",2015,274219,5/1/14,2014.0,2015.0,1
253,12100,"Atlantic City-Hammonton, NJ Metro Area",2016,270991,5/1/14,2014.0,2015.0,1
254,12100,"Atlantic City-Hammonton, NJ Metro Area",2017,269918,5/1/14,2014.0,2015.0,1
255,12220,"Auburn-Opelika, AL Metro Area",2005,118664,8/1/16,2016.0,2017.0,0
256,12220,"Auburn-Opelika, AL Metro Area",2006,125781,8/1/16,2016.0,2017.0,0
257,12220,"Auburn-Opelika, AL Metro Area",2007,130516,8/1/16,2016.0,2017.0,0
258,12220,"Auburn-Opelika, AL Metro Area",2008,133010,8/1/16,2016.0,2017.0,0
259,12220,"Auburn-Opelika, AL Metro Area",2009,135883,8/1/16,2016.0,2017.0,0
260,12220,"Auburn-Opelika, AL Metro Area",2010,140780,8/1/16,2016.0,2017.0,0
261,12220,"Auburn-Opelika, AL Metro Area",2011,143468,8/1/16,2016.0,2017.0,0
262,12220,"Auburn-Opelika, AL Metro Area",2012,147257,8/1/16,2016.0,2017.0,0
263,12220,"Auburn-Opelika, AL Metro Area",2013,150933,8/1/16,2016.0,2017.0,0
264,12220,"Auburn-Opelika, AL Metro Area",2014,154255,8/1/16,2016.0,2017.0,0
265,12220,"Auburn-Opelika, AL Metro Area",2015,156993,8/1/16,2016.0,2017.0,0
266,12220,"Auburn-Opelika, AL Metro Area",2016,158991,8/1/16,2016.0,2017.0,0
267,12220,"Auburn-Opelika, AL Metro Area",2017,161604,8/1/16,2016.0,2017.0,1
268,12260,"Augusta-Richmond County, GA-SC Metro Area",2005,508401,4/1/15,2015.0,2016.0,0
269,12260,"Augusta-Richmond County, GA-SC Metro Area",2006,523031,4/1/15,2015.0,2016.0,0
270,12260,"Augusta-Richmond County, GA-SC Metro Area",2007,534641,4/1/15,2015.0,2016.0,0
271,12260,"Augusta-Richmond County, GA-SC Metro Area",2008,537309,4/1/15,2015.0,2016.0,0
272,12260,"Augusta-Richmond County, GA-SC Metro Area",2009,539652,4/1/15,2015.0,2016.0,0
273,12260,"Augusta-Richmond County, GA-SC Metro Area",2010,560293,4/1/15,2015.0,2016.0,0
274,12260,"Augusta-Richmond County, GA-SC Metro Area",2011,560467,4/1/15,2015.0,2016.0,0
275,12260,"Augusta-Richmond County, GA-SC Metro Area",2012,568161,4/1/15,2015.0,2016.0,0
276,12260,"Augusta-Richmond County, GA-SC Metro Area",2013,581551,4/1/15,2015.0,2016.0,0
277,12260,"Augusta-Richmond County, GA-SC Metro Area",2014,583010,4/1/15,2015.0,2016.0,0
278,12260,"Augusta-Richmond County, GA-SC Metro Area",2015,590772,4/1/15,2015.0,2016.0,0
279,12260,"Augusta-Richmond County, GA-SC Metro Area",2016,595147,4/1/15,2015.0,2016.0,1
280,12260,"Augusta-Richmond County, GA-SC Metro Area",2017,600600,4/1/15,2015.0,2016.0,1
281,12420,"Austin-Round Rock, TX Metro Area",2005,1406364,6/1/14,2014.0,2015.0,0
282,12420,"Austin-Round Rock, TX Metro Area",2006,1506425,6/1/14,2014.0,2015.0,0
283,12420,"Austin-Round Rock, TX Metro Area",2007,1593400,6/1/14,2014.0,2015.0,0
284,12420,"Austin-Round Rock, TX Metro Area",2008,1650887,6/1/14,2014.0,2015.0,0
285,12420,"Austin-Round Rock, TX Metro Area",2009,1705075,6/1/14,2014.0,2015.0,0
286,12420,"Austin-Round Rock-San Marcos, TX Metro Area",2010,1728307,6/1/14,2014.0,2015.0,0
287,12420,"Austin-Round Rock-San Marcos, TX Metro Area",2011,1783519,6/1/14,2014.0,2015.0,0
288,12420,"Austin-Round Rock-San Marcos, TX Metro Area",2012,1834303,6/1/14,2014.0,2015.0,0
289,12420,"Austin-Round Rock, TX Metro Area",2013,1883051,6/1/14,2014.0,2015.0,0
290,12420,"Austin-Round Rock, TX Metro Area",2014,1943299,6/1/14,2014.0,2015.0,0
291,12420,"Austin-Round Rock, TX Metro Area",2015,2000860,6/1/14,2014.0,2015.0,1
292,12420,"Austin-Round Rock, TX Metro Area",2016,2056405,6/1/14,2014.0,2015.0,1
293,12420,"Austin-Round Rock, TX Metro Area",2017,2115827,6/1/14,2014.0,2015.0,1
294,12540,"Bakersfield, CA Metro Area",2005,724206,6/1/14,2014.0,2015.0,0
295,12540,"Bakersfield, CA Metro Area",2006,780117,6/1/14,2014.0,2015.0,0
296,12540,"Bakersfield, CA Metro Area",2007,790710,6/1/14,2014.0,2015.0,0
297,12540,"Bakersfield, CA Metro Area",2008,800458,6/1/14,2014.0,2015.0,0
298,12540,"Bakersfield, CA Metro Area",2009,807407,6/1/14,2014.0,2015.0,0
299,12540,"Bakersfield-Delano, CA Metro Area",2010,842207,6/1/14,2014.0,2015.0,0
300,12540,"Bakersfield-Delano, CA Metro Area",2011,851710,6/1/14,2014.0,2015.0,0
301,12540,"Bakersfield-Delano, CA Metro Area",2012,856158,6/1/14,2014.0,2015.0,0
302,12540,"Bakersfield, CA Metro Area",2013,864124,6/1/14,2014.0,2015.0,0
303,12540,"Bakersfield, CA Metro Area",2014,874589,6/1/14,2014.0,2015.0,0
304,12540,"Bakersfield, CA Metro Area",2015,882176,6/1/14,2014.0,2015.0,1
305,12540,"Bakersfield, CA Metro Area",2016,884788,6/1/14,2014.0,2015.0,1
306,12540,"Bakersfield, CA Metro Area",2017,893119,6/1/14,2014.0,2015.0,1
307,12580,"Baltimore-Towson, MD Metro Area",2005,2583923,1/1/13,2013.0,2014.0,0
308,12580,"Baltimore-Towson, MD Metro Area",2006,2658405,1/1/13,2013.0,2014.0,0
309,12580,"Baltimore-Towson, MD Metro Area",2007,2668056,1/1/13,2013.0,2014.0,0
310,12580,"Baltimore-Towson, MD Metro Area",2008,2667117,1/1/13,2013.0,2014.0,0
311,12580,"Baltimore-Towson, MD Metro Area",2009,2690886,1/1/13,2013.0,2014.0,0
312,12580,"Baltimore-Towson, MD Metro Area",2010,2714183,1/1/13,2013.0,2014.0,0
313,12580,"Baltimore-Towson, MD Metro Area",2011,2729110,1/1/13,2013.0,2014.0,0
314,12580,"Baltimore-Towson, MD Metro Area",2012,2753149,1/1/13,2013.0,2014.0,0
315,12580,"Baltimore-Columbia-Towson, MD Metro Area",2013,2770738,1/1/13,2013.0,2014.0,0
316,12580,"Baltimore-Columbia-Towson, MD Metro Area",2014,2785874,1/1/13,2013.0,2014.0,1
317,12580,"Baltimore-Columbia-Towson, MD Metro Area",2015,2797407,1/1/13,2013.0,2014.0,1
318,12580,"Baltimore-Columbia-Towson, MD Metro Area",2016,2798886,1/1/13,2013.0,2014.0,1
319,12580,"Baltimore-Columbia-Towson, MD Metro Area",2017,2808175,1/1/13,2013.0,2014.0,1
320,12620,"Bangor, ME Metro Area",2005,140625,10/1/15,2015.0,2016.0,0
321,12620,"Bangor, ME Metro Area",2006,147180,10/1/15,2015.0,2016.0,0
322,12620,"Bangor, ME Metro Area",2007,148784,10/1/15,2015.0,2016.0,0
323,12620,"Bangor, ME Metro Area",2008,148651,10/1/15,2015.0,2016.0,0
324,12620,"Bangor, ME Metro Area",2009,149419,10/1/15,2015.0,2016.0,0
325,12620,"Bangor, ME Metro Area",2010,153849,10/1/15,2015.0,2016.0,0
326,12620,"Bangor, ME Metro Area",2011,153786,10/1/15,2015.0,2016.0,0
327,12620,"Bangor, ME Metro Area",2012,153746,10/1/15,2015.0,2016.0,0
328,12620,"Bangor, ME Metro Area",2013,153364,10/1/15,2015.0,2016.0,0
329,12620,"Bangor, ME Metro Area",2014,153414,10/1/15,2015.0,2016.0,0
330,12620,"Bangor, ME Metro Area",2015,152692,10/1/15,2015.0,2016.0,0
331,12620,"Bangor, ME Metro Area",2016,151806,10/1/15,2015.0,2016.0,1
332,12620,"Bangor, ME Metro Area",2017,151957,10/1/15,2015.0,2016.0,1
333,12700,"Barnstable Town, MA Metro Area",2005,220838,5/1/15,2015.0,2016.0,0
334,12700,"Barnstable Town, MA Metro Area",2006,224816,5/1/15,2015.0,2016.0,0
335,12700,"Barnstable Town, MA Metro Area",2007,222175,5/1/15,2015.0,2016.0,0
336,12700,"Barnstable Town, MA Metro Area",2008,221049,5/1/15,2015.0,2016.0,0
