,CBSA,MNAME_x,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,MNAME_y,TNC_CLUSTER,TNC_TRIPS_PER_PERSON,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA
306,44060,"Spokane-Spokane Valley, WA Metro Area",2015,546807,6/1/14,2014,2015,1,"Spokane-Spokane Valley, WA Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
371,44060,"Spokane-Spokane Valley, WA Metro Area",2016,556264,6/1/14,2014,2015,1,"Spokane-Spokane Valley, WA Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
439,44060,"Spokane-Spokane Valley, WA Metro Area",2017,564291,6/1/14,2014,2015,1,"Spokane-Spokane Valley, WA Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
372,44140,"Springfield, MA Metro Area",2016,630283,1/1/15,2015,2016,1,"Springfield, MA Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
440,44140,"Springfield, MA Metro Area",2017,631652,1/1/15,2015,2016,1,"Springfield, MA Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
307,44700,"Stockton-Lodi, CA Metro Area",2015,726106,9/1/14,2014,2015,1,"Stockton-Lodi, CA Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
373,44700,"Stockton-Lodi, CA Metro Area",2016,733709,9/1/14,2014,2015,1,"Stockton-Lodi, CA Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
441,44700,"Stockton-Lodi, CA Metro Area",2017,745424,9/1/14,2014,2015,1,"Stockton-Lodi, CA Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
308,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2015,2975225,4/1/14,2014,2015,1,"Tampa-St. Petersburg-Clearwater, FL Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
374,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2016,3032171,4/1/14,2014,2015,1,"Tampa-St. Petersburg-Clearwater, FL Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
442,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2017,3091399,4/1/14,2014,2015,1,"Tampa-St. Petersburg-Clearwater, FL Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
309,45940,"Trenton, NJ Metro Area",2015,371398,5/1/14,2014,2015,1,"Trenton, NJ Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
375,45940,"Trenton, NJ Metro Area",2016,371023,5/1/14,2014,2015,1,"Trenton, NJ Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
443,45940,"Trenton, NJ Metro Area",2017,374733,5/1/14,2014,2015,1,"Trenton, NJ Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
534,46060,"Tucson, AZ Metro Area",2014,1004516,10/1/13,2013,2014,1,"Tucson, AZ Metro Area",21,4.4,20063673,119360751,0.168092718,8.605663344
310,46060,"Tucson, AZ Metro Area",2015,1010025,10/1/13,2013,2014,1,"Tucson, AZ Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
376,46060,"Tucson, AZ Metro Area",2016,1016206,10/1/13,2013,2014,1,"Tucson, AZ Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
444,46060,"Tucson, AZ Metro Area",2017,1022769,10/1/13,2013,2014,1,"Tucson, AZ Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
535,46520,"Urban Honolulu, HI Metro Area",2014,991788,8/1/13,2013,2014,1,"Urban Honolulu, HI Metro Area",21,4.4,20063673,119360751,0.168092718,8.605663344
311,46520,"Urban Honolulu, HI Metro Area",2015,998714,8/1/13,2013,2014,1,"Urban Honolulu, HI Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
377,46520,"Urban Honolulu, HI Metro Area",2016,992605,8/1/13,2013,2014,1,"Urban Honolulu, HI Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
445,46520,"Urban Honolulu, HI Metro Area",2017,988650,8/1/13,2013,2014,1,"Urban Honolulu, HI Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
312,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2015,1723351,5/1/14,2014,2015,1,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
378,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2016,1725937,5/1/14,2014,2015,1,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
446,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2017,1724388,5/1/14,2014,2015,1,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
313,49340,"Worcester, MA-CT Metro Area",2015,935536,8/1/14,2014,2015,1,"Worcester, MA-CT Metro Area",21,4.4,72929208,213074972,0.342270175,4.226337678
379,49340,"Worcester, MA-CT Metro Area",2016,935781,8/1/14,2014,2015,1,"Worcester, MA-CT Metro Area",21,4.4,81851382,240308609,0.340609445,4.246944287
447,49340,"Worcester, MA-CT Metro Area",2017,942475,8/1/14,2014,2015,1,"Worcester, MA-CT Metro Area",21,4.4,83298580,253371069,0.328761213,4.4
639,,,2018,,,,,,,21,,80433710.25,243525115.5,0.097052955,1.298915402
0,10180,"Abilene, TX Metro Area",2016,170860,10/1/15,2015,2016,1,"Abilene, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
107,10180,"Abilene, TX Metro Area",2017,169747,10/1/15,2015,2016,1,"Abilene, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
108,11020,"Altoona, PA Metro Area",2017,123457,8/1/16,2016,2017,1,"Altoona, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
1,11100,"Amarillo, TX Metro Area",2016,263491,5/1/15,2015,2016,1,"Amarillo, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
109,11100,"Amarillo, TX Metro Area",2017,266575,5/1/15,2015,2016,1,"Amarillo, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
2,11180,"Ames, IA Metro Area",2016,97090,8/1/15,2015,2016,1,"Ames, IA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
110,11180,"Ames, IA Metro Area",2017,97502,8/1/15,2015,2016,1,"Ames, IA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
464,11700,"Asheville, NC Metro Area",2015,446840,8/1/14,2014,2015,1,"Asheville, NC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
3,11700,"Asheville, NC Metro Area",2016,452319,8/1/14,2014,2015,1,"Asheville, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
111,11700,"Asheville, NC Metro Area",2017,456145,8/1/14,2014,2015,1,"Asheville, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
465,12020,"Athens-Clarke County, GA Metro Area",2015,201813,8/1/14,2014,2015,1,"Athens-Clarke County, GA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
4,12020,"Athens-Clarke County, GA Metro Area",2016,206360,8/1/14,2014,2015,1,"Athens-Clarke County, GA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
112,12020,"Athens-Clarke County, GA Metro Area",2017,206937,8/1/14,2014,2015,1,"Athens-Clarke County, GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
113,12220,"Auburn-Opelika, AL Metro Area",2017,161604,8/1/16,2016,2017,1,"Auburn-Opelika, AL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
5,12260,"Augusta-Richmond County, GA-SC Metro Area",2016,595147,4/1/15,2015,2016,1,"Augusta-Richmond County, GA-SC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
114,12260,"Augusta-Richmond County, GA-SC Metro Area",2017,600600,4/1/15,2015,2016,1,"Augusta-Richmond County, GA-SC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
6,12620,"Bangor, ME Metro Area",2016,151806,10/1/15,2015,2016,1,"Bangor, ME Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
115,12620,"Bangor, ME Metro Area",2017,151957,10/1/15,2015,2016,1,"Bangor, ME Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
466,12940,"Baton Rouge, LA Metro Area",2015,830480,7/1/14,2014,2015,1,"Baton Rouge, LA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
7,12940,"Baton Rouge, LA Metro Area",2016,835175,7/1/14,2014,2015,1,"Baton Rouge, LA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
116,12940,"Baton Rouge, LA Metro Area",2017,834159,7/1/14,2014,2015,1,"Baton Rouge, LA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
117,13140,"Beaumont-Port Arthur, TX Metro Area",2017,411339,2/1/16,2016,2017,1,"Beaumont-Port Arthur, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
8,13380,"Bellingham, WA Metro Area",2016,216800,11/1/15,2015,2016,1,"Bellingham, WA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
118,13380,"Bellingham, WA Metro Area",2017,221404,11/1/15,2015,2016,1,"Bellingham, WA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
119,13740,"Billings, MT Metro Area",2017,172081,8/1/16,2016,2017,1,"Billings, MT Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
467,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2015,179904,10/1/14,2014,2015,1,"Blacksburg-Christiansburg-Radford, VA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
9,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2016,183411,10/1/14,2014,2015,1,"Blacksburg-Christiansburg-Radford, VA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
120,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2017,181986,10/1/14,2014,2015,1,"Blacksburg-Christiansburg-Radford, VA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
468,14020,"Bloomington, IN Metro Area",2015,165577,8/1/14,2014,2015,1,"Bloomington, IN Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
10,14020,"Bloomington, IN Metro Area",2016,166336,8/1/14,2014,2015,1,"Bloomington, IN Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
121,14020,"Bloomington, IN Metro Area",2017,167825,8/1/14,2014,2015,1,"Bloomington, IN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
11,14060,"Bloomington, IL Metro Area",2016,187326,3/1/15,2015,2016,1,"Bloomington, IL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
122,14060,"Bloomington, IL Metro Area",2017,186356,3/1/15,2015,2016,1,"Bloomington, IL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
469,14260,"Boise City, ID Metro Area",2015,675800,11/1/14,2014,2015,1,"Boise City, ID Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
12,14260,"Boise City, ID Metro Area",2016,690214,11/1/14,2014,2015,1,"Boise City, ID Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
123,14260,"Boise City, ID Metro Area",2017,710323,11/1/14,2014,2015,1,"Boise City, ID Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
13,14540,"Bowling Green, KY Metro Area",2016,174560,9/1/15,2015,2016,1,"Bowling Green, KY Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
124,14540,"Bowling Green, KY Metro Area",2017,178474,9/1/15,2015,2016,1,"Bowling Green, KY Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
14,15500,"Burlington, NC Metro Area",2016,159688,8/1/15,2015,2016,1,"Burlington, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
125,15500,"Burlington, NC Metro Area",2017,162391,8/1/15,2015,2016,1,"Burlington, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
470,15540,"Burlington-South Burlington, VT Metro Area",2015,216661,11/1/14,2014,2015,1,"Burlington-South Burlington, VT Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
15,15540,"Burlington-South Burlington, VT Metro Area",2016,217411,11/1/14,2014,2015,1,"Burlington-South Burlington, VT Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
126,15540,"Burlington-South Burlington, VT Metro Area",2017,218341,11/1/14,2014,2015,1,"Burlington-South Burlington, VT Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
16,15940,"Canton-Massillon, OH Metro Area",2016,401281,5/1/15,2015,2016,1,"Canton-Massillon, OH Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
127,15940,"Canton-Massillon, OH Metro Area",2017,399927,5/1/15,2015,2016,1,"Canton-Massillon, OH Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
471,15980,"Cape Coral-Fort Myers, FL Metro Area",2015,701982,12/1/14,2014,2015,1,"Cape Coral-Fort Myers, FL Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
17,15980,"Cape Coral-Fort Myers, FL Metro Area",2016,722336,12/1/14,2014,2015,1,"Cape Coral-Fort Myers, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
128,15980,"Cape Coral-Fort Myers, FL Metro Area",2017,739224,12/1/14,2014,2015,1,"Cape Coral-Fort Myers, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
129,16180,"Carson City, NV Metro Area",2017,54745,8/1/16,2016,2017,1,"Carson City, NV Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
18,16300,"Cedar Rapids, IA Metro Area",2016,267799,1/1/15,2015,2016,1,"Cedar Rapids, IA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
130,16300,"Cedar Rapids, IA Metro Area",2017,270293,1/1/15,2015,2016,1,"Cedar Rapids, IA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
131,16620,"Charleston, WV Metro Area",2017,215089,7/1/16,2016,2017,1,"Charleston, WV Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
472,16700,"Charleston-North Charleston, SC Metro Area",2015,744526,7/1/14,2014,2015,1,"Charleston-North Charleston, SC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
19,16700,"Charleston-North Charleston, SC Metro Area",2016,761155,7/1/14,2014,2015,1,"Charleston-North Charleston, SC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
132,16700,"Charleston-North Charleston, SC Metro Area",2017,775831,7/1/14,2014,2015,1,"Charleston-North Charleston, SC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
473,16820,"Charlottesville, VA Metro Area",2015,230602,9/1/14,2014,2015,1,"Charlottesville, VA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
20,16820,"Charlottesville, VA Metro Area",2016,229467,9/1/14,2014,2015,1,"Charlottesville, VA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
133,16820,"Charlottesville, VA Metro Area",2017,232182,9/1/14,2014,2015,1,"Charlottesville, VA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
474,16860,"Chattanooga, TN-GA Metro Area",2015,546351,11/1/14,2014,2015,1,"Chattanooga, TN-GA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
21,16860,"Chattanooga, TN-GA Metro Area",2016,551200,11/1/14,2014,2015,1,"Chattanooga, TN-GA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
134,16860,"Chattanooga, TN-GA Metro Area",2017,554876,11/1/14,2014,2015,1,"Chattanooga, TN-GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
22,17020,"Chico, CA Metro Area",2016,226864,10/1/15,2015,2016,1,"Chico, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
135,17020,"Chico, CA Metro Area",2017,229294,10/1/15,2015,2016,1,"Chico, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
136,17300,"Clarksville, TN-KY Metro Area",2017,285602,3/1/16,2016,2017,1,"Clarksville, TN-KY Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
137,17660,"Coeur d'Alene, ID Metro Area",2017,157637,3/1/16,2016,2017,1,"Coeur d'Alene, ID Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
475,17780,"College Station-Bryan, TX Metro Area",2015,250145,10/1/14,2014,2015,1,"College Station-Bryan, TX Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
23,17780,"College Station-Bryan, TX Metro Area",2016,254716,10/1/14,2014,2015,1,"College Station-Bryan, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
138,17780,"College Station-Bryan, TX Metro Area",2017,258860,10/1/14,2014,2015,1,"College Station-Bryan, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
476,17820,"Colorado Springs, CO Metro Area",2015,697856,5/1/14,2014,2015,1,"Colorado Springs, CO Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
24,17820,"Colorado Springs, CO Metro Area",2016,712327,5/1/14,2014,2015,1,"Colorado Springs, CO Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
139,17820,"Colorado Springs, CO Metro Area",2017,723878,5/1/14,2014,2015,1,"Colorado Springs, CO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
25,17860,"Columbia, MO Metro Area",2016,176594,3/1/15,2015,2016,1,"Columbia, MO Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
140,17860,"Columbia, MO Metro Area",2017,178271,3/1/15,2015,2016,1,"Columbia, MO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
477,17900,"Columbia, SC Metro Area",2015,810574,7/1/14,2014,2015,1,"Columbia, SC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
26,17900,"Columbia, SC Metro Area",2016,816450,7/1/14,2014,2015,1,"Columbia, SC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
141,17900,"Columbia, SC Metro Area",2017,825004,7/1/14,2014,2015,1,"Columbia, SC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
142,17980,"Columbus, GA-AL Metro Area",2017,305911,9/1/16,2016,2017,1,"Columbus, GA-AL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
27,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2016,383352,7/1/15,2015,2016,1,"Davenport-Moline-Rock Island, IA-IL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
143,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2017,382298,7/1/15,2015,2016,1,"Davenport-Moline-Rock Island, IA-IL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
478,19780,"Des Moines-West Des Moines, IA Metro Area",2015,622899,9/1/14,2014,2015,1,"Des Moines-West Des Moines, IA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
28,19780,"Des Moines-West Des Moines, IA Metro Area",2016,634725,9/1/14,2014,2015,1,"Des Moines-West Des Moines, IA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
144,19780,"Des Moines-West Des Moines, IA Metro Area",2017,645911,9/1/14,2014,2015,1,"Des Moines-West Des Moines, IA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
29,20100,"Dover, DE Metro Area",2016,174827,8/1/15,2015,2016,1,"Dover, DE Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
145,20100,"Dover, DE Metro Area",2017,176824,8/1/15,2015,2016,1,"Dover, DE Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
146,20940,"El Centro, CA Metro Area",2017,182830,7/1/16,2016,2017,1,"El Centro, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
147,21140,"Elkhart-Goshen, IN Metro Area",2017,205032,8/1/16,2016,2017,1,"Elkhart-Goshen, IN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
30,21500,"Erie, PA Metro Area",2016,276207,4/1/15,2015,2016,1,"Erie, PA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
148,21500,"Erie, PA Metro Area",2017,274541,4/1/15,2015,2016,1,"Erie, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
31,22020,"Fargo, ND-MN Metro Area",2016,238124,5/1/15,2015,2016,1,"Fargo, ND-MN Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
149,22020,"Fargo, ND-MN Metro Area",2017,241356,5/1/15,2015,2016,1,"Fargo, ND-MN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
479,22180,"Fayetteville, NC Metro Area",2015,376509,10/1/14,2014,2015,1,"Fayetteville, NC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
32,22180,"Fayetteville, NC Metro Area",2016,380389,10/1/14,2014,2015,1,"Fayetteville, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
150,22180,"Fayetteville, NC Metro Area",2017,386662,10/1/14,2014,2015,1,"Fayetteville, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
480,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,515403,11/1/14,2014,2015,1,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
33,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,527153,11/1/14,2014,2015,1,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
151,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,535557,11/1/14,2014,2015,1,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
34,22380,"Flagstaff, AZ Metro Area",2016,140908,1/1/15,2015,2016,1,"Flagstaff, AZ Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
152,22380,"Flagstaff, AZ Metro Area",2017,140776,1/1/15,2015,2016,1,"Flagstaff, AZ Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
35,22420,"Flint, MI Metro Area",2016,408615,5/1/15,2015,2016,1,"Flint, MI Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
153,22420,"Flint, MI Metro Area",2017,407385,5/1/15,2015,2016,1,"Flint, MI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
481,22660,"Fort Collins, CO Metro Area",2015,333577,8/1/14,2014,2015,1,"Fort Collins, CO Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
36,22660,"Fort Collins, CO Metro Area",2016,339993,8/1/14,2014,2015,1,"Fort Collins, CO Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
154,22660,"Fort Collins, CO Metro Area",2017,343976,8/1/14,2014,2015,1,"Fort Collins, CO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
155,22900,"Fort Smith, AR-OK Metro Area",2017,282086,5/1/16,2016,2017,1,"Fort Smith, AR-OK Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
37,23020,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2016,267059,5/1/15,2015,2016,1,"Crestview-Fort Walton Beach-Destin, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
156,23020,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2017,271346,5/1/15,2015,2016,1,"Crestview-Fort Walton Beach-Destin, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
38,23060,"Fort Wayne, IN Metro Area",2016,431802,5/1/15,2015,2016,1,"Fort Wayne, IN Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
157,23060,"Fort Wayne, IN Metro Area",2017,434617,5/1/15,2015,2016,1,"Fort Wayne, IN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
482,23540,"Gainesville, FL Metro Area",2015,276881,9/1/14,2014,2015,1,"Gainesville, FL Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
39,23540,"Gainesville, FL Metro Area",2016,281796,9/1/14,2014,2015,1,"Gainesville, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
158,23540,"Gainesville, FL Metro Area",2017,285374,9/1/14,2014,2015,1,"Gainesville, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
40,23580,"Gainesville, GA Metro Area",2016,196637,12/1/15,2015,2016,1,"Gainesville, GA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
159,23580,"Gainesville, GA Metro Area",2017,199335,12/1/15,2015,2016,1,"Gainesville, GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
160,24300,"Grand Junction, CO Metro Area",2017,151616,3/1/16,2016,2017,1,"Grand Junction, CO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
161,24540,"Greeley, CO Metro Area",2017,304633,4/1/16,2016,2017,1,"Greeley, CO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
41,24580,"Green Bay, WI Metro Area",2016,318236,3/1/15,2015,2016,1,"Green Bay, WI Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
162,24580,"Green Bay, WI Metro Area",2017,320050,3/1/15,2015,2016,1,"Green Bay, WI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
483,24660,"Greensboro-High Point, NC Metro Area",2015,752157,7/1/14,2014,2015,1,"Greensboro-High Point, NC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
42,24660,"Greensboro-High Point, NC Metro Area",2016,756139,7/1/14,2014,2015,1,"Greensboro-High Point, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
163,24660,"Greensboro-High Point, NC Metro Area",2017,761184,7/1/14,2014,2015,1,"Greensboro-High Point, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
43,24780,"Greenville, NC Metro Area",2016,177220,9/1/15,2015,2016,1,"Greenville, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
164,24780,"Greenville, NC Metro Area",2017,179042,9/1/15,2015,2016,1,"Greenville, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
484,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2015,874869,7/1/14,2014,2015,1,"Greenville-Anderson-Mauldin, SC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
44,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2016,884975,7/1/14,2014,2015,1,"Greenville-Anderson-Mauldin, SC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
165,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2017,895923,7/1/14,2014,2015,1,"Greenville-Anderson-Mauldin, SC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
166,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",2017,394232,7/1/16,2016,2017,1,"Gulfport-Biloxi-Pascagoula, MS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
45,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2016,263817,10/1/15,2015,2016,1,"Hagerstown-Martinsburg, MD-WV Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
167,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2017,265498,10/1/15,2015,2016,1,"Hagerstown-Martinsburg, MD-WV Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
168,25260,"Hanford-Corcoran, CA Metro Area",2017,150101,10/1/16,2016,2017,1,"Hanford-Corcoran, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
46,25500,"Harrisonburg, VA Metro Area",2016,132822,10/1/15,2015,2016,1,"Harrisonburg, VA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
169,25500,"Harrisonburg, VA Metro Area",2017,134442,10/1/15,2015,2016,1,"Harrisonburg, VA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
