,ID,Year,BUS_FLAG,RAIL_FLAG,CBSA, UPT ,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_VRM_ADJ,Bus_VRH_ADJ,Bus_FARE_TOTAL,Bus_FARE_per_UPT_2018,Bus_AVG_SPEED,Rail_UPT_ADJ,Rail_VRM_ADJ,Rail_VRH_ADJ,Rail_FARE_TOTAL,Rail_FARE_per_UPT_2018,Rail_AVG_SPEED,CLUSTER_APTA,CLUSTER_GT,CLUSTER_APTA_HML
432,"Saginaw-Saginaw Township North, MI Metro Area-Bus",2018,1,0,0," (466,732)",272576.9536,-466731.6644,272576.9536,23191.5488,-119249.25,0.43641286,0,-3617.25,-5308.75,464.75,246.75,2267,2324,4572,-5288.75,0.55,-2.72,2.28,-0.87,-1.35,2.23,5126.75,234.25,1775,882.75,762.5,1472.25,-0.32,628,6139.25,0.08,-2.7,2.63,-2264.84,759.24,-1505.6,-2.46,2.46,-0.64,,-569,-1.69,-0.06,0,1,1,-167160.81,843.98,894.62,3243.6,-2067.86,2693.63,-0.8416,0.389711497,0,0,0,,,0,39,0,53,-466731.6644,272576.9536,23191.5488,-119249.25,0.389711497,-1.69,0,0,0,0,0,0,34,1,3
93,"Chattanooga, TN-GA Metro Area-Bus",2018,1,0,0," (488,977)",231202,-488977,231202,21039,-58489.5,0.144130872,0,15692.25,10735.25,3402.25,-1089,4785.25,5231.25,6570,16230,-5,0.05,4.95,-0.8,-1.45,2.25,19760.5,-1406.75,5915.75,7576.5,9348.5,-1673.5,-1.2,6116.75,13580.25,-1.72,-3.02,4.75,-6238.45,30585.33,24346.88,-2.85,2.85,-0.7,,1379.25,-0.24,-0.06,0,0,4,-175956.66,3384.55,3950.73,5017.38,3320.75,9844.23,-0.9046,0.099281031,36,0,0,0,,0,84,0,96,-488977,231202,21039,-58489.5,0.099281031,-0.24,0,0,0,0,0,0,33,3,3
492,"St. Cloud, MN Metro Area-Bus",2018,1,0,0," (494,904)",76893.435,-494903.715,76893.435,9756.5448,-419874.75,-0.044508406,0,7233.75,4672.75,-680.25,-909.75,5285.75,4667.5,5173.25,7122.75,-4.25,-2.47,6.63,0.28,-1.5,1.23,4643.25,-766.25,1515,650.25,1597.75,1646.5,-1.38,11161,15531.25,-5.82,-3.42,9.25,-1247.1,5324.84,4077.74,-1.26,1.26,-0.64,,-582.25,-0.73,-0.06,0,1,1,-506951.25,3691.91,3027.46,3552.59,7837.6,11478.61,-0.8416,-0.087033617,0,0,0,,,0,88,0,65,-494903.715,76893.435,9756.5448,-419874.75,-0.087033617,-0.73,0,0,0,0,0,0,33,1,3
120,"Corpus Christi, TX Metro Area-Bus",2018,1,0,0," (497,749)",434954,-497749,434954,20106,-49580.5,0.016683384,0,4718.5,707,8510.5,-2746,1139.25,1576,-1618.5,1553,1.3,2.28,-3.52,-1.47,-0.37,1.85,-561,-4957,6854,-638.75,-1583.5,-235.75,-3.06,-163,4147.75,1.68,-5.8,4.13,-538.87,-1161.06,-1699.92,-0.21,0.21,-0.64,,5679,0.64,-0.06,0,0,4,-141911.38,-324.69,215.62,-3423.78,-3286,-82.43,-0.8332,0.000343816,8,0,0,0,,1,52,47,34,-497749,434954,20106,-49580.5,0.000343816,0.64,0,0,0,0,0,0,24,1,2
328,"Muncie, IN Metro Area-Bus",2018,1,0,0," (509,691)",-46535.9373,-509690.567,-46535.9373,-2631.1184,-26724.25,0.021317778,0,-2516.5,-4004,1958,-282,3937,3192,4013.75,-3709.5,-2.85,-1.67,4.55,-1.27,0.45,0.83,1642.5,451.75,-2241.25,1048.5,2331.75,51.75,0.66,2201.25,18091.25,-0.47,-8.65,9.13,-1558.77,3545.51,1986.74,-3.06,3.06,-0.64,,-1132.75,-0.18,-0.06,0,1,3,-38505.01,2746.36,1950.6,2877.11,-158.13,14852.33,-0.8416,0.014867543,0,0,0,,,0,77,0,84,-509690.567,-46535.9373,-2631.1184,-26724.25,0.014867543,-0.18,0,0,0,0,0,0,31,3,3
280,"Little Rock-North Little Rock-Conway, AR Metro Area-Bus",2018,1,0,0," (525,950)",-9293,-525950,-9293,-14485,-288738.5,0.043637581,0,14113.5,1970,6093.25,3844.5,4442.75,3769,4094,14345,-3.45,-0.05,3.55,-0.52,-0.9,1.43,8411,-1234.75,-170.5,5706.5,-759.25,4869,-0.61,6705.75,10994.75,-2.75,-2.92,5.68,-6674.01,19129.4,12455.38,-2.06,2.06,-0.64,,-2419.25,1.21,-0.06,0,0,4,-409248.74,2897.51,2296.48,2390.72,3805.95,7126.73,-0.8332,-0.000328309,0,0,1,0,,0,57,38,52,-525950,-9293,-14485,-288738.5,-0.000328309,1.21,0,0,0,0,0,0,34,3,3
258,"Lafayette, IN Metro Area-Bus",2018,1,0,0," (533,871)",150995,-533871,150995,10076,423413.75,0.147793676,0,8862,-5761.75,9853.75,-686.75,4204.75,4079.75,3445,7050.75,-4.775,-3.05,7.825,-0.05,-1.3,1.35,3683,1539,-5990.25,2631,5085,418.25,1.567969043,7056,10455.5,-5.1,-3.975,9.075,-1780.19,8652.28,6872.08,-1.9,1.9,-0.64,,,0.17,-0.06,0,0,4,262317.23,2952.73,2724.17,2329.78,4289.46,6833.66,-0.8416,0.117091964,0,0,0,,,,0,0,0,-533871,150995,10076,423413.75,0.117091964,0.17,0,0,0,0,0,0,,3,1
482,"South Bend-Mishawaka, IN-MI Metro Area-Bus",2018,1,0,0," (534,942)",83050.17,-534941.79,83050.17,1453.17,-120514.25,0.183120185,0,3555.75,9355.25,-6697.5,-969.25,5453.25,5813.75,5002,2626.5,-2.3,-2.82,5.13,-0.37,-1.7,2.08,-582.25,-3688.5,-1963.75,4439,577.5,53.5,-3.01,7819.75,11588.75,-6.95,-2.32,9.28,-4119.07,12400.97,8281.9,-2.9,2.9,-0.64,,132.25,0.76,-0.06,0,1,3,-198094.31,4015.17,4328.33,3608.02,5023.15,7795.49,-0.8416,0.141917508,0,1,1,0,,1,82,0,91,-534941.79,83050.17,1453.17,-120514.25,0.141917508,0.76,0,0,0,0,0,0,32,3,3
438,"Salt Lake City, UT Metro Area-Bus",2018,1,0,0," (539,885)",2257327.58,-539884.66,2257327.58,174970.385,4742020.25,0.267132955,0,66433.75,23779,19454.75,5636.25,4481,4434.25,6251.75,62334.5,-2.92,-2.3,5.23,-1.22,0.3,0.93,30102.75,-1662.5,-7315.75,5759.5,15882,17439.5,-0.8,11954.5,11589.5,-5.12,-3.72,8.85,-2464.35,62684.97,60220.61,-0.69,0.69,-0.51,,17878.5,-0.16,-0.06,0,0,4,3632058.95,2787.32,2756.41,4360.37,8195.98,6645.32,-0.714,0.212040254,34,0,1,0,,0,80,80,91,-539884.66,2257327.58,174970.385,4742020.25,0.212040254,-0.16,0,0,0,0,0,0,21,2,2
1,"Akron, OH Metro Area-Bus",2018,1,0,0," (553,336)",107099.939,-553336.144,107099.939,5220.3141,-1009638,-0.068489854,0,137.5,-16351.5,5843,2165.75,5272.5,4278.5,6582.25,-2385.25,-1.87,-0.92,2.8,-0.65,-0.97,1.63,9930.5,-1232,-1012.5,3155.25,4284.25,4735.5,-0.7,8953.5,12282,-6.77,2.33,4.45,-4854.19,8558.33,3704.13,-1.4,1.4,-0.64,,-848.5,0.12,-0.06,0,0,4,-1423335.3,3705.06,2718.26,4965.73,5921.22,8212.74,-0.8416,-0.137660499,0,0,0,,,0,75,0,60,-553336.144,107099.939,5220.3141,-1009638,-0.137660499,0.12,0,0,0,0,0,0,24,1,2
268,"Laredo, TX Metro Area-Bus",2018,1,0,0," (563,837)",61620,-563837,61620,-916,-257332.25,0.125133927,0,11189.75,4645.75,-701,1825,4488.75,2933.5,-1860.25,12170,-8.85,0.6,8.08,-1,-0.02,1.03,4354.5,-940.5,-278.25,-578,2948.5,3202.75,-1.72,9879,4288.25,-7.62,4.98,2.65,-1273.93,5463.63,4189.69,-1.29,1.29,-0.64,,-592.25,0.49,-0.06,0,1,1,-457615.25,3399.57,1797.64,-3535.69,7580.28,1034.03,-0.8332,0.062605965,0,0,0,,,0,91,0,54,-563837,61620,-916,-257332.25,0.062605965,0.49,0,0,0,0,0,0,31,2,3
460,"Santa Cruz-Watsonville, CA Metro Area-Bus",2018,1,0,0," (564,560)",-422270,-564560,-422270,-14905,89701.75,0.192211864,0,5142.75,2718.75,-5765.25,489.25,4627,2942.75,-4109.25,4256.75,-5.45,-1.95,7.3,-1.02,-1.95,2.98,310.25,571,-309,-5824.5,2522.5,3350.25,0.57,19024.5,25569.5,-7.1,-5.95,13.05,-5576.06,8124.59,2548.53,-3.99,3.99,-0.31,,2934,-0.96,-0.06,0,0,4,-431491.91,3007,1369.07,-6427.77,15102.42,19972.94,-0.5326,0.099025151,0,1,0,,,0,97,47,99,-564560,-422270,-14905,89701.75,0.099025151,-0.96,0,0,0,0,0,0,21,2,2
11,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2018,1,0,0," (594,932)",242452.316,-594932.279,242452.316,7278.3473,-324262.25,0.059533846,0,15219.75,13646,-5809.75,604.25,3025.5,1905.5,7318.75,15819.75,0.13,-0.82,0.7,-0.62,-0.07,0.7,8881.75,208.75,-8467.5,10201.75,3806.5,3132.25,-0.15,4903.25,8908,-1.65,-2.42,4.08,-6511.03,14539.95,8028.92,-1.61,1.61,-0.62,,1068.5,0.69,-0.06,0,1,3,-599769.11,1327.56,141.2,5545.15,1284.05,4277.02,-0.8324,0.001767777,0,0,0,0,,1,97,46,45,-594932.279,242452.316,7278.3473,-324262.25,0.001767777,0.69,0,0,0,0,0,0,22,1,2
516,"Toledo, OH Metro Area-Bus",2018,1,0,0," (599,378)",284606.616,-599378.388,284606.616,34323.9796,755549,0.706630622,0,-5136.5,-19252.75,7267.75,834.5,2631,2525.25,2432.75,-6613.5,-4.02,-1.1,5.13,-0.57,-1.1,1.68,1664.5,1896.5,-9739.5,3636.5,974.75,4896.25,0.71,6393.5,6588.75,-6.7,2.63,4.08,-4061.44,5687.58,1626.14,-1.29,1.29,-0.64,,872.75,-0.34,-0.06,0,0,4,550469.18,1182.42,1080.27,981.77,3657.32,2713.29,-0.8416,0.631521481,17,0,0,0,,1,91,0,53,-599378.388,284606.616,34323.9796,755549,0.631521481,-0.34,0,0,0,0,0,0,32,1,3
201,"Harrisburg-Carlisle, PA Metro Area-Bus",2018,1,0,0," (599,919)",47409.497,-599918.799,47409.497,-8831.9298,-714707,0.076184243,0,14713.25,2705.5,3838.75,3245.75,2723,2346.25,7410.5,14482.75,-1.62,-2.82,4.23,0.05,-1.6,1.55,1049,-4634.75,-7424.5,6101,4899.5,2107.75,-2.08,10853.75,10255.25,-6.95,0.13,6.83,-3380.31,9402.02,6021.72,-1.24,1.24,-0.62,,1403.75,1.61,-0.06,0,1,3,-914457.44,890.24,501.61,5527.88,7389.23,5764.13,-0.8324,-0.00866306,11,0,0,0,,1,89,0,52,-599918.799,47409.497,-8831.9298,-714707,-0.00866306,1.61,0,0,0,0,0,0,24,3,2
296,"Lynchburg, VA Metro Area-Bus",2018,1,0,0," (610,854)",89192,-610854,89192,562,2942078.25,1.474942365,0,1923.5,3120.25,1884.5,-1041.5,4215,6184.75,-500.75,1503.75,-6.05,0.78,5.28,-1.67,0.13,1.55,-147,-1515.25,3957.75,-1353,-3452.75,2216.25,-1.54,8853.5,5892,-6.2,4.4,1.8,-2603.31,2680.03,76.73,-2.1,2.1,-0.7,,160,0.98,-0.06,0,1,3,2879306.55,2847.42,4860.31,-1986.41,5999.48,2238.96,-0.9046,1.452218854,0,0,0,,,0,82,0,64,-610854,89192,562,2942078.25,1.452218854,0.98,0,0,0,0,0,0,33,3,3
262,"Lakeland-Winter Haven, FL Metro Area-Bus",2018,1,0,0," (612,535)",-226629.848,-612535.418,-226629.848,-13894.2846,515647.75,1.013638837,0,71109.75,24309.5,22055.25,14640,2714.5,4134.25,1263,70908.5,-2.6,-2.47,5.1,-0.8,-0.15,0.95,19570.5,-409.25,1824,3475.75,8283.25,6396.75,-0.72,7858.5,12538.5,-6.75,0.5,6.25,-8090.9,29348.35,21257.45,-3.2,3.2,-0.7,,806.25,-0.05,-0.06,0,1,2,404630.95,1338.04,2801.11,-247.38,5291.7,9203.04,-0.9046,0.950469792,0,0,0,,,0,66,0,70,-612535.418,-226629.848,-13894.2846,515647.75,0.950469792,-0.05,0,0,0,0,0,0,34,3,3
370,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area-Bus",2018,1,0,0," (613,608)",-407257.592,-613607.8295,-407257.592,-30843.668,37164.5,9.118919524,0,11629.75,5999,7146.25,-2511.5,4205.25,3062,5076.75,11583.75,0.83,-2.2,1.5,-0.6,-0.17,0.78,5992.5,928.25,-1146.5,437.75,4202,1571,0.72,9861,8481.25,-7.05,2,5.05,-2203.33,5322.99,3119.67,-2.65,2.65,-0.7,,,-1.21,-0.06,0,1,1,3080.96,2785.47,1864.28,3521.55,7182.72,4697.71,-0.9046,9.068377876,0,0,0,,,0,72,0,59,-613607.8295,-407257.592,-30843.668,37164.5,9.068377876,-1.21,0,0,0,0,0,0,34,3,3
466,"Savannah, GA Metro Area-Bus",2018,1,0,0," (626,599)",-154689,-626599,-154689,-3124,1242835.5,0.564338995,0,18680.5,-5195,22803.25,1624.75,1578.75,1261.25,4661.25,22443.75,-1.17,0.3,0.88,-0.55,-0.9,1.45,6896.75,479.5,-7699,5037.75,8282.75,795.75,0.01,6143.5,10541.75,-4.85,1.8,3.05,-5446.62,18659.18,13212.56,-3.42,3.42,-0.7,,-1856.5,-0.65,-0.06,0,1,3,1075367.88,-5.73,-104.59,2785.71,3034.96,6431.93,-0.9046,0.518740963,0,0,0,0,,0,88,0,80,-626599,-154689,-3124,1242835.5,0.518740963,-0.65,0,0,0,0,0,0,33,3,3
358,"Omaha-Council Bluffs, NE-IA Metro Area-Bus",2018,1,0,0," (634,388)",161284,-634388,161284,6855,-179777.75,0.14682537,0,39194.25,10330,12915,-526.25,6026.25,6727.5,4604.5,36720.5,-2.72,-0.22,3.05,-0.42,-1.37,1.8,18395,-740.25,-1320,11151.75,3252.5,6051,-0.53,10926.75,13836.5,-6.42,0.33,6.1,-3152.76,13542.28,10389.53,-0.72,0.72,-0.64,,532.5,0.23,-0.06,0,0,4,-439967.45,4204.11,4905.36,2690.98,7475.13,9411.26,-0.8416,0.08247946,69,0,0,0,,0,69,0,83,-634388,161284,6855,-179777.75,0.08247946,0.23,0,0,0,0,0,0,32,2,3
476,"Shreveport-Bossier City, LA Metro Area-Bus",2018,1,0,0," (639,565)",41626,-639565,41626,4838,-665408.5,-0.071291396,0,-5319.75,1066.75,-3368,-1668.5,-2678.75,-2220.25,-3871.75,-5899.5,3.08,4.45,-7.35,-0.27,-1.75,2.03,6164.25,-956.5,1614.75,4085.75,-245.5,1665.75,-0.87,-5605.25,-2946.5,4.63,-2.37,-2.25,-3653.53,-3406.6,-7060.15,-1.81,1.81,-0.64,,-1186.5,-0.22,-0.06,0,1,0,-809485.66,-4140.41,-3538.15,-5672.59,-8134.67,-6514.7,-0.8332,-0.116835954,0,0,0,,,0,33,0,32,-639565,41626,4838,-665408.5,-0.116835954,-0.22,0,0,0,0,0,0,33,3,3
167,"Evansville, IN-KY Metro Area-Bus",2018,1,0,0," (658,608)",-152694,-658608,-152694,40,-203083.75,0.191135848,0,361.5,-6220.5,3370.75,691.75,4008.25,3285.25,8012.25,-1331.75,-1.05,-4.5,5.53,-0.6,-0.6,1.2,7855.75,-1930.75,271.75,2287.25,5114.5,2113,-1.85,7147,11804.25,-3.35,-4.02,7.38,-3553.33,10606.35,7053.03,-2.07,2.07,-0.64,,235.75,-1.69,-0.06,0,1,1,-292174.03,2471.77,1791.49,6424.17,4354.18,8030.91,-0.8416,0.148076077,0,0,0,0,,1,65,0,59,-658608,-152694,40,-203083.75,0.148076077,-1.69,0,0,0,0,0,0,34,3,3
17,"Anchorage, AK Metro Area-Bus",2018,1,0,0," (669,178)",277787,-669178,277787,16135,-1581735.25,-0.264291179,0,1436,11140.5,-13191.75,-1044,883,3774.5,1272.75,610.25,2.53,-2.12,-0.57,-0.45,-2.05,2.5,2301.75,2932.5,-1893.75,1698,-175.25,-259.75,2.05,-1818.75,14.5,0.18,-0.37,0.2,507.27,-3349.49,-2842.22,0.33,-0.33,-0.31,,-1042,0.46,-0.06,0,1,1,-1836344.41,-1130.3,2412.98,-1171.89,-6359.67,-5664.92,-0.5326,-0.329631235,0,0,0,,,0,66,52,82,-669178,277787,16135,-1581735.25,-0.329631235,0.46,0,0,0,0,0,0,24,2,2
163,"Erie, PA Metro Area-Bus",2018,1,0,0," (693,945)",193880,-693945,193880,-10283,193839,0.316592601,0,-5611,-1707,657.75,-1546.25,1642.5,983.5,2038,-6500,-0.62,-2.07,2.68,-0.45,-1.75,2.2,-1240.5,349,-4504.75,-313.75,2907.75,321.25,0.47,6686,8286.75,-2.5,-1.7,4.2,-2178.85,-3635.69,-5814.53,-1.41,1.41,-0.62,,-1841.75,2.01,-0.06,0,1,3,26298.9,235.5,-467.24,562,3952.4,4542.51,-0.8324,0.264429308,0,0,0,,,0,92,0,54,-693945,193880,-10283,193839,0.264429308,2.01,0,0,0,0,0,0,31,1,3
414,"Richmond, VA Metro Area-Bus",2018,1,0,0," (696,909)",283396,-696909,283396,-9953,-2403134,-0.20535273,0,58208.5,36922.5,24442.5,-4962.5,4344.25,4421,6190,61035,-2.1,0.2,1.88,-0.52,-1.05,1.58,4505,-2219.5,-5251.25,31,575.5,11369.25,-0.53,10779,12373,-4.02,-2.75,6.78,-14836.03,44528.38,29692.34,-2.32,2.32,-0.7,,6511.25,1.04,-0.06,0,0,4,-2990935.7,2514.01,2747.3,4084.96,7122.84,7514.92,-0.9046,-0.274688485,17,0,0,,,0,93,0,79,-696909,283396,-9953,-2403134,-0.274688485,1.04,0,0,0,0,0,0,24,3,2
356,"Olympia, WA Metro Area-Bus",2018,1,0,0," (706,894)",9935,-706894,9935,850,-612185.25,-0.038058456,0,20183,1180.25,13915.25,-254,5622.75,6674,3355.75,21287.25,-1.7,-2.67,4.2,-0.22,-2.27,2.5,13591,-1464.25,2724.5,6613,6676.75,-959,-1.9,15554,17450,-7.27,2.1,5.18,-1508.39,14322.57,12814.18,-1.71,1.71,-0.31,,2139.75,-0.01,-0.06,0,1,2,-790122.57,3681.15,4971.5,1120.09,11857.46,12918.62,-0.5326,-0.077862578,0,0,0,,,0,84,55,86,-706894,9935,850,-612185.25,-0.077862578,-0.01,0,0,0,0,0,0,23,3,2
203,"Harrisonburg, VA Metro Area-Bus",2018,1,0,0," (707,603)",8555,-707603,8555,4737,7699.5,0.203454828,0,5430.75,-251.5,2970.5,-768.25,1005,-1303.5,1443.75,5689.25,-9.45,4.78,4.75,1.08,-1.37,0.3,755.25,512.25,101.75,1285.75,-959.25,-185.25,0.98,7016.25,9202.5,-10.6,8.85,1.75,-1381.94,2736.12,1354.17,-2.2,2.2,-0.7,,1198,-0.64,-0.06,0,1,3,-92069.28,-372,-2780.52,110.25,3948.09,5399.34,-0.9046,0.167902555,0,0,2,,,0,90,0,63,-707603,8555,4737,7699.5,0.167902555,-0.64,0,0,0,0,0,0,31,3,3
183,"Fresno, CA Metro Area-Bus",2018,1,0,0," (710,774)",695469,-710774,695469,63761,-1364041,-0.077404309,0,31549.5,33539,7843.5,-1822.75,4697.75,5150.25,6027,30045,-9.9,0.43,9.53,-0.55,-0.55,1.1,9530,-6105.5,769.25,1788.5,6305,6772.75,-2.27,11132.25,14962.75,-8.62,2.93,5.7,-17560.92,31376.24,13815.33,-4.23,4.23,-0.31,,1425.25,-0.15,-0.06,0,0,4,-1893323.68,3462.59,3852.51,4453.62,8526.87,11210.59,-0.5326,-0.125940485,0,0,0,,,0,88,54,88,-710774,695469,63761,-1364041,-0.125940485,-0.15,0,0,0,0,0,0,22,1,2
374,"Peoria, IL Metro Area-Bus",2018,1,0,0," (744,106)",68957,-744106,68957,1242,-67588.5,0.10294499,0,-7924,-14419.25,1538.75,781,2403.5,3835.25,-1264,-6490.75,-1.15,-0.82,1.9,-0.4,-1.77,2.18,-4911.5,-760,-4259.5,-1077.25,564.25,621,-0.27,1724.25,11716,-1.9,-4.32,6.23,-4778.67,-4514.97,-9293.64,-2.3,2.3,-0.64,,258.75,0.43,-0.06,0,1,3,-162526.14,657.14,2119.43,-3002.38,-1646.91,7351.24,-0.8416,0.0752336,6,0,0,0,,1,81,0,52,-744106,68957,1242,-67588.5,0.0752336,0.43,0,0,0,0,0,0,33,3,3
177,"Flint, MI Metro Area-Bus",2018,1,0,0," (746,382)",853847.422,-746381.846,853847.422,29758.1037,223820,0.231467207,0,-6991,-5948.75,-6806.5,514,3523,3242.25,4410.25,-7623.5,-4.72,-0.85,5.75,-0.97,-0.8,1.78,-1545.25,31,-4886,356.25,3541.25,-587.75,0.1,6355.75,9106.25,-5.5,0.23,5.28,-5075.53,4065.15,-1010.38,-2.74,2.74,-0.64,,-2174.25,1.72,-0.06,0,0,4,-77163.7,2174.2,1890.51,3037.93,3854.83,5702.75,-0.8416,0.170892478,0,0,0,0,,1,88,0,60,-746381.846,853847.422,29758.1037,223820,0.170892478,1.72,0,0,0,0,0,0,33,1,3
546,"Winston-Salem, NC Metro Area-Bus",2018,1,0,0," (764,583)",514614.522,-764582.905,514614.522,29671.5705,-519922.75,-0.019796725,0,17645.75,9592,7190.5,54,4559.25,2575.25,7803.75,17059.25,-2.72,-1.27,4.23,-0.77,-0.45,1.23,9138,-2913,4093.25,1030.5,5871.75,1055.5,-1.34,7238.5,12891.25,-5.1,-0.1,5.2,-4825.28,15248.75,10423.47,-2.21,2.21,-0.7,,987.75,1.16,-0.06,0,0,4,-628567.33,3101.49,1133.15,6208.83,4618.6,9347.95,-0.9046,-0.05728244,12,0,0,0,,1,65,0,42,-764582.905,514614.522,29671.5705,-519922.75,-0.05728244,1.16,0,0,0,0,0,0,33,3,3
248,"Kennewick-Pasco-Richland, WA Metro Area-Bus",2018,1,0,0," (784,859)",414579.342,-784858.947,414579.342,32013.3204,155077.5,0.280070295,0,22021,24114,-4747,-422.25,3696.5,-328,6643,20591.75,-3.85,-5.6,9.45,-0.62,-0.92,1.55,7667.25,-33.75,-2565.5,1020.25,5774,3472.25,-0.41,7459,11315,-4.45,-3.35,7.8,-2385.75,13937.91,11552.16,-2.35,2.35,-0.31,,1887.25,-0.65,-0.06,0,1,2,67377.66,2054.78,-1970.62,4775.32,3977.8,6874.16,-0.5326,0.248759695,0,0,0,,,0,74,0,51,-784858.947,414579.342,32013.3204,155077.5,0.248759695,-0.65,0,0,0,0,0,0,24,3,2
165,"Eugene-Springfield, OR Metro Area-Bus",2018,1,0,0," (796,397)",490317,-796397,490317,45114,601998,0.108819199,0,21988.75,10392,9988,1318,3574.5,4203,3608,22836.75,-3.35,-2.95,6.3,-0.52,-1.35,1.88,9192.75,-1011,6805.25,-3483,3613.5,3268,-1.17,8049.5,12804.25,-3.7,-1.95,5.65,-3742.49,18877.16,15134.67,-2.6,2.6,-0.31,,4413.75,-0.32,-0.06,0,1,0,175498.14,2251.08,2917.32,2276.66,5356.88,9221.23,-0.5326,0.070188631,39,0,0,0,,1,92,63,99,-796397,490317,45114,601998,0.070188631,-0.32,0,0,0,0,0,0,23,1,2
498,"State College, PA Metro Area-Bus",2018,1,0,0," (799,705)",61675,-799705,61675,7387,554403.25,0.192525686,0,5036,2617.75,2794,-331.5,2454,3971,-4215.5,2427,0.23,1,-1.27,-0.8,-1.12,1.93,2283.75,-1368.25,3778.75,1663.5,-750.25,-1040,-2.73,2232,7554,-1.87,1.25,0.63,-754.59,1128.36,373.77,-1,1,-0.62,,-420.25,-0.19,-0.06,0,1,3,171282.85,1060.92,2571.2,-5667.5,-850.02,3595.8,-0.8324,0.140104098,0,0,0,0,,1,94,59,85,-799705,61675,7387,554403.25,0.140104098,-0.19,0,0,0,0,0,0,31,1,3
464,"Santa Rosa-Petaluma, CA Metro Area-Bus",2018,1,0,0," (804,345)",181028,-804345,181028,14346,-1144663,-0.08845483,0,5016.25,11014,-7285.5,-569.25,7755.75,7245,5592,5589.5,-2.57,-3.45,6.03,-1.22,-1.8,3.03,-1841.75,-649.5,-2511.25,-2386,682.75,3022.25,-0.29,19311.75,17770.5,-4.5,-5.97,10.48,-7183.15,15612.42,8429.28,-2.89,2.89,-0.31,,5345.75,-0.1,-0.06,0,0,4,-1396930,5912.43,5395.32,3366.66,15245.49,12281.64,-0.5326,-0.153595142,0,0,0,,,0,99,49,78,-804345,181028,14346,-1144663,-0.153595142,-0.1,0,0,0,0,0,0,31,2,3
110,"College Station-Bryan, TX Metro Area-Bus",2018,1,0,0," (822,472)",-770176,-822472,-770176,-26410,-4558657.75,-3.818028998,0,23157.75,20742.5,-610.25,518.25,4343,1093.5,9992.25,21272,-1.1,2.33,-1.02,1.53,-1.25,-0.27,2992.25,-918.5,4063.75,-4539.75,3695.5,691.25,-1.17,4833.5,1085.5,-1.87,0.35,1.53,-919.73,14706.87,13787.15,-1.12,1.12,-0.64,,4043.5,-4.14,-0.06,0,0,4,-4829048.89,3099.86,-96.96,8513.55,2306.54,-2584.22,-0.8332,-4.03928241,0,0,0,0,,0,58,0,85,-822472,-770176,-26410,-4558657.75,-4.03928241,-4.14,0,0,0,0,0,0,32,2,3
233,"Jacksonville, FL Metro Area-Bus",2018,1,0,0," (866,848)",639479,-866848,639479,45404,-1079123,-0.020534157,0,113111.75,40897.25,33913.25,8534.75,3567.25,4615.5,3000.75,114795,-1.95,-1.47,3.6,-0.52,-0.82,1.35,41642,-2834.5,10409.75,14329,14173.5,5564.25,-1.01,9898.5,11926.5,-5.97,1.1,4.88,-18602.82,81085.28,62482.47,-2.89,2.89,-0.7,,3919.5,0,-0.06,0,0,4,-1749902.72,1946.89,3237.18,1115.97,6831.48,7723.98,-0.9046,-0.080582165,0,0,0,0,,1,88,0,52,-866848,639479,45404,-1079123,-0.080582165,0,0,0,0,0,0,0,24,3,2
