ID,Year,UPT_ADJ_log
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2006,15.424511740045556
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2007,15.364095270860043
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2008,15.190435145478617
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2009,15.452497103895084
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2010,15.382665377952549
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2011,15.477112903124716
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2012,15.328144731990475
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2013,15.381206967215432
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2014,15.377721724802969
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2015,15.3514447116402
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2016,15.324356016114516
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2017,15.281047691202243
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2018,15.244486740493716
"Altoona, PA Metro Area-Bus",2002,13.116178289120304
"Altoona, PA Metro Area-Bus",2003,13.448047632440936
"Altoona, PA Metro Area-Bus",2004,13.40288487401525
"Altoona, PA Metro Area-Bus",2005,13.405181640689909
"Altoona, PA Metro Area-Bus",2006,13.451711727868734
"Altoona, PA Metro Area-Bus",2007,13.317430035906622
"Altoona, PA Metro Area-Bus",2008,13.282447846005391
"Altoona, PA Metro Area-Bus",2009,13.293873365919943
"Altoona, PA Metro Area-Bus",2010,13.476834093817503
"Altoona, PA Metro Area-Bus",2011,13.44316634690024
"Altoona, PA Metro Area-Bus",2012,13.441478707799607
"Altoona, PA Metro Area-Bus",2013,13.399808732998384
"Altoona, PA Metro Area-Bus",2014,13.320348287553719
"Altoona, PA Metro Area-Bus",2015,13.270060707662914
"Altoona, PA Metro Area-Bus",2016,13.264940483918654
"Altoona, PA Metro Area-Bus",2017,13.210648942271689
"Altoona, PA Metro Area-Bus",2018,13.207621384806174
"Ames, IA Metro Area-Bus",2003,15.390973775151215
"Ames, IA Metro Area-Bus",2004,15.322906388643274
"Ames, IA Metro Area-Bus",2005,15.241942044895376
"Ames, IA Metro Area-Bus",2006,15.257912727203367
"Ames, IA Metro Area-Bus",2007,15.309992896826031
"Ames, IA Metro Area-Bus",2008,15.36791905609645
"Ames, IA Metro Area-Bus",2009,15.475020375453559
"Ames, IA Metro Area-Bus",2010,15.491258768386938
"Ames, IA Metro Area-Bus",2011,15.534768050634469
"Ames, IA Metro Area-Bus",2012,15.567327431130934
"Ames, IA Metro Area-Bus",2013,15.646365158101515
"Ames, IA Metro Area-Bus",2014,15.726861860062339
"Ames, IA Metro Area-Bus",2015,15.715738940024144
"Ames, IA Metro Area-Bus",2016,15.716467707110045
"Ames, IA Metro Area-Bus",2017,15.696630556206877
"Ames, IA Metro Area-Bus",2018,15.676698997596546
"Anchorage, AK Metro Area-Bus",2002,14.950287934575845
"Anchorage, AK Metro Area-Bus",2003,15.021317279635337
"Anchorage, AK Metro Area-Bus",2004,15.078523670921502
"Anchorage, AK Metro Area-Bus",2005,15.1955541738171
"Anchorage, AK Metro Area-Bus",2006,15.18411715887923
"Anchorage, AK Metro Area-Bus",2007,15.198987453753656
"Anchorage, AK Metro Area-Bus",2008,15.255512733670331
"Anchorage, AK Metro Area-Bus",2009,15.242355516779632
"Anchorage, AK Metro Area-Bus",2010,15.23755302316542
"Anchorage, AK Metro Area-Bus",2011,15.238257863188325
"Anchorage, AK Metro Area-Bus",2012,15.223700941933384
"Anchorage, AK Metro Area-Bus",2013,15.198519026447112
"Anchorage, AK Metro Area-Bus",2014,15.175635209873507
"Anchorage, AK Metro Area-Bus",2015,15.110155256404763
"Anchorage, AK Metro Area-Bus",2016,15.053960728153077
"Anchorage, AK Metro Area-Bus",2018,14.987218711540223
"Ann Arbor, MI Metro Area-Bus",2002,15.834594274273401
"Ann Arbor, MI Metro Area-Bus",2003,15.844836971735264
"Ann Arbor, MI Metro Area-Bus",2004,15.940077020603857
"Ann Arbor, MI Metro Area-Bus",2005,16.036532257302728
"Ann Arbor, MI Metro Area-Bus",2006,16.103493397394438
"Ann Arbor, MI Metro Area-Bus",2007,16.12135240098618
"Ann Arbor, MI Metro Area-Bus",2008,16.173536910332047
"Ann Arbor, MI Metro Area-Bus",2009,16.18419609072816
"Ann Arbor, MI Metro Area-Bus",2010,16.184232651658938
"Ann Arbor, MI Metro Area-Bus",2011,16.25620009174069
"Ann Arbor, MI Metro Area-Bus",2012,16.319777653967474
"Ann Arbor, MI Metro Area-Bus",2013,16.31727357014781
"Ann Arbor, MI Metro Area-Bus",2014,16.31634070164867
"Ann Arbor, MI Metro Area-Bus",2015,16.284520132847863
"Ann Arbor, MI Metro Area-Bus",2016,16.298390314992286
"Ann Arbor, MI Metro Area-Bus",2017,16.352120995417597
"Ann Arbor, MI Metro Area-Bus",2018,16.356306120051215
"Appleton, WI Metro Area-Bus",2002,13.517693155070623
"Appleton, WI Metro Area-Bus",2003,13.423916283800766
"Appleton, WI Metro Area-Bus",2004,13.481233741244216
"Appleton, WI Metro Area-Bus",2005,13.477213898575487
"Appleton, WI Metro Area-Bus",2006,13.481969193976747
"Appleton, WI Metro Area-Bus",2007,13.513059980962828
"Appleton, WI Metro Area-Bus",2008,13.53181503399149
"Appleton, WI Metro Area-Bus",2009,13.438715658969091
"Appleton, WI Metro Area-Bus",2010,13.474534314635825
"Appleton, WI Metro Area-Bus",2011,13.58196183259641
"Appleton, WI Metro Area-Bus",2012,13.595675723803376
"Appleton, WI Metro Area-Bus",2013,13.59141130010802
"Appleton, WI Metro Area-Bus",2014,13.581333167366084
"Appleton, WI Metro Area-Bus",2015,13.561655038358055
"Appleton, WI Metro Area-Bus",2016,13.508185205087926
"Appleton, WI Metro Area-Bus",2017,13.462105598365863
"Appleton, WI Metro Area-Bus",2018,13.475356498142727
"Asheville, NC Metro Area-Bus",2002,13.826134730052265
"Asheville, NC Metro Area-Bus",2003,13.843806798461523
"Asheville, NC Metro Area-Bus",2004,13.874952670068078
"Asheville, NC Metro Area-Bus",2005,13.91424602295746
"Asheville, NC Metro Area-Bus",2006,14.124001394034348
"Asheville, NC Metro Area-Bus",2007,14.164436395582507
"Asheville, NC Metro Area-Bus",2008,14.291971219386099
"Asheville, NC Metro Area-Bus",2009,14.282436902221644
"Asheville, NC Metro Area-Bus",2010,14.21071540852362
"Asheville, NC Metro Area-Bus",2011,14.205428477101465
"Asheville, NC Metro Area-Bus",2012,14.198217357891831
"Asheville, NC Metro Area-Bus",2013,14.17235111548832
"Asheville, NC Metro Area-Bus",2014,14.181514902989479
"Asheville, NC Metro Area-Bus",2015,14.404821421795926
"Asheville, NC Metro Area-Bus",2016,14.579046743096995
"Asheville, NC Metro Area-Bus",2017,14.52948876526774
"Asheville, NC Metro Area-Bus",2018,14.482958497290696
"Athens-Clarke County, GA Metro Area-Bus",2009,16.226473606960635
"Athens-Clarke County, GA Metro Area-Bus",2010,16.22380372121205
"Athens-Clarke County, GA Metro Area-Bus",2011,16.265323620021764
"Athens-Clarke County, GA Metro Area-Bus",2012,16.375594675470246
"Athens-Clarke County, GA Metro Area-Bus",2013,16.362115503954417
"Athens-Clarke County, GA Metro Area-Bus",2014,16.351295827674253
"Athens-Clarke County, GA Metro Area-Bus",2015,16.30818111216242
"Athens-Clarke County, GA Metro Area-Bus",2016,15.81047553235364
"Athens-Clarke County, GA Metro Area-Bus",2017,15.797444351529363
"Athens-Clarke County, GA Metro Area-Bus",2018,15.796807079850158
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2002,18.09168081336584
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2003,18.042370348148758
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2004,18.021910749966235
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2005,18.06168416725153
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2006,18.05309742096596
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2007,17.98513908931071
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2008,18.088809716374666
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2009,18.0685460211649
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2010,17.999304660702062
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2011,17.938061445297926
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2012,17.906160039777536
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2013,17.910304072725435
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2014,17.937641655154998
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2015,17.938585205674244
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2016,17.878669960774346
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2017,17.842089355674176
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2018,17.709362155669883
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2002,18.166293142193222
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2003,18.03958534840553
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2004,18.061958441891285
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2005,18.054766878308957
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2006,18.115400050469233
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2007,18.211745721710844
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2008,18.265796480435043
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2009,18.18223213232017
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2010,18.15400660702284
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2011,18.118352912982754
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2012,18.066804009229163
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2013,18.058243563024956
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2014,18.08097435362959
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2015,18.10033563695962
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2016,18.045927920530172
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2017,18.028257779095874
"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2018,17.990275120368448
"Augusta-Richmond County, GA-SC Metro Area-Bus",2006,13.751869767079622
"Augusta-Richmond County, GA-SC Metro Area-Bus",2007,13.666969945573236
"Augusta-Richmond County, GA-SC Metro Area-Bus",2008,13.70253333088859
"Augusta-Richmond County, GA-SC Metro Area-Bus",2009,13.375061070755049
"Augusta-Richmond County, GA-SC Metro Area-Bus",2010,13.333050468144007
"Augusta-Richmond County, GA-SC Metro Area-Bus",2011,13.491837856682155
"Augusta-Richmond County, GA-SC Metro Area-Bus",2012,13.484791539797934
"Augusta-Richmond County, GA-SC Metro Area-Bus",2013,13.521609185698576
"Augusta-Richmond County, GA-SC Metro Area-Bus",2014,13.582730726477818
"Augusta-Richmond County, GA-SC Metro Area-Bus",2015,13.576169024806285
"Augusta-Richmond County, GA-SC Metro Area-Bus",2016,13.550385485972443
"Augusta-Richmond County, GA-SC Metro Area-Bus",2017,13.453314687432824
"Augusta-Richmond County, GA-SC Metro Area-Bus",2018,13.399387353596087
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2003,17.371035346693652
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2004,17.3580165403811
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2005,17.326704860527304
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2006,17.34302130317597
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2007,17.358781006396462
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2008,17.428977246744285
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2009,17.318155700433053
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2010,17.305392033511456
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2011,17.30223325185748
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2012,17.37712659175165
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2013,17.346790813773676
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2014,17.289649989499704
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2015,17.290229770985576
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2016,17.149101820439594
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2017,17.135098382863493
"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2018,17.135957973571305
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2011,13.059059294034846
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2012,13.30760566470926
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2013,13.610982655255878
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2014,13.564346832612825
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2015,13.638475005599556
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2016,13.605490515466443
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2017,13.62378572865345
"Austin-Round Rock-San Marcos, TX Metro Area-Rail",2018,13.602156433469764
"Bakersfield-Delano, CA Metro Area-Bus",2004,15.753219598242199
"Bakersfield-Delano, CA Metro Area-Bus",2005,15.726140323418518
"Bakersfield-Delano, CA Metro Area-Bus",2006,15.64474338126921
"Bakersfield-Delano, CA Metro Area-Bus",2007,15.701962288851826
"Bakersfield-Delano, CA Metro Area-Bus",2008,15.822690498820362
"Bakersfield-Delano, CA Metro Area-Bus",2009,15.819402377129176
"Bakersfield-Delano, CA Metro Area-Bus",2010,15.758163837745306
"Bakersfield-Delano, CA Metro Area-Bus",2011,15.763747284153128
"Bakersfield-Delano, CA Metro Area-Bus",2012,15.737381787867953
"Bakersfield-Delano, CA Metro Area-Bus",2013,15.599965917006854
"Bakersfield-Delano, CA Metro Area-Bus",2014,15.537840274572426
"Bakersfield-Delano, CA Metro Area-Bus",2015,15.555031373813044
"Bakersfield-Delano, CA Metro Area-Bus",2016,15.482130561735787
"Bakersfield-Delano, CA Metro Area-Bus",2017,15.564487605345105
"Bakersfield-Delano, CA Metro Area-Bus",2018,15.66132298520299
"Baltimore-Towson, MD Metro Area-Bus",2002,18.21110928754813
"Baltimore-Towson, MD Metro Area-Bus",2003,18.25251289211711
"Baltimore-Towson, MD Metro Area-Bus",2004,18.225969650840884
"Baltimore-Towson, MD Metro Area-Bus",2005,18.251139437060292
"Baltimore-Towson, MD Metro Area-Bus",2006,18.135108321024326
"Baltimore-Towson, MD Metro Area-Bus",2007,18.1746129225987
"Baltimore-Towson, MD Metro Area-Bus",2008,18.220809854160372
"Baltimore-Towson, MD Metro Area-Bus",2009,18.26164092309608
"Baltimore-Towson, MD Metro Area-Bus",2010,18.276653299765353
"Baltimore-Towson, MD Metro Area-Bus",2011,18.218189795122665
"Baltimore-Towson, MD Metro Area-Bus",2012,18.078520514044637
"Baltimore-Towson, MD Metro Area-Bus",2013,18.126456543169382
"Baltimore-Towson, MD Metro Area-Bus",2014,18.193265079267988
"Baltimore-Towson, MD Metro Area-Bus",2015,18.183594109816553
"Baltimore-Towson, MD Metro Area-Bus",2016,18.126712875748083
"Baltimore-Towson, MD Metro Area-Bus",2017,18.03889519649508
"Baltimore-Towson, MD Metro Area-Bus",2018,18.00789223669864
"Baltimore-Towson, MD Metro Area-Rail",2002,17.07323858424749
"Baltimore-Towson, MD Metro Area-Rail",2003,17.16089253624995
"Baltimore-Towson, MD Metro Area-Rail",2004,17.085558406407017
"Baltimore-Towson, MD Metro Area-Rail",2005,17.02027498170171
"Baltimore-Towson, MD Metro Area-Rail",2006,16.99764171304823
"Baltimore-Towson, MD Metro Area-Rail",2007,17.14330115686401
"Baltimore-Towson, MD Metro Area-Rail",2008,17.189382940803924
"Baltimore-Towson, MD Metro Area-Rail",2009,17.200025308815395
"Baltimore-Towson, MD Metro Area-Rail",2010,17.199886537140234
"Baltimore-Towson, MD Metro Area-Rail",2011,17.249747927929622
"Baltimore-Towson, MD Metro Area-Rail",2012,17.286007893692034
"Baltimore-Towson, MD Metro Area-Rail",2013,17.278809602159395
"Baltimore-Towson, MD Metro Area-Rail",2014,17.254059193287702
"Baltimore-Towson, MD Metro Area-Rail",2015,17.156856982495942
"Baltimore-Towson, MD Metro Area-Rail",2016,17.11989240474348
"Baltimore-Towson, MD Metro Area-Rail",2017,17.07134052348066
"Baltimore-Towson, MD Metro Area-Rail",2018,16.969814133979465
"Baton Rouge, LA Metro Area-Bus",2004,15.317843322643508
"Baton Rouge, LA Metro Area-Bus",2005,15.24850074880831
"Baton Rouge, LA Metro Area-Bus",2006,15.051430475294294
"Baton Rouge, LA Metro Area-Bus",2007,15.107204912047454
"Baton Rouge, LA Metro Area-Bus",2008,15.189944359906043
"Baton Rouge, LA Metro Area-Bus",2009,15.131735396788109
"Baton Rouge, LA Metro Area-Bus",2010,15.074194534074579
"Baton Rouge, LA Metro Area-Bus",2011,15.066535445442982
"Baton Rouge, LA Metro Area-Bus",2012,15.099656738349339
"Baton Rouge, LA Metro Area-Bus",2013,15.13678734988806
"Baton Rouge, LA Metro Area-Bus",2014,15.177656171072638
"Baton Rouge, LA Metro Area-Bus",2015,15.199304796380321
"Baton Rouge, LA Metro Area-Bus",2016,15.129811210299648
"Baton Rouge, LA Metro Area-Bus",2017,15.131497255064767
"Baton Rouge, LA Metro Area-Bus",2018,15.170062672361675
"Bay City, MI Metro Area-Bus",2006,13.193669571096997
"Bay City, MI Metro Area-Bus",2007,13.219715108188192
"Bay City, MI Metro Area-Bus",2008,13.225381952859747
"Bay City, MI Metro Area-Bus",2009,13.125364868420073
"Bay City, MI Metro Area-Bus",2010,13.183712442630611
"Bay City, MI Metro Area-Bus",2011,13.197116427165032
"Bay City, MI Metro Area-Bus",2012,13.263340233646586
"Bay City, MI Metro Area-Bus",2013,13.203168871005772
"Bay City, MI Metro Area-Bus",2014,13.133991507884993
"Bay City, MI Metro Area-Bus",2015,13.11213120683808
"Bay City, MI Metro Area-Bus",2016,13.102058624063964
"Bay City, MI Metro Area-Bus",2017,13.093684028330456
"Bay City, MI Metro Area-Bus",2018,13.079270055371566
"Beaumont-Port Arthur, TX Metro Area-Bus",2006,13.35518950095529
"Beaumont-Port Arthur, TX Metro Area-Bus",2007,13.387560548476959
"Beaumont-Port Arthur, TX Metro Area-Bus",2008,13.358148288967351
"Beaumont-Port Arthur, TX Metro Area-Bus",2009,13.326521439474107
"Beaumont-Port Arthur, TX Metro Area-Bus",2010,13.270017572123278
"Beaumont-Port Arthur, TX Metro Area-Bus",2011,13.2369698174635
"Beaumont-Port Arthur, TX Metro Area-Bus",2012,13.269477357629459
"Beaumont-Port Arthur, TX Metro Area-Bus",2013,13.211307884692983
"Beaumont-Port Arthur, TX Metro Area-Bus",2014,13.200353518465068
"Beaumont-Port Arthur, TX Metro Area-Bus",2015,13.141889495887234
"Beaumont-Port Arthur, TX Metro Area-Bus",2016,13.015390451400222
"Beaumont-Port Arthur, TX Metro Area-Bus",2017,12.960977922928024
"Beaumont-Port Arthur, TX Metro Area-Bus",2018,12.93083476545937
"Bellingham, WA Metro Area-Bus",2002,14.920756462139034
"Bellingham, WA Metro Area-Bus",2003,14.92761113594557
"Bellingham, WA Metro Area-Bus",2004,15.037033749313956
"Bellingham, WA Metro Area-Bus",2005,15.039242459227193
"Bellingham, WA Metro Area-Bus",2006,15.091566693383603
"Bellingham, WA Metro Area-Bus",2007,15.188247430252082
"Bellingham, WA Metro Area-Bus",2008,15.431514268294897
"Bellingham, WA Metro Area-Bus",2009,15.542403807923145
"Bellingham, WA Metro Area-Bus",2010,15.402038018815269
"Bellingham, WA Metro Area-Bus",2011,15.449748394303851
"Bellingham, WA Metro Area-Bus",2012,15.583680809804182
"Bellingham, WA Metro Area-Bus",2013,15.552059068770673
"Bellingham, WA Metro Area-Bus",2014,15.593781970961617
"Bellingham, WA Metro Area-Bus",2015,15.411747722659149
"Bellingham, WA Metro Area-Bus",2016,15.363428110027916
"Bellingham, WA Metro Area-Bus",2017,15.342006330096225
"Bellingham, WA Metro Area-Bus",2018,15.328996224513732
"Billings, MT Metro Area-Bus",2002,13.359214153993962
"Billings, MT Metro Area-Bus",2003,13.401726946847367
"Billings, MT Metro Area-Bus",2004,13.393304600530332
"Billings, MT Metro Area-Bus",2005,13.406624605434015
"Billings, MT Metro Area-Bus",2006,13.464387317618112
"Billings, MT Metro Area-Bus",2007,13.428520726023184
"Billings, MT Metro Area-Bus",2008,13.437409126123963
"Billings, MT Metro Area-Bus",2009,13.373858011669384
"Billings, MT Metro Area-Bus",2010,13.325904857309682
"Billings, MT Metro Area-Bus",2011,13.3414603523609
"Billings, MT Metro Area-Bus",2012,13.330266582373689
"Billings, MT Metro Area-Bus",2013,13.329263719172326
"Billings, MT Metro Area-Bus",2014,13.293962655470008
"Billings, MT Metro Area-Bus",2015,13.176707612934191
"Billings, MT Metro Area-Bus",2016,13.106750122420616
"Billings, MT Metro Area-Bus",2017,13.022845758729762
"Billings, MT Metro Area-Bus",2018,13.010416776578417
"Binghamton, NY Metro Area-Bus",2004,14.867394514475714
"Binghamton, NY Metro Area-Bus",2005,14.85906766626898
"Binghamton, NY Metro Area-Bus",2006,14.851926010764064
"Binghamton, NY Metro Area-Bus",2007,14.88886063915364
"Binghamton, NY Metro Area-Bus",2008,14.94491715813347
"Binghamton, NY Metro Area-Bus",2009,14.899793339551735
"Binghamton, NY Metro Area-Bus",2010,14.871430006295931
"Binghamton, NY Metro Area-Bus",2011,14.785254786986998
"Binghamton, NY Metro Area-Bus",2012,14.663663891330103
"Binghamton, NY Metro Area-Bus",2013,14.611669430403941
"Binghamton, NY Metro Area-Bus",2014,14.657109783215427
"Binghamton, NY Metro Area-Bus",2015,14.617258157372913
"Binghamton, NY Metro Area-Bus",2016,14.520274238961452
"Binghamton, NY Metro Area-Bus",2017,14.485682007785869
"Binghamton, NY Metro Area-Bus",2018,14.469296637316997
"Birmingham-Hoover, AL Metro Area-Bus",2002,14.898574596625638
"Birmingham-Hoover, AL Metro Area-Bus",2003,15.105536555368221
"Birmingham-Hoover, AL Metro Area-Bus",2004,15.190188964349376
