lma_title,Year,record,Total_Labor,Unemployment_Labor,employment_Labor,Unemployment_Rate,Month
"Ames, IA Metropolitan Statistical Area",2007,953.0,48044.333333333336,1331.3333333333333,46713.0,2.766666666666667,6.5
"Ames, IA Metropolitan Statistical Area",2008,953.0,48815.5,1555.25,47260.25,3.1833333333333336,6.5
"Ames, IA Metropolitan Statistical Area",2009,953.0,49360.75,2339.8333333333335,47020.916666666664,4.75,6.5
"Ames, IA Metropolitan Statistical Area",2010,953.0,53334.833333333336,2239.5833333333335,51095.25,4.191666666666666,6.5
"Ames, IA Metropolitan Statistical Area",2011,953.0,53197.583333333336,2096.0833333333335,51101.5,3.941666666666667,6.5
"Ames, IA Metropolitan Statistical Area",2012,953.0,53317.5,1901.5,51416.0,3.5916666666666663,6.5
"Ames, IA Metropolitan Statistical Area",2013,953.0,54751.416666666664,1823.75,52927.666666666664,3.3416666666666663,6.5
"Ames, IA Metropolitan Statistical Area",2014,953.0,56722.166666666664,1633.0,55089.166666666664,2.8833333333333333,6.5
"Ames, IA Metropolitan Statistical Area",2015,953.0,57461.416666666664,1448.0,56013.416666666664,2.5416666666666665,6.5
"Ames, IA Metropolitan Statistical Area",2016,953.0,56962.666666666664,1325.75,55636.916666666664,2.3333333333333335,6.5
"Ames, IA Metropolitan Statistical Area",2017,953.0,57244.75,1132.3333333333333,56112.416666666664,1.9916666666666663,6.5
"Ames, IA Metropolitan Statistical Area",2018,953.0,57755.416666666664,915.5,56839.916666666664,1.6083333333333334,6.5
"Ames, IA Metropolitan Statistical Area",2019,953.0,59402.333333333336,952.6666666666666,58449.666666666664,1.5999999999999999,2.0
"Anchorage, AK Metropolitan Statistical Area",2002,70.0,175206.27272727274,10965.727272727272,164240.54545454544,6.245454545454546,7.0
"Anchorage, AK Metropolitan Statistical Area",2003,70.0,178247.33333333334,12092.583333333334,166154.75,6.7749999999999995,6.5
"Anchorage, AK Metropolitan Statistical Area",2004,70.0,180741.91666666666,11567.666666666666,169174.25,6.408333333333334,6.5
"Anchorage, AK Metropolitan Statistical Area",2005,70.0,185755.66666666666,10988.166666666666,174767.5,5.916666666666667,6.5
"Anchorage, AK Metropolitan Statistical Area",2006,70.0,190571.91666666666,10972.0,179599.91666666666,5.766666666666667,6.5
"Anchorage, AK Metropolitan Statistical Area",2007,70.0,190850.83333333334,10580.916666666666,180269.91666666666,5.541666666666667,6.5
"Anchorage, AK Metropolitan Statistical Area",2008,70.0,193642.25,11435.5,182206.75,5.908333333333335,6.5
"Anchorage, AK Metropolitan Statistical Area",2009,70.0,196323.08333333334,13803.416666666666,182519.66666666666,7.016666666666667,6.5
"Anchorage, AK Metropolitan Statistical Area",2010,70.0,200237.58333333334,14379.5,185858.08333333334,7.191666666666666,6.5
"Anchorage, AK Metropolitan Statistical Area",2011,70.0,202375.16666666666,13442.666666666666,188932.5,6.6499999999999995,6.5
"Anchorage, AK Metropolitan Statistical Area",2012,70.0,202137.08333333334,12272.25,189864.83333333334,6.058333333333333,6.5
"Anchorage, AK Metropolitan Statistical Area",2013,70.0,202326.58333333334,11904.083333333334,190422.5,5.883333333333333,6.5
"Anchorage, AK Metropolitan Statistical Area",2014,70.0,202962.08333333334,11843.166666666666,191118.91666666666,5.841666666666668,6.5
"Anchorage, AK Metropolitan Statistical Area",2015,70.0,203006.41666666666,11456.583333333334,191549.83333333334,5.625,6.5
"Anchorage, AK Metropolitan Statistical Area",2016,70.0,202868.41666666666,12473.333333333334,190395.08333333334,6.158333333333332,6.5
"Anchorage, AK Metropolitan Statistical Area",2017,70.0,202048.0,12924.25,189123.75,6.416666666666667,6.5
"Anchorage, AK Metropolitan Statistical Area",2018,70.0,199603.25,11987.333333333334,187615.91666666666,6.008333333333334,6.5
"Anchorage, AK Metropolitan Statistical Area",2019,70.0,196676.33333333334,12553.333333333334,184123.0,6.366666666666667,2.0
"Appleton, WI Metropolitan Statistical Area",2002,4572.0,119489.27272727272,6322.0,113167.27272727272,5.29090909090909,7.0
"Appleton, WI Metropolitan Statistical Area",2003,4572.0,121281.75,6678.75,114603.0,5.508333333333334,6.5
"Appleton, WI Metropolitan Statistical Area",2004,4572.0,120273.33333333333,5641.333333333333,114632.0,4.683333333333333,6.5
"Appleton, WI Metropolitan Statistical Area",2005,4572.0,119948.25,5303.833333333333,114644.41666666667,4.416666666666667,6.5
"Appleton, WI Metropolitan Statistical Area",2006,4572.0,121315.0,5483.833333333333,115831.16666666667,4.525,6.5
"Appleton, WI Metropolitan Statistical Area",2007,4572.0,122704.5,5725.583333333333,116978.91666666667,4.658333333333334,6.5
"Appleton, WI Metropolitan Statistical Area",2008,4572.0,123522.58333333333,5664.083333333333,117858.5,4.583333333333333,6.5
"Appleton, WI Metropolitan Statistical Area",2009,4572.0,124978.0,10204.666666666666,114773.33333333333,8.158333333333331,6.5
"Appleton, WI Metropolitan Statistical Area",2010,4572.0,127899.58333333333,10026.166666666666,117873.41666666667,7.825000000000002,6.5
"Appleton, WI Metropolitan Statistical Area",2011,4572.0,127895.08333333333,8727.25,119167.83333333333,6.824999999999999,6.5
"Appleton, WI Metropolitan Statistical Area",2012,4572.0,127628.41666666667,7905.916666666667,119722.5,6.191666666666666,6.5
"Appleton, WI Metropolitan Statistical Area",2013,4572.0,127683.0,7558.5,120124.5,5.899999999999999,6.5
"Appleton, WI Metropolitan Statistical Area",2014,4572.0,128418.75,5954.083333333333,122464.66666666667,4.641666666666667,6.5
"Appleton, WI Metropolitan Statistical Area",2015,4572.0,129415.83333333333,5016.583333333333,124399.25,3.8666666666666667,6.5
"Appleton, WI Metropolitan Statistical Area",2016,4572.0,131855.25,4553.583333333333,127301.66666666667,3.4583333333333326,6.5
"Appleton, WI Metropolitan Statistical Area",2017,4572.0,132212.25,3906.0,128306.25,2.975,6.5
"Appleton, WI Metropolitan Statistical Area",2018,4572.0,131547.41666666666,3613.6666666666665,127933.75,2.733333333333333,6.5
"Appleton, WI Metropolitan Statistical Area",2019,4572.0,130393.33333333333,3826.0,126567.33333333333,2.9333333333333336,2.0
"Athens-Clarke County, GA Metropolitan Statistical Area",2002,557.0,92613.27272727272,3601.909090909091,89011.36363636363,3.8818181818181814,7.0
"Athens-Clarke County, GA Metropolitan Statistical Area",2003,557.0,95401.41666666667,3497.9166666666665,91903.5,3.6666666666666665,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2004,557.0,96147.33333333333,3761.6666666666665,92385.66666666667,3.908333333333333,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2005,557.0,99199.25,4279.0,94920.25,4.308333333333334,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2006,557.0,102963.16666666667,4097.666666666667,98865.5,3.983333333333333,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2007,557.0,105996.0,3908.5833333333335,102087.41666666667,3.683333333333333,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2008,557.0,109360.0,5393.333333333333,103966.66666666667,4.925,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2009,557.0,106272.5,8065.416666666667,98207.08333333333,7.616666666666666,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2010,557.0,93927.08333333333,8550.916666666666,85376.16666666667,9.108333333333333,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2011,557.0,94307.5,8520.833333333334,85786.66666666667,9.041666666666666,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2012,557.0,95233.91666666667,7901.25,87332.66666666667,8.308333333333332,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2013,557.0,94620.5,6971.333333333333,87649.16666666667,7.374999999999997,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2014,557.0,92572.75,6021.916666666667,86550.83333333333,6.508333333333332,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2015,557.0,93821.66666666667,5313.916666666667,88507.75,5.658333333333332,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2016,557.0,97239.16666666667,4960.5,92278.66666666667,5.091666666666667,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2017,557.0,101005.0,4424.75,96580.25,4.374999999999999,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2018,557.0,101974.16666666667,3755.25,98218.91666666667,3.6833333333333336,6.5
"Athens-Clarke County, GA Metropolitan Statistical Area",2019,557.0,101256.66666666667,3861.3333333333335,97395.33333333333,3.7999999999999994,2.0
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2002,591.0,241086.45454545456,12239.727272727272,228846.72727272726,5.0636363636363635,7.0
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2003,591.0,247006.5,12791.75,234214.75,5.183333333333333,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2004,591.0,253579.91666666666,13738.583333333334,239841.33333333334,5.416666666666667,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2005,591.0,256393.5,15707.416666666666,240686.08333333334,6.125,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2006,591.0,257571.91666666666,15214.75,242357.16666666666,5.8999999999999995,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2007,591.0,260781.75,14163.666666666666,246618.08333333334,5.45,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2008,591.0,263727.5833333333,16602.0,247125.58333333334,6.300000000000002,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2009,591.0,264559.9166666667,24454.0,240105.91666666666,9.258333333333335,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2010,591.0,255679.08333333334,24850.916666666668,230828.16666666666,9.716666666666667,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2011,591.0,259039.75,25424.25,233615.5,9.825000000000001,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2012,591.0,259342.91666666666,23959.25,235383.66666666666,9.233333333333333,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2013,591.0,257469.33333333334,21612.0,235857.33333333334,8.383333333333333,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2014,591.0,255370.58333333334,18665.0,236705.58333333334,7.324999999999999,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2015,591.0,258262.0,16390.5,241871.5,6.341666666666668,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2016,591.0,261980.33333333334,14870.083333333334,247110.25,5.675,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2017,591.0,266492.0,13028.166666666666,253463.83333333334,4.891666666666667,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2018,591.0,268005.6666666667,11147.0,256858.66666666666,4.1499999999999995,6.5
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2019,591.0,270596.3333333333,11411.0,259185.33333333334,4.233333333333333,2.0
"Austin-Round Rock, TX Metropolitan Statistical Area",2002,3820.0,759040.1818181818,44554.09090909091,714486.0909090909,5.854545454545454,7.0
"Austin-Round Rock, TX Metropolitan Statistical Area",2003,3820.0,764382.6666666666,45658.083333333336,718724.5833333334,5.966666666666666,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2004,3820.0,776988.4166666666,39196.75,737791.6666666666,5.033333333333334,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2005,3820.0,798312.0833333334,36320.25,761991.8333333334,4.55,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2006,3820.0,823330.0,33927.416666666664,789402.5833333334,4.116666666666667,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2007,3820.0,844059.1666666666,30803.25,813255.9166666666,3.641666666666667,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2008,3820.0,864769.75,37231.416666666664,827538.3333333334,4.308333333333334,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2009,3820.0,886294.5833333334,61223.916666666664,825070.6666666666,6.8999999999999995,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2010,3820.0,930550.75,65089.416666666664,865461.3333333334,7.008333333333333,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2011,3820.0,960844.4166666666,63354.083333333336,897490.3333333334,6.591666666666668,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2012,3820.0,987652.75,56068.916666666664,931583.8333333334,5.675,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2013,3820.0,1019483.3333333334,52882.0,966601.3333333334,5.191666666666666,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2014,3820.0,1048962.9166666667,44156.583333333336,1004806.3333333334,4.208333333333333,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2015,3820.0,1074001.4166666667,36181.583333333336,1037819.8333333334,3.358333333333334,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2016,3820.0,1119203.9166666667,36621.666666666664,1082582.25,3.2750000000000004,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2017,3820.0,1160138.8333333333,36528.0,1123610.8333333333,3.1333333333333333,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2018,3820.0,1197090.8333333333,35043.083333333336,1162047.75,2.9250000000000003,6.5
"Austin-Round Rock, TX Metropolitan Statistical Area",2019,3820.0,1212282.6666666667,36603.0,1175679.6666666667,3.0,2.0
"Bakersfield, CA Metropolitan Statistical Area",2002,189.0,305923.63636363635,29487.090909090908,276436.54545454547,9.654545454545454,7.0
"Bakersfield, CA Metropolitan Statistical Area",2003,189.0,311344.0,31943.583333333332,279400.4166666667,10.275,6.5
"Bakersfield, CA Metropolitan Statistical Area",2004,189.0,314446.1666666667,31044.583333333332,283401.5833333333,9.891666666666667,6.5
"Bakersfield, CA Metropolitan Statistical Area",2005,189.0,326748.75,27342.416666666668,299406.3333333333,8.399999999999999,6.5
"Bakersfield, CA Metropolitan Statistical Area",2006,189.0,336092.25,25350.5,310741.75,7.558333333333334,6.5
"Bakersfield, CA Metropolitan Statistical Area",2007,189.0,345187.5833333333,28228.166666666668,316959.4166666667,8.158333333333333,6.5
"Bakersfield, CA Metropolitan Statistical Area",2008,189.0,359140.5833333333,35332.75,323807.8333333333,9.841666666666667,6.5
"Bakersfield, CA Metropolitan Statistical Area",2009,189.0,362714.5,51007.25,311707.25,14.075000000000001,6.5
"Bakersfield, CA Metropolitan Statistical Area",2010,189.0,371515.5833333333,58154.25,313361.3333333333,15.666666666666666,6.5
"Bakersfield, CA Metropolitan Statistical Area",2011,189.0,382366.0,56654.5,325711.5,14.833333333333336,6.5
"Bakersfield, CA Metropolitan Statistical Area",2012,189.0,391888.4166666667,51533.25,340355.1666666667,13.16666666666667,6.5
"Bakersfield, CA Metropolitan Statistical Area",2013,189.0,393439.0,46226.5,347212.5,11.758333333333333,6.5
"Bakersfield, CA Metropolitan Statistical Area",2014,189.0,392530.1666666667,40844.166666666664,351686.0,10.4,6.5
"Bakersfield, CA Metropolitan Statistical Area",2015,189.0,390337.6666666667,39860.25,350477.4166666667,10.216666666666667,6.5
"Bakersfield, CA Metropolitan Statistical Area",2016,189.0,388311.25,40304.833333333336,348006.4166666667,10.383333333333335,6.5
"Bakersfield, CA Metropolitan Statistical Area",2017,189.0,384817.25,35340.166666666664,349477.0833333333,9.174999999999999,6.5
"Bakersfield, CA Metropolitan Statistical Area",2018,189.0,386996.4166666667,30864.666666666668,356131.75,8.0,6.5
"Bakersfield, CA Metropolitan Statistical Area",2019,189.0,392670.0,37243.333333333336,355426.6666666667,9.5,2.0
"Baton Rouge, LA Metropolitan Statistical Area",2002,1280.0,333016.2727272727,19639.363636363636,313376.9090909091,5.890909090909091,7.0
"Baton Rouge, LA Metropolitan Statistical Area",2003,1280.0,337792.3333333333,21754.25,316038.0833333333,6.441666666666666,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2004,1280.0,345383.25,21352.166666666668,324031.0833333333,6.166666666666667,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2005,1280.0,362523.3333333333,25246.833333333332,337276.5,6.891666666666666,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2006,1280.0,364035.3333333333,16185.083333333334,347850.25,4.441666666666666,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2007,1280.0,370960.6666666667,15519.5,355441.1666666667,4.183333333333334,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2008,1280.0,378417.25,18061.416666666668,360355.8333333333,4.775,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2009,1280.0,378134.0,24114.916666666668,354019.0833333333,6.366666666666666,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2010,1280.0,390668.0833333333,30316.833333333332,360351.25,7.758333333333334,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2011,1280.0,390188.9166666667,29979.5,360209.4166666667,7.683333333333334,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2012,1280.0,392615.9166666667,26686.666666666668,365929.25,6.800000000000001,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2013,1280.0,400807.8333333333,24983.5,375824.3333333333,6.241666666666667,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2014,1280.0,413844.8333333333,24060.333333333332,389784.5,5.8,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2015,1280.0,420924.5,23024.416666666668,397900.0833333333,5.466666666666666,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2016,1280.0,417910.8333333333,21820.166666666668,396090.6666666667,5.216666666666667,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2017,1280.0,417257.8333333333,18619.833333333332,398638.0,4.466666666666667,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2018,1280.0,418944.75,18289.166666666668,400655.5833333333,4.358333333333333,6.5
"Baton Rouge, LA Metropolitan Statistical Area",2019,1280.0,415931.0,16747.333333333332,399183.6666666667,4.033333333333333,2.0
"Bay City, MI Metropolitan Statistical Area",2002,2244.0,55002.63636363636,3622.6363636363635,51380.0,6.590909090909091,7.0
"Bay City, MI Metropolitan Statistical Area",2003,2244.0,55391.0,4199.916666666667,51191.083333333336,7.575,6.5
"Bay City, MI Metropolitan Statistical Area",2004,2244.0,55961.333333333336,4159.333333333333,51802.0,7.433333333333334,6.5
"Bay City, MI Metropolitan Statistical Area",2005,2244.0,55557.583333333336,3949.25,51608.333333333336,7.1000000000000005,6.5
"Bay City, MI Metropolitan Statistical Area",2006,2244.0,55764.5,4003.8333333333335,51760.666666666664,7.175000000000001,6.5
"Bay City, MI Metropolitan Statistical Area",2007,2244.0,55026.916666666664,3773.5,51253.416666666664,6.858333333333333,6.5
"Bay City, MI Metropolitan Statistical Area",2008,2244.0,54627.166666666664,4111.0,50516.166666666664,7.541666666666668,6.5
"Bay City, MI Metropolitan Statistical Area",2009,2244.0,54875.25,6553.666666666667,48321.583333333336,11.933333333333332,6.5
"Bay City, MI Metropolitan Statistical Area",2010,2244.0,54666.666666666664,6319.416666666667,48347.25,11.566666666666668,6.5
"Bay City, MI Metropolitan Statistical Area",2011,2244.0,53317.75,5253.333333333333,48064.416666666664,9.85,6.5
"Bay City, MI Metropolitan Statistical Area",2012,2244.0,52851.166666666664,4621.0,48230.166666666664,8.725,6.5
"Bay City, MI Metropolitan Statistical Area",2013,2244.0,53012.5,4627.0,48385.5,8.733333333333333,6.5
"Bay City, MI Metropolitan Statistical Area",2014,2244.0,53115.083333333336,3835.0,49280.083333333336,7.224999999999999,6.5
"Bay City, MI Metropolitan Statistical Area",2015,2244.0,52184.25,3019.6666666666665,49164.583333333336,5.783333333333334,6.5
"Bay City, MI Metropolitan Statistical Area",2016,2244.0,51897.916666666664,2816.6666666666665,49081.25,5.425,6.5
"Bay City, MI Metropolitan Statistical Area",2017,2244.0,50810.666666666664,2788.5833333333335,48022.083333333336,5.491666666666667,6.5
"Bay City, MI Metropolitan Statistical Area",2018,2244.0,50352.166666666664,2410.0,47942.166666666664,4.775,6.5
"Bay City, MI Metropolitan Statistical Area",2019,2244.0,50306.333333333336,2713.3333333333335,47593.0,5.366666666666667,2.0
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2002,3828.0,183754.18181818182,14799.09090909091,168955.0909090909,8.054545454545455,7.0
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2003,3828.0,186258.83333333334,16293.833333333334,169965.0,8.750000000000002,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2004,3828.0,182933.5,14970.0,167963.5,8.183333333333334,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2005,3828.0,182724.0,14088.583333333334,168635.41666666666,7.7250000000000005,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2006,3828.0,183929.0,10838.583333333334,173090.41666666666,5.900000000000001,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2007,3828.0,184192.58333333334,9719.083333333334,174473.5,5.2749999999999995,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2008,3828.0,186823.83333333334,11864.833333333334,174959.0,6.333333333333333,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2009,3828.0,189910.16666666666,18085.416666666668,171824.75,9.508333333333333,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2010,3828.0,183459.25,20638.833333333332,162820.41666666666,11.25,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2011,3828.0,186943.16666666666,20926.416666666668,166016.75,11.200000000000001,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2012,3828.0,184177.16666666666,19440.833333333332,164736.33333333334,10.566666666666665,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2013,3828.0,180148.83333333334,18682.583333333332,161466.25,10.374999999999998,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2014,3828.0,179188.0,14206.75,164981.25,7.916666666666667,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2015,3828.0,175638.75,11754.75,163884.0,6.7,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2016,3828.0,175435.58333333334,11982.666666666666,163452.91666666666,6.833333333333333,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2017,3828.0,175523.08333333334,12498.833333333334,163024.25,7.125,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2018,3828.0,176224.41666666666,10671.416666666666,165553.0,6.050000000000001,6.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2019,3828.0,177768.33333333334,10543.0,167225.33333333334,5.933333333333334,2.0
"Bellingham, WA Metropolitan Statistical Area",2002,4478.0,90950.81818181818,6224.636363636364,84726.18181818182,6.863636363636363,7.0
"Bellingham, WA Metropolitan Statistical Area",2003,4478.0,94538.83333333333,6426.166666666667,88112.66666666667,6.808333333333334,6.5
"Bellingham, WA Metropolitan Statistical Area",2004,4478.0,99223.66666666667,5929.166666666667,93294.5,5.974999999999999,6.5
"Bellingham, WA Metropolitan Statistical Area",2005,4478.0,102523.66666666667,5398.5,97125.16666666667,5.25,6.5
"Bellingham, WA Metropolitan Statistical Area",2006,4478.0,102884.83333333333,5064.5,97820.33333333333,4.908333333333333,6.5
"Bellingham, WA Metropolitan Statistical Area",2007,4478.0,106347.5,4976.583333333333,101370.91666666667,4.675,6.5
"Bellingham, WA Metropolitan Statistical Area",2008,4478.0,108750.58333333333,5771.416666666667,102979.16666666667,5.308333333333334,6.5
"Bellingham, WA Metropolitan Statistical Area",2009,4478.0,108027.5,9211.416666666666,98816.08333333333,8.525000000000002,6.5
"Bellingham, WA Metropolitan Statistical Area",2010,4478.0,104358.08333333333,9891.583333333334,94466.5,9.475,6.5
"Bellingham, WA Metropolitan Statistical Area",2011,4478.0,102741.66666666667,9259.833333333334,93481.83333333333,9.016666666666667,6.5
"Bellingham, WA Metropolitan Statistical Area",2012,4478.0,103135.66666666667,8401.166666666666,94734.5,8.141666666666667,6.5
"Bellingham, WA Metropolitan Statistical Area",2013,4478.0,102157.25,7592.916666666667,94564.33333333333,7.433333333333334,6.5
"Bellingham, WA Metropolitan Statistical Area",2014,4478.0,101168.0,6644.916666666667,94523.08333333333,6.574999999999999,6.5
"Bellingham, WA Metropolitan Statistical Area",2015,4478.0,104150.58333333333,6238.5,97912.08333333333,5.999999999999999,6.5
"Bellingham, WA Metropolitan Statistical Area",2016,4478.0,107043.41666666667,6202.833333333333,100840.58333333333,5.791666666666667,6.5
"Bellingham, WA Metropolitan Statistical Area",2017,4478.0,109795.41666666667,5466.666666666667,104328.75,4.975,6.5
"Bellingham, WA Metropolitan Statistical Area",2018,4478.0,111670.25,5295.083333333333,106375.16666666667,4.75,6.5
"Bellingham, WA Metropolitan Statistical Area",2019,4478.0,115493.66666666667,6404.0,109089.66666666667,5.533333333333334,2.0
"Billings, MT Metropolitan Statistical Area",2002,2603.0,80327.72727272728,2805.0,77522.72727272728,3.5,7.0
