CBSA Title,CBSA Code,cty,trct,WAC_TOTAL,WAC_RETAIL,Target Geo Id2,Area_acre,HH_TRACT,Emp+Pop_Density,tract_id,TRACTA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Pensacola-Ferry Pass-Brent, FL",37860.0,60165,60165005903,58441,9520,60165005903,4972.8,7080,70.84809146079961,5903,5903,5761,7533,9305,11077,12849,14621,16393,15863.0,15289.0,14820.0,15340.0,15979.0,16655.0,17331.0
"Peoria, IL",37900.0,171466,171466035900,46160,946,171466035900,4313.6,15490,181.268101881212,35900,35900,32164,32849,33534,34219,34904,35589,36274,35306.0,33863.0,34208.0,34105.0,34519.0,34430.0,34341.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980.0,24834540,24834638419929,1111066,105022,24834638419929,166681.60000000003,1069122,21190.908834511927,98419929,98419929,2524663,2515857,2507051,2498245,2489439,2480633,2471827,2482802.0,2491781.0,2502161.0,2511609.0,2514745.0,2526376.0,2538007.0
"Phoenix-Mesa-Chandler, AZ",38060.0,1428644,1428727858766,951883,92035,1428727858766,161420.80000000008,643218,5863.7374052137675,83858766,83858766,1519559,1522848,1526137,1529426,1532715,1536004,1539293,1547739.0,1561206.0,1584197.0,1603549.0,1634282.0,1655564.0,1676846.0
"Pittsburgh, PA",38300.0,7562596,7562663393812,386889,26435,7562663393812,46719.99999999999,249294,3829.514006243085,67393812,67393812,480488,480069,479650,479231,478812,478393,477974,475656.0,476887.0,474420.0,473612.0,473470.0,473742.0,474014.0
"Pocatello, ID",38540.0,48015,48015002900,9176,616,48015002900,1548.8,4011,39.81669407894737,2900,2900,10184,9994,9804,9614,9424,9234,9044,9137.0,9139.0,9093.0,9250.0,9567.0,9203.0,8839.0
"Port St. Lucie, FL",38940.0,24222,24222762202,16798,272,24222762202,2035.2,4635,26.070692621638926,762202,762202,14568,13725,12882,12039,11196,10353,9510,9374.0,10143.0,9740.0,9948.0,10625.0,10965.0,11305.0
"Portland-South Portland, ME",38860.0,299091,299091036601,40321,2636,299091036601,4006.4000000000005,21649,321.41345027045725,36601,36601,35530,36450,37370,38290,39210,40130,41050,40968.0,40775.0,40400.0,40547.0,40474.0,40641.0,40808.0
"Portland-Vancouver-Hillsboro, OR-WA",38900.0,8473558,8473561196746,548221,62668,8473561196746,94400.0,403333,3581.4718446819497,3196746,3196746,958870,950225,941580,932935,924290,915645,907000,920631.0,934581.0,946431.0,962736.0,972794.0,983765.0,994736.0
"Poughkeepsie-Newburgh-Middletown, NY",39100.0,829281,829282676820,36838,2959,829282676820,9580.8,37172,382.5814313518606,1676820,1676820,112499,110380,108261,106142,104023,101904,99785,99636.0,98274.0,98569.0,99113.0,100646.0,99988.0,99330.0
"Prescott Valley-Prescott, AZ",39150.0,4025,4025000900,7520,313,4025000900,1196.8000000000004,2180,10.088569518716577,900,900,3159,3438,3717,3996,4275,4554,4833,4544.0,4567.0,4561.0,4636.0,4690.0,4673.0,4656.0
"Providence-Warwick, RI-MA",39300.0,3784588,3784588899515,179759,13470,3784588899515,27270.399999999998,151599,1945.6026010410965,899515,899515,345052,346858,348664,350470,352276,354082,355888,355358.0,354478.0,355810.0,356349.0,356735.0,357128.0,357521.0
"Provo-Orem, UT",39340.0,1814813,1814813066713,58071,8565,1814813066713,13817.599999999999,46351,655.536807371644,66713,66713,150468,151226,151984,152742,153500,154258,155016,153807.0,153971.0,153756.0,153825.0,156740.0,158054.0,159368.0
"Pueblo, CO",39380.0,48606,48606009306,8076,252,48606009306,1728.0,6636,86.47331752636424,9306,9306,17597,17155,16713,16271,15829,15387,14945,15318.0,15838.0,15756.0,15902.0,16153.0,16069.0,15985.0
"Punta Gorda, FL",39460.0,12015,12015020700,3591,189,12015020700,672.0,2814,11.427083333333336,20700,20700,2068,2472,2876,3280,3684,4088,4492,4673.0,4377.0,4329.0,4578.0,4353.0,4569.0,4785.0
"Racine, WI",39540.0,440808,440808006407,12023,666,440808006407,3148.7999999999997,13907,115.80833703008054,6407,6407,28449,29317,30185,31053,31921,32789,33657,34149.0,33595.0,32776.0,33457.0,33232.0,33340.0,33448.0
"Raleigh-Cary, NC",39580.0,780843,780844095215,188364,9974,780844095215,13849.599999999999,36883,464.73588214439883,1095215,1095215,98827,96362,93897,91432,88967,86502,84037,86605.0,89763.0,91877.0,93584.0,96589.0,97623.0,98657.0
"Rapid City, SD",39660.0,92206,92206021104,15680,884,92206021104,1817.6,4275,27.87098623853211,21104,21104,10355,10280,10205,10130,10055,9980,9905,9712.0,9779.0,10088.0,11135.0,10808.0,10709.0,10610.0
"Reading, PA",39740.0,1134297,1134297077601,51829,3880,1134297077601,6630.400000000001,36543,852.2120074137293,77601,77601,97412,96278,95144,94010,92876,91742,90608,91188.0,91578.0,91773.0,91669.0,92119.0,92376.0,92633.0
"Redding, CA",39820.0,6089,6089010100,5085,292,6089010100,339.2000000000001,857,19.652122641509433,10100,10100,3001,2717,2433,2149,1865,1581,1297,1350.0,1454.0,1389.0,1409.0,1485.0,1494.0,1503.0
"Reno, NV",39900.0,1057023,1057023056528,87607,10183,1057023056528,13542.4,63965,574.9066831095006,56528,56528,141704,141019,140334,139649,138964,138279,137594,137464.0,136837.0,137481.0,140108.0,142019.0,143602.0,145185.0
"Richmond, VA",40060.0,1906998,1907001139827,186119,10535,1907001139827,17823.999999999996,57867,769.8899000904909,3139827,3139827,141000,136748,132496,128244,123992,119740,115488,118311.0,118141.0,119675.0,120608.0,122076.0,124215.0,126354.0
"Riverside-San Bernardino-Ontario, CA",40140.0,1796182,1796189188906,530986,65964,1796189188906,146380.80000000005,481612,4451.09041458352,7188906,7188906,1579980,1573497,1567014,1560531,1554048,1547565,1541082,1556731.0,1568850.0,1581329.0,1587109.0,1594396.0,1607271.0,1620146.0
"Roanoke, VA",40220.0,103540,103540002300,15351,226,103540002300,819.1999999999999,2631,64.54531118587049,2300,2300,5084,4989,4894,4799,4704,4609,4514,4254.0,4371.0,4630.0,4511.0,4513.0,4471.0,4429.0
"Rochester, MN",40340.0,108436,108436001300,41204,1086,108436001300,1625.6,5677,189.39745581296017,1300,1300,12128,11809,11490,11171,10852,10533,10214,10060.0,10582.0,10629.0,10792.0,11114.0,11446.0,11778.0
"Rochester, NY",40380.0,2776245,2776245532828,146092,5955,2776245532828,18803.199999999993,96897,1481.0984279460733,532828,532828,212825,213169,213513,213857,214201,214545,214889,214453.0,214658.0,214954.0,214823.0,213456.0,213299.0,213142.0
"Rockford, IL",40420.0,223613,223613028309,29538,678,223613028309,4537.6,16939,213.1709619257594,28309,28309,43849,42628,41407,40186,38965,37744,36523,36888.0,36788.0,35705.0,34967.0,35016.0,34361.0,33706.0
"Rome, GA",40660.0,13115,13115001100,9041,529,13115001100,966.4,1497,12.234064569536425,1100,1100,1977,2138,2299,2460,2621,2782,2943,2917.0,2889.0,2912.0,2741.0,3016.0,2568.0,2120.0
"Sacramento-Roseville-Folsom, CA",40900.0,1220227,1220229611748,445016,41910,1220229611748,89683.2,362687,3347.826880366712,2611748,2611748,941869,938251,934633,931015,927397,923779,920161,926882.0,934332.0,944678.0,950454.0,956185.0,967308.0,978431.0
"Saginaw, MI",40980.0,78435,78435005300,6904,156,78435005300,1024.0,4317,47.18606571280332,5300,5300,7459,7873,8287,8701,9115,9529,9943,9740.0,9875.0,9815.0,9470.0,9295.0,9292.0,9289.0
"Salem, OR",41420.0,574664,574664019616,53667,5361,574664019616,8083.200000000001,29153,216.10962068464954,19616,19616,87364,85166,82968,80770,78572,76374,74176,74033.0,76072.0,76477.0,75751.0,77601.0,78979.0,80357.0
"Salinas, CA",41500.0,236067,236067280455,49161,3604,236067280455,12799.999999999998,58417,853.7988793867532,280455,280455,217104,212296,207488,202680,197872,193064,188256,190072.0,191928.0,194087.0,197127.0,198913.0,200546.0,202179.0
"Salisbury, MD-DE",41540.0,96180,96180001200,13175,822,96180001200,2380.7999999999997,6260,46.49747925247671,1200,1200,8008,9323,10638,11953,13268,14583,15898,15707.0,15959.0,15248.0,15592.0,15449.0,15401.0,15353.0
"Salt Lake City, UT",41620.0,5688060,5688072671759,333650,36663,5688072671759,58784.0,198167,1822.3026221326024,12671759,12671759,546688,540666,534644,528622,522600,516578,510556,514807.0,522195.0,527186.0,533835.0,538690.0,541639.0,544588.0
"San Antonio-New Braunfels, TX",41700.0,5907725,5907745395444,405467,33382,5907745395444,64755.2,235438,1853.7167964132907,20395444,20395444,609737,602870,596003,589136,582269,575402,568535,568470.0,580981.0,588733.0,596416.0,603332.0,609494.0,615656.0
"San Diego-Chula Vista-Carlsbad, CA",41740.0,2149842,2149845693195,837229,81286,2149845693195,142368.00000000003,637722,7557.67824113392,3693195,3693195,1788915,1768254,1747593,1726932,1706271,1685610,1664949,1689556.0,1709989.0,1735313.0,1756591.0,1769019.0,1780920.0,1792821.0
"San Francisco-Oakland-Berkeley, CA",41860.0,3960072,3960288380860,1415117,137417,3960288380860,185139.2000000002,1181693,25425.688903979717,216380860,216380860,2988645,2966700,2944755,2922810,2900865,2878920,2856975,2893797.0,2930321.0,2972204.0,3009891.0,3041507.0,3082758.0,3124009.0
"San Jose-Sunnyvale-Santa Clara, CA",41940.0,1855893,1856046355247,728818,67998,1856046355247,125171.20000000003,527633,6033.702365033154,153355247,153355247,1598590,1576023,1553456,1530889,1508322,1485755,1463188,1487633.0,1509299.0,1536159.0,1560440.0,1576383.0,1597438.0,1618493.0
"San Luis Obispo-Paso Robles, CA",42020.0,42553,42553080509,23970,2076,42553080509,3872.0,15489,129.09145890039153,80509,80509,43058,42541,42024,41507,40990,40473,39956,39914.0,38846.0,38233.0,39144.0,38978.0,38346.0,37714.0
"Santa Cruz-Watsonville, CA",42100.0,103479,103480873609,44711,5643,103480873609,8735.999999999998,34978,318.32409311014584,1873609,1873609,111924,109828,107732,105636,103540,101444,99348,100951.0,102720.0,102951.0,104340.0,104645.0,105310.0,105975.0
"Santa Fe, NM",42140.0,175245,175245003403,29155,3099,175245003403,1990.4,5648,103.11393437892897,3403,3403,10240,10063,9886,9709,9532,9355,9178,9180.0,9381.0,9203.0,9471.0,9829.0,9514.0,9199.0
"Santa Maria-Santa Barbara, CA",42200.0,206822,206822063801,86234,7282,206822063801,14105.6,58687,772.3522615757438,63801,63801,185850,184341,182832,181323,179814,178305,176796,179326.0,182134.0,184340.0,185461.0,186180.0,186898.0,187616.0
"Santa Rosa-Petaluma, CA",42220.0,170716,170720257892,49207,5597,170720257892,12537.600000000002,51339,419.59099249857974,4257892,4257892,150659,147518,144377,141236,138095,134954,131813,133821.0,132207.0,132756.0,133444.0,136151.0,136879.0,137607.0
"Savannah, GA",42340.0,195765,195765062709,49733,6655,195765062709,5056.0,19072,321.5922798241732,62709,62709,37777,37405,37033,36661,36289,35917,35545,36228.0,36134.0,34777.0,34630.0,34563.0,33634.0,32705.0
"Scranton--Wilkes-Barre, PA",42540.0,1935464,1935471797200,67842,8510,1935471797200,11942.400000000001,61725,833.7657319488299,7797200,7797200,129437,130120,130803,131486,132169,132852,133535,133642.0,133650.0,132747.0,132491.0,131247.0,131727.0,132207.0
"Seattle-Tacoma-Bellevue, WA",42660.0,11986886,11986891752065,1004627,88047,11986891752065,114067.19999999997,512206,6182.701652875805,5752065,5752065,1169425,1151748,1134071,1116394,1098717,1081040,1063363,1082673.0,1098252.0,1126160.0,1148631.0,1167091.0,1190583.0,1214075.0
"Sheboygan, WI",43100.0,110234,110234000701,1440,76,110234000701,518.4,3183,31.927117871352785,701,701,4760,5170,5580,5990,6400,6810,7220,6978.0,6927.0,6892.0,6698.0,6597.0,6344.0,6091.0
"Shreveport-Bossier City, LA",43340.0,176134,176134163905,37135,2588,176134163905,4665.6,11629,108.5768563535644,163905,163905,31800,30477,29154,27831,26508,25185,23862,23196.0,24733.0,24170.0,23460.0,23216.0,23118.0,23020.0
"Sioux City, IA-NE-SD",43580.0,115158,115158008000,4773,359,115158008000,2041.6000000000001,8024,84.90066163096982,8000,8000,25204,24399,23594,22789,21984,21179,20374,20152.0,20452.0,20624.0,21220.0,21180.0,21017.0,20854.0
"Sioux Falls, SD",43620.0,507089,507089019517,57725,10350,507089019517,6707.200000000001,20801,171.1039140239939,19517,19517,43773,43674,43575,43476,43377,43278,43179,43098.0,44206.0,44536.0,45199.0,45275.0,44323.0,43371.0
"South Bend-Mishawaka, IN-MI",43780.0,181410,181410036703,42032,904,181410036703,4870.400000000001,11869,167.61832118510256,36703,36703,30796,30856,30916,30976,31036,31096,31156,30702.0,30917.0,30712.0,29656.0,29985.0,30429.0,30873.0
"Spartanburg, SC",43900.0,45083,45083020301,7628,47,45083020301,659.2,711,15.978458737864075,20301,20301,3135,3089,3043,2997,2951,2905,2859,2810.0,2663.0,2479.0,2434.0,2505.0,2403.0,2301.0
"Spokane-Spokane Valley, WA",44060.0,1273512,1273512091704,86105,11046,1273512091704,11552.000000000002,45911,402.94248671150376,91704,91704,113313,110851,108389,105927,103465,101003,98541,97456.0,98141.0,98283.0,99101.0,100280.0,100851.0,101422.0
"Springfield, IL",44100.0,154503,154503013804,63200,1159,154503013804,3737.6,14348,269.9697879329411,13804,13804,28948,28361,27774,27187,26600,26013,25426,25848.0,25758.0,26254.0,26619.0,26792.0,26414.0,26036.0
"Springfield, MO",44180.0,261693,261693010304,53880,4705,261693010304,4748.8,13427,167.70965538478066,10304,10304,24973,25531,26089,26647,27205,27763,28321,28114.0,28091.0,29149.0,29628.0,29970.0,30490.0,31010.0
"Springfield, OH",44220.0,195115,195115004201,5878,312,195115004201,1452.7999999999997,5585,64.07048442722888,4201,4201,8672,9456,10240,11024,11808,12592,13376,12885.0,12508.0,12411.0,12555.0,12662.0,12656.0,12650.0
"St. Cloud, MN",41060.0,108580,108580013704,22293,1635,108580013704,2566.4,5753,70.47503327728738,13704,13704,11391,12106,12821,13536,14251,14966,15681,15426.0,15174.0,14898.0,14959.0,14583.0,14484.0,14385.0
"St. George, UT",41100.0,49053,49053271300,1613,34,49053271300,441.6,1304,12.74003623188406,271300,271300,4593,4477,4361,4245,4129,4013,3897,3971.0,4129.0,3867.0,3747.0,3951.0,4043.0,4135.0
"St. Joseph, MO-KS",41140.0,58042,58042002200,4328,102,58042002200,671.9999999999999,2432,27.557490370506237,2200,2200,5942,5753,5564,5375,5186,4997,4808,4630.0,4840.0,4894.0,4767.0,4995.0,5042.0,5089.0
"St. Louis, MO-IL",41180.0,3436644,3436663659407,402594,29697,3436663659407,52633.60000000001,226429,2053.1392400836594,19659407,19659407,466656,461147,455638,450129,444620,439111,433602,434894.0,437342.0,436982.0,435421.0,434960.0,435031.0,435102.0
"State College, PA",44300.0,294189,294189086600,24809,1014,294189086600,1888.0,10881,311.3054273475799,86600,86600,36336,36577,36818,37059,37300,37541,37782,37617.0,37368.0,37058.0,36835.0,36736.0,36694.0,36652.0
"Staunton, VA",44420.0,103610,103610003200,5900,536,103610003200,524.8,1328,38.54525862068966,3200,3200,461,823,1185,1547,1909,2271,2633,2620.0,2537.0,2630.0,2365.0,2131.0,2114.0,2097.0
"Stockton, CA",44700.0,461852,461852259311,95735,11431,461852259311,29977.599999999988,116838,1142.2978120861856,259311,259311,339957,338586,337215,335844,334473,333102,331731,330516.0,332107.0,335970.0,339696.0,341205.0,343661.0,346117.0
"Syracuse, NY",45060.0,1659082,1659082147213,93006,3703,1659082147213,11097.600000000002,55668,1061.0773429556714,147213,147213,128333,128121,127909,127697,127485,127273,127061,127084.0,127177.0,127298.0,127058.0,126372.0,126406.0,126440.0
"Tallahassee, FL",45220.0,193168,193168017633,78768,7285,193168017633,9228.800000000001,29050,245.54937359685056,17633,17633,51793,53965,56137,58309,60481,62653,64825,65442.0,65059.0,64524.0,64075.0,63593.0,63615.0,63637.0
"Tampa-St. Petersburg-Clearwater, FL",45300.0,1509737,1509738928650,386850,31213,1509738928650,61875.200000000026,243105,1789.4801919511306,1928650,1928650,492674,488241,483808,479375,474942,470509,466076,468572.0,475182.0,481017.0,485932.0,493630.0,501365.0,509100.0
"Terre Haute, IN",45460.0,36334,36334011700,10935,341,36334011700,1222.3999999999999,3556,30.38759143423571,11700,11700,8882,8967,9052,9137,9222,9307,9392,9009.0,9086.0,9596.0,9576.0,9282.0,9254.0,9226.0
"Toledo, OH",45780.0,1446749,1446749186118,66631,4790,1446749186118,12422.400000000001,52237,552.6423010699204,186118,186118,120814,119574,118334,117094,115854,114614,113374,112726.0,110933.0,110580.0,109749.0,110503.0,110938.0,111373.0
"Topeka, KS",45820.0,121062,121062010403,40714,725,121062010403,3462.4000000000005,10161,94.77372244131317,10403,10403,23238,22662,22086,21510,20934,20358,19782,19734.0,19733.0,20552.0,20096.0,19717.0,18883.0,18049.0
"Trenton-Princeton, NJ",45940.0,952588,952588051517,74098,4221,952588051517,7686.4,42060,789.4104644235995,51517,51517,116567,115328,114089,112850,111611,110372,109133,109275.0,109674.0,110373.0,110421.0,111135.0,112887.0,114639.0
"Tucson, AZ",46060.0,245159,245159173734,162971,17564,245159173734,30016.000000000004,122546,955.1952274505848,173734,173734,271679,270651,269623,268595,267567,266539,265511,265929.0,263158.0,264929.0,268639.0,267332.0,266286.0,265240.0
"Tulsa, OK",46140.0,1003575,1003575155975,137687,10841,1003575155975,14348.8,47003,410.1442127133704,155975,155975,110757,107611,104465,101319,98173,95027,91881,93409.0,93263.0,93038.0,93727.0,94415.0,94672.0,94929.0
"Tuscaloosa, AL",46220.0,4500,4500046003,16289,955,4500046003,2508.8,6972,54.56658654385846,46003,46003,38661,34613,30565,26517,22469,18421,14373,14116.0,13753.0,13676.0,14362.0,14919.0,14835.0,14751.0
"Twin Falls, ID",46300.0,16083,16083001100,5451,912,16083001100,550.4,1525,16.128270348837212,1100,1100,1121,1582,2043,2504,2965,3426,3887,3995.0,3862.0,3659.0,3731.0,3728.0,3796.0,3864.0
"Tyler, TX",46340.0,145269,145269003403,26545,1001,145269003403,2112.0,4469,51.55860068077359,3403,3403,10911,10989,11067,11145,11223,11301,11379,10997.0,11124.0,10937.0,10918.0,11590.0,12040.0,12490.0
"Urban Honolulu, HI",46520.0,1935387,1935388698757,256225,33867,1935388698757,30643.199999999993,194190,5774.3863734065,1698757,1698757,516415,514310,512205,510100,507995,505890,503785,510124.0,512382.0,515445.0,516369.0,519490.0,518090.0,516690.0
"Utica-Rome, NY",46540.0,757365,757365464225,40010,2468,757365464225,5446.400000000001,24853,397.31597853050533,464225,464225,57142,56566,55990,55414,54838,54262,53686,53759.0,53940.0,54064.0,54273.0,54335.0,54112.0,53889.0
"Valdosta, GA",46660.0,39555,39555032901,11173,2752,39555032901,2169.6000000000004,4929,33.88567823806311,32901,32901,12045,12285,12525,12765,13005,13245,13485,13415.0,13189.0,13324.0,13133.0,12778.0,11943.0,11108.0
"Vallejo, CA",46700.0,262085,262095842208,53494,6441,262095842208,16543.999999999996,64115,635.9782587617941,10842208,10842208,197878,194227,190576,186925,183274,179623,175972,176066.0,177233.0,179269.0,180572.0,182773.0,185489.0,188205.0
"Victoria, TX",47020.0,145407,145407001204,11362,554,145407001204,1587.2000000000003,4346,41.613396726512924,1204,1204,8037,8493,8949,9405,9861,10317,10773,10841.0,10404.0,10244.0,10138.0,10594.0,10633.0,10672.0
"Vineland-Bridgeton, NJ",47220.0,204066,204066162000,14590,1270,204066162000,2278.3999999999996,7788,110.02334624545497,162000,162000,26090,25846,25602,25358,25114,24870,24626,24523.0,25519.0,25605.0,24014.0,22986.0,22875.0,22764.0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260.0,5432179,5432182988949,287004,33733,5432182988949,50316.8,174158,1592.2807245739307,3988949,3988949,514492,496826,479160,461494,443828,426162,408496,409935.0,413435.0,414342.0,415969.0,415910.0,417947.0,419984.0
"Visalia, CA",47300.0,146568,146568049160,48906,3245,146568049160,13862.4,40252,312.7565876199072,49160,49160,130763,129625,128487,127349,126211,125073,123935,123542.0,125817.0,124913.0,126034.0,127489.0,127645.0,127801.0
"Waco, TX",47380.0,289854,289854006600,30926,3833,289854006600,4032.0,9657,84.29467164337285,6600,6600,21689,22215,22741,23267,23793,24319,24845,24900.0,25657.0,24639.0,23827.0,24799.0,24528.0,24257.0
"Walla Walla, WA",47460.0,106142,106143841503,3173,401,106143841503,780.8,3119,26.793055555555554,1841503,1841503,5294,5661,6028,6395,6762,7129,7496,7594.0,7375.0,7509.0,7539.0,7339.0,6959.0,6579.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900.0,18562109,18562356692073,1849809,140306,18562356692073,202470.40000000023,1055713,18230.804695763774,247692073,247692073,2658639,2609232,2559825,2510418,2461011,2411604,2362197,2411406.0,2463704.0,2511787.0,2556635.0,2582486.0,2617859.0,2653232.0
"Waterloo-Cedar Falls, IA",47940.0,95065,95065006208,12701,577,95065006208,2009.6000000000001,5946,74.29019438967215,6208,6208,15546,15857,16168,16479,16790,17101,17412,16739.0,17292.0,16753.0,16363.0,15972.0,15498.0,15024.0
"Watertown-Fort Drum, NY",48060.0,36045,36045062100,7583,1303,36045062100,435.2000000000001,2396,28.21231617647059,62100,62100,4590,4611,4632,4653,4674,4695,4716,4740.0,4804.0,4440.0,4276.0,4277.0,3814.0,3351.0
"Wausau-Weston, WI",48140.0,110146,110146000701,20163,3513,110146000701,1158.4,2350,41.35131188431422,701,701,3539,3872,4205,4538,4871,5204,5537,5596.0,5113.0,5073.0,5191.0,4863.0,4679.0,4495.0
"Wenatchee, WA",48300.0,53007,53007961000,5766,425,53007961000,864.0,2875,14.543981481481481,961000,961000,10300,9600,8900,8200,7500,6800,6100,6084.0,6210.0,6202.0,6451.0,6401.0,6356.0,6311.0
"Wheeling, WV-OH",48540.0,108138,108138004100,11692,454,108138004100,1203.2,2256,32.553443084693086,4100,4100,4449,4465,4481,4497,4513,4529,4545,4349.0,4351.0,4341.0,4294.0,4241.0,4002.0,3763.0
"Wichita Falls, TX",48660.0,96970,96970023500,8151,367,96970023500,640.0,1008,28.884493670886076,23500,23500,2385,2433,2481,2529,2577,2625,2673,2673.0,2608.0,2645.0,2476.0,2242.0,2399.0,2556.0
"Wichita, KS",48620.0,302595,302595044602,61949,3376,302595044602,7199.999999999999,23822,208.0511352720784,44602,44602,56349,55041,53733,52425,51117,49809,48501,49644.0,49447.0,48818.0,47887.0,47991.0,47228.0,46465.0
"Williamsport, PA",48700.0,210405,210405001900,12321,975,210405001900,2188.7999999999997,8896,75.46623549239307,1900,1900,17105,17514,17923,18332,18741,19150,19559,19023.0,18600.0,18889.0,18901.0,18498.0,18866.0,19234.0
"Wilmington, NC",48900.0,111387,111387031801,12674,2409,111387031801,1484.8,4860,42.56416827852998,31801,31801,6224,6708,7192,7676,8160,8644,9128,9154.0,8707.0,8752.0,8766.0,9157.0,9052.0,8947.0
"Winchester, VA-WV",49020.0,51840,51840000100,3805,515,51840000100,793.6,2934,13.182963709677418,100,100,8807,8377,7947,7517,7087,6657,6227,6282.0,7040.0,7236.0,7334.0,7442.0,7687.0,7932.0
"Winston-Salem, NC",49180.0,185335,185335005802,47153,1436,185335005802,2655.9999999999995,6701,112.00640607542465,5802,5802,19423,17950,16477,15004,13531,12058,10585,11576.0,11698.0,11460.0,11726.0,12043.0,12229.0,12415.0
"Worcester, MA-CT",49340.0,18030,18031600900,7884,701,18031600900,1478.3999999999999,3279,27.958430759686966,1600900,1600900,12564,12216,11868,11520,11172,10824,10476,10472.0,10832.0,11258.0,11025.0,10958.0,10951.0,10944.0
"Yakima, WA",49420.0,477693,477693007604,24146,1416,477693007604,5472.0,18134,124.06614344436979,7604,7604,54794,53823,52852,51881,50910,49939,48968,49227.0,49959.0,50543.0,51227.0,51330.0,50449.0,49568.0
"York-Hanover, PA",49620.0,884793,884793134020,41614,3347,884793134020,6393.6,29942,495.7697538096199,134020,134020,66718,67113,67508,67903,68298,68693,69088,68925.0,68678.0,68466.0,68036.0,67823.0,68103.0,68383.0
"Youngstown-Warren-Boardman, OH-PA",49660.0,276847,276852236102,12827,1455,276852236102,2515.2,8807,84.38023941030161,5236102,5236102,13660,14477,15294,16111,16928,17745,18562,18425.0,18508.0,18074.0,17531.0,17709.0,17559.0,17409.0
"Yuba City, CA",49700.0,24404,24404200906,9522,1264,24404200906,1926.4,6477,53.49784992121849,200906,200906,14248,14724,15200,15676,16152,16628,17104,16705.0,17005.0,16717.0,16192.0,15944.0,16095.0,16246.0
"Yuma, AZ",49740.0,40270,40270017814,18347,2337,40270017814,4499.200000000001,15085,122.87534925894792,17814,17814,35807,36144,36481,36818,37155,37492,37829,37423.0,36789.0,36576.0,37529.0,37225.0,37001.0,36777.0
