,CBSA,MNAME,Year,TNC_TRIPS,TNC_BOOKINGS,TNC_REVENUE
268,17780,"College Station-Bryan, TX Metro Area",2015,182605.85,2736309.85725615,625905.824695655
269,17780,"College Station-Bryan, TX Metro Area",2016,333677.96,4873580.11384552,1092501.0343976961
270,17780,"College Station-Bryan, TX Metro Area",2017,525485.7999999999,7580046.4180252,2910539.4811024
271,17780,"College Station-Bryan, TX Metro Area",2018,755127.8525,10989031.659593487,4167167.9680904527
272,17820,"Colorado Springs, CO Metro Area",2014,302239.52,4544801.729024784,467569.371898504
273,17820,"Colorado Springs, CO Metro Area",2015,509434.88,7633773.41839872,1746155.7704483839
274,17820,"Colorado Springs, CO Metro Area",2016,933148.37,13629229.03058794,3055237.9290245124
275,17820,"Colorado Springs, CO Metro Area",2017,1469472.3399999999,21196897.32282796,8139053.922975521
276,17820,"Colorado Springs, CO Metro Area",2018,2112776.33,30746271.51302135,11659341.94715153
277,17860,"Columbia, MO Metro Area",2014,75995.48,1142750.587024716,117566.22314224599
278,17860,"Columbia, MO Metro Area",2015,127731.02,1914022.19098338,437815.050351986
279,17860,"Columbia, MO Metro Area",2016,231338.14,3378841.55932268,757428.381681664
280,17860,"Columbia, MO Metro Area",2017,361890.12999999995,5220205.72891822,2004422.40529864
281,17860,"Columbia, MO Metro Area",2018,516409.86250000005,7515077.4925744375,2849804.3480868624
282,17900,"Columbia, SC Metro Area",2014,352330.88,5298029.829496896,545061.5070525759
283,17900,"Columbia, SC Metro Area",2015,591719.02,8866783.770355381,2028195.598340386
284,17900,"Columbia, SC Metro Area",2016,1069549.5,15621454.812219,3501831.3318912005
285,17900,"Columbia, SC Metro Area",2017,1674758.1199999999,24158111.00616728,9276082.49272736
286,17900,"Columbia, SC Metro Area",2018,2390389.995,34786256.72045452,13191351.087672796
287,18140,"Columbus, OH Metro Area",2013,511437.16000000003,7807144.686457672,398061.371056802
288,18140,"Columbus, OH Metro Area",2014,877595.84,13196484.334732128,1357654.802024368
289,18140,"Columbus, OH Metro Area",2015,1475791.3599999999,22114419.91382784,5058471.063547648
290,18140,"Columbus, OH Metro Area",2016,2674391.2,39061194.7188944,8756272.522117121
291,18140,"Columbus, OH Metro Area",2017,4219811.75,60870091.9041545,23372522.532854002
292,18140,"Columbus, OH Metro Area",2018,6060294.1525,88192700.20009199,33443692.463328753
293,18580,"Corpus Christi, TX Metro Area",2014,195131.2,2934204.6835790398,301871.08761224
294,18580,"Corpus Christi, TX Metro Area",2015,328818.27999999997,4927272.04966332,1127068.364559004
295,18580,"Corpus Christi, TX Metro Area",2016,593154.9,8663406.8521338,1942059.1692902402
296,18580,"Corpus Christi, TX Metro Area",2017,913154.8999999999,13172109.5581406,5057745.4020872
297,18580,"Corpus Christi, TX Metro Area",2018,1286329.695,18719370.099026024,7098601.758180495
298,18700,"Corvallis, OR Metro Area",2017,184630.52999999997,2663265.09219582,1022624.1070298401
299,18700,"Corvallis, OR Metro Area",2018,265701.0125,3866625.8020836874,1466269.2479340124
300,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2016,349847.29000000004,5109743.52464498,1145441.3297367042
301,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2017,550832.38,7945666.674439721,3050928.09255664
302,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2018,791497.2100000001,11518298.35222495,4367872.02249961
303,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2012,930649.4400000001,14066080.642920071,361962.459026208
304,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2013,3065567.85,46368221.62957644,2364167.520015282
305,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2014,5215502.25,78904171.7349688,8117664.137714628
306,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2015,8948727.9,133233344.7109742,30475907.64919386
307,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2016,16273347.75,237320358.05775276,53199645.970526494
308,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2017,25753666.919999998,371634028.62720865,142697742.62845743
309,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2018,37190267.7,541419331.4245908,205312475.68282843
310,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2012,930649.4400000001,14066080.642920071,361962.459026208
311,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2013,3065567.85,46368221.62957644,2364167.520015282
312,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2014,5215502.25,78904171.7349688,8117664.137714628
313,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2015,8948727.9,133233344.7109742,30475907.64919386
314,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2016,16273347.75,237320358.05775276,53199645.970526494
315,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2017,25753666.919999998,371634028.62720865,142697742.62845743
316,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2018,37190267.7,541419331.4245908,205312475.68282843
317,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2015,280746.32,4206923.94468408,962295.3314467759
318,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2016,502191.12,7334822.64091344,1644233.014566912
319,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2017,776064.94,11194609.38545236,4298437.08006832
320,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2018,1094042.565,15921103.087278673,6037466.526366165
321,19380,"Dayton, OH Metro Area",2014,352367.84,5298585.600204528,545118.684763768
322,19380,"Dayton, OH Metro Area",2015,584663.57,8761059.351436831,2004012.105583451
323,19380,"Dayton, OH Metro Area",2016,1048894.73,15319778.68015426,3434205.1764500486
324,19380,"Dayton, OH Metro Area",2017,1630934.4799999997,23525962.191857122,9033353.88916544
325,19380,"Dayton, OH Metro Area",2018,2311524.5475,33638563.78798451,12756132.646817947
326,19500,"Decatur, IL Metro Area",2017,214776.02999999997,3098108.98197282,1189592.78235384
327,19500,"Decatur, IL Metro Area",2018,301496.37,4387539.3341851495,1663805.68720917
328,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2014,268373.16,4035550.352885172,415177.571270682
329,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2015,454993.67,6817983.45567873,1559551.286295881
330,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2016,835352.9400000001,12200864.19980028,2735044.1456701444
331,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2017,1317880.0599999998,19010203.56437764,7299420.737891681
332,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2018,1898352.1725,27625854.423983887,10476043.678175572
333,19740,"Denver-Aurora-Broomfield, CO Metro Area",2013,1213864.2,18360293.103220172,936132.702249384
334,19740,"Denver-Aurora-Broomfield, CO Metro Area",2014,2065693.5,31251416.80761594,3215146.929418008
335,19740,"Denver-Aurora-Broomfield, CO Metro Area",2015,3546055.8,52795534.7447484,12076495.149627721
336,19740,"Denver-Aurora-Broomfield, CO Metro Area",2016,6419423.25,93616866.52423826,20985912.025075886
337,19740,"Denver-Aurora-Broomfield, CO Metro Area",2017,10051029.959999999,145039724.53673297,55691459.03914621
338,19740,"Denver-Aurora-Broomfield, CO Metro Area",2018,14387439.15,209453659.9827966,79427251.62536404
339,19740,"Denver-Aurora-Broomfield, CO Metro Area",2013,1213864.2,18360293.103220172,936132.702249384
340,19740,"Denver-Aurora-Broomfield, CO Metro Area",2014,2065693.5,31251416.80761594,3215146.929418008
341,19740,"Denver-Aurora-Broomfield, CO Metro Area",2015,3546055.8,52795534.7447484,12076495.149627721
342,19740,"Denver-Aurora-Broomfield, CO Metro Area",2016,6419423.25,93616866.52423826,20985912.025075886
343,19740,"Denver-Aurora-Broomfield, CO Metro Area",2017,10051029.959999999,145039724.53673297,55691459.03914621
344,19740,"Denver-Aurora-Broomfield, CO Metro Area",2018,14387439.15,209453659.9827966,79427251.62536404
345,19780,"Des Moines-West Des Moines, IA Metro Area",2014,269081.56,4046202.624781452,416273.477401862
346,19780,"Des Moines-West Des Moines, IA Metro Area",2015,454716.26999999996,6813826.67562813,1558600.460921061
347,19780,"Des Moines-West Des Moines, IA Metro Area",2016,831489.75,12144439.8379395,2722395.6055296003
348,19780,"Des Moines-West Des Moines, IA Metro Area",2017,1311199.3299999998,18913835.13062302,7262417.78095624
349,19780,"Des Moines-West Des Moines, IA Metro Area",2018,1886327.59,27450866.152331047,10409686.10063719
350,19820,"Detroit-Warren-Livonia, MI Metro Area",2013,1932742.35,29233678.725352105,1490531.905346022
351,19820,"Detroit-Warren-Livonia, MI Metro Area",2014,3222458.25,48751853.02945023,5015592.462127236
352,19820,"Detroit-Warren-Livonia, MI Metro Area",2015,5420574.18,80704345.50315765,18460380.06310201
353,19820,"Detroit-Warren-Livonia, MI Metro Area",2016,9669638.25,141015975.75575325,31611278.728008583
354,19820,"Detroit-Warren-Livonia, MI Metro Area",2017,15009246.959999999,216588454.4415582,83164299.1422612
355,19820,"Detroit-Warren-Livonia, MI Metro Area",2018,21271296.509999998,309669487.40136206,117430253.06192158
356,19820,"Detroit-Warren-Livonia, MI Metro Area",2013,1932742.35,29233678.725352105,1490531.905346022
357,19820,"Detroit-Warren-Livonia, MI Metro Area",2014,3222458.25,48751853.02945023,5015592.462127236
358,19820,"Detroit-Warren-Livonia, MI Metro Area",2015,5420574.18,80704345.50315765,18460380.06310201
359,19820,"Detroit-Warren-Livonia, MI Metro Area",2016,9669638.25,141015975.75575325,31611278.728008583
360,19820,"Detroit-Warren-Livonia, MI Metro Area",2017,15009246.959999999,216588454.4415582,83164299.1422612
361,19820,"Detroit-Warren-Livonia, MI Metro Area",2018,21271296.509999998,309669487.40136206,117430253.06192158
362,20260,"Duluth, MN-WI Metro Area",2017,565927.46,8163410.725913241,3134536.1107188803
363,20260,"Duluth, MN-WI Metro Area",2018,798878.1325000001,11625709.555190086,4408603.593603932
364,20500,"Durham-Chapel Hill, NC Metro Area",2014,238792.4,3590741.91355908,369415.66239297995
365,20500,"Durham-Chapel Hill, NC Metro Area",2015,403319.89,6043662.84341091,1382432.536343227
366,20500,"Durham-Chapel Hill, NC Metro Area",2016,732990.85,10705800.3776777,2399898.57834496
367,20500,"Durham-Chapel Hill, NC Metro Area",2017,1151878.8399999999,16615663.211338961,6379979.8991075205
368,20500,"Durham-Chapel Hill, NC Metro Area",2018,1650560.6775,24019857.67188686,9108607.981941277
369,20740,"Eau Claire, WI Metro Area",2017,339992.51999999996,4904336.29868088,1883136.8092905602
370,20740,"Eau Claire, WI Metro Area",2018,483253.47000000003,7032567.61600965,2666831.01939027
371,20940,"El Centro, CA Metro Area",2015,131539.43,1971090.40552017,450868.881879449
372,20940,"El Centro, CA Metro Area",2016,236956.73,3460904.66139826,775824.3086612481
373,20940,"El Centro, CA Metro Area",2017,371144.89999999997,5353704.2672006,2055682.3508072002
374,20940,"El Centro, CA Metro Area",2018,529409.5275,7704255.695677612,2921542.9118341277
375,21060,"Elizabethtown, KY Metro Area",2016,197085.57,2878560.85753434,645281.423711232
376,21060,"Elizabethtown, KY Metro Area",2017,304120.38999999996,4386886.71105466,1684449.7074959201
377,21060,"Elizabethtown, KY Metro Area",2018,430442.60000000003,6264035.081447,2375394.5889866
378,21140,"Elkhart-Goshen, IN Metro Area",2016,266953.11,3899020.98485982,874035.9980943361
379,21140,"Elkhart-Goshen, IN Metro Area",2017,416214.95999999996,6003832.485438241,2305314.57501888
380,21140,"Elkhart-Goshen, IN Metro Area",2018,591354.89,8605718.33862455,3263387.97757649
381,21340,"El Paso, TX Metro Area",2014,368035.36,5534179.4496969115,569356.588812872
382,21340,"El Paso, TX Metro Area",2015,611753.87,9167001.740062531,2096867.709950741
383,21340,"El Paso, TX Metro Area",2016,1103169.34,16112494.08749708,3611906.6571427844
384,21340,"El Paso, TX Metro Area",2017,1710634.3099999998,24675619.15862714,9474792.08188568
385,21340,"El Paso, TX Metro Area",2018,2422633.0100000002,35255474.63032595,13369283.94878741
386,21340,"El Paso, TX Metro Area",2018,2422633.0100000002,35255474.63032595,13369283.94878741
387,21500,"Erie, PA Metro Area",2015,202972.85,3041505.02412915,695716.424583755
388,21500,"Erie, PA Metro Area",2016,361831.17000000004,5284775.76008154,1184677.967649792
389,21500,"Erie, PA Metro Area",2017,557318.23,8039223.996179621,3086851.65603544
390,21500,"Erie, PA Metro Area",2018,783027.8400000001,11395047.4686048,4321133.86119744
391,21660,"Eugene-Springfield, OR Metro Area",2018,1091534.9025,15884610.217213236,6023628.007749503
392,21780,"Evansville, IN-KY Metro Area",2017,640808.07,9243551.23515258,3549281.80275096
393,21780,"Evansville, IN-KY Metro Area",2018,905552.4450000001,13178092.232437273,4997285.068663245
394,22020,"Fargo, ND-MN Metro Area",2015,170700.28,2557907.4208213203,585097.9009116039
395,22020,"Fargo, ND-MN Metro Area",2016,311942.44,4556118.93649928,1021336.3758653441
396,22020,"Fargo, ND-MN Metro Area",2017,489952.67999999993,7067486.994007921,2713730.0741750402
397,22020,"Fargo, ND-MN Metro Area",2018,702725.24,10226440.3104578,3877984.50395084
398,22180,"Fayetteville, NC Metro Area",2014,166293.16,2500564.588949172,257258.178454682
399,22180,"Fayetteville, NC Metro Area",2015,274851.57,4118592.36860883,942090.292231851
400,22180,"Fayetteville, NC Metro Area",2016,498309.59,7278130.41161758,1631524.4271011841
401,22180,"Fayetteville, NC Metro Area",2017,784923.8599999999,11322397.852454841,4347504.50761808
402,22180,"Fayetteville, NC Metro Area",2018,1126006.4725000001,16386259.272842387,6213859.134621873
403,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2014,221340.24,3328312.2784696077,342416.89171774796
404,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,376244.19,5637939.23268261,1289626.975416717
405,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,690570.43,10086223.00033766,2261009.115194368
406,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,1087180.71,15682403.304868741,6021632.51518488
407,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2018,1563568.825,22753904.869213372,8628544.029826825
408,22380,"Flagstaff, AZ Metro Area",2014,60580.08,910947.887716536,93718.35276591599
409,22380,"Flagstaff, AZ Metro Area",2015,101540.81,1521567.45973239,348044.62410878297
410,22380,"Flagstaff, AZ Metro Area",2016,184589.48,2696047.46730376,604367.7497876481
411,22380,"Flagstaff, AZ Metro Area",2017,285775.27999999997,4122261.51025232,1582840.55470784
412,22380,"Flagstaff, AZ Metro Area",2018,405042.3825,5894397.286543837,2235223.6597881825
413,22420,"Flint, MI Metro Area",2014,181673.8,2731844.59913946,281052.27455500996
414,22420,"Flint, MI Metro Area",2015,299919.77,4494234.01844463,1028014.880051111
415,22420,"Flint, MI Metro Area",2016,535285.65,7818189.4275153,1752588.41286144
416,22420,"Flint, MI Metro Area",2017,826991.5499999999,11929217.3762157,4580507.3263884
417,22420,"Flint, MI Metro Area",2018,1164944.48,16952906.3588456,6428738.266755681
418,22660,"Fort Collins-Loveland, CO Metro Area",2014,142613.68,2144494.205941656,220625.64413063598
419,22660,"Fort Collins-Loveland, CO Metro Area",2015,243511.21,3648963.7340499903,834667.042253503
420,22660,"Fort Collins-Loveland, CO Metro Area",2016,445390.83,6505218.06108246,1458262.1593774082
421,22660,"Fort Collins-Loveland, CO Metro Area",2017,698271.2799999999,10072448.608076321,3867556.70459584
422,22660,"Fort Collins-Loveland, CO Metro Area",2018,1000388.0075000001,14558190.973753212,5520634.481583808
423,23060,"Fort Wayne, IN Metro Area",2015,313768.6,4701755.7930234,1075483.58580298
424,23060,"Fort Wayne, IN Metro Area",2016,565660.62,8261835.30017244,1852039.6506501122
425,23060,"Fort Wayne, IN Metro Area",2017,882272.5099999999,12726636.15105794,4886695.270255281
426,23060,"Fort Wayne, IN Metro Area",2018,1254832.1625,18261000.856392935,6924782.837221162
427,23420,"Fresno, CA Metro Area",2014,425028.56,6391191.113501352,657525.980845012
428,23420,"Fresno, CA Metro Area",2015,711648.53,10663901.99186307,2439269.936111579
429,23420,"Fresno, CA Metro Area",2016,1283688.6500000001,18749094.1176013,4202948.189834241
430,23420,"Fresno, CA Metro Area",2017,2008187.65,28967777.251269102,11122868.4786292
431,23420,"Fresno, CA Metro Area",2018,2862892.4450000003,41662369.63973727,15798852.675603244
432,23540,"Gainesville, FL Metro Area",2014,120117.36,1806215.1018963119,185823.47725177198
433,23540,"Gainesville, FL Metro Area",2015,202123.13,3028772.1505004703,692803.896330359
434,23540,"Gainesville, FL Metro Area",2016,369152.76,5391712.266843121,1208649.717682176
435,23540,"Gainesville, FL Metro Area",2017,579309.22,8356440.4175906805,3208654.46140816
436,23540,"Gainesville, FL Metro Area",2018,830251.5375,12082272.426858561,4581737.517790537
437,24340,"Grand Rapids-Wyoming, MI Metro Area",2014,452189.32,6799609.804113444,699544.111013714
438,24340,"Grand Rapids-Wyoming, MI Metro Area",2015,758165.59,11360950.250769211,2598713.3427807367
439,24340,"Grand Rapids-Wyoming, MI Metro Area",2016,1371699.69,20034551.67177378,4491106.725202944
440,24340,"Grand Rapids-Wyoming, MI Metro Area",2017,2149999.3899999997,31013388.325480662,11908329.604607921
441,24340,"Grand Rapids-Wyoming, MI Metro Area",2018,3071624.6750000003,44699954.700669125,16950740.081006676
442,24500,"Great Falls, MT Metro Area",2016,107099.05,1564250.1539261,350654.93360128003
443,24500,"Great Falls, MT Metro Area",2017,165757.62,2391026.46302028,918091.5969633601
444,24500,"Great Falls, MT Metro Area",2018,233754.325,3401720.2113358746,1289971.668132325
445,24580,"Green Bay, WI Metro Area",2014,138393.64,2081037.1005023879,214097.174749178
446,24580,"Green Bay, WI Metro Area",2015,231058.87,3462368.06535753,791984.991612241
447,24580,"Green Bay, WI Metro Area",2016,416889.16000000003,6088932.93357992,1364944.3269468162
448,24580,"Green Bay, WI Metro Area",2017,649701.4999999999,9371837.503241,3598540.3728920002
449,24580,"Green Bay, WI Metro Area",2018,923680.0825,13441895.483425336,5097322.314113882
450,24660,"Greensboro-High Point, NC Metro Area",2014,328500.92,4939696.665751164,508196.177761534
451,24660,"Greensboro-High Point, NC Metro Area",2015,549074.61,8227766.34873459,1882026.2143381229
452,24660,"Greensboro-High Point, NC Metro Area",2016,990542.0900000001,14467501.03528258,3243151.7440931844
453,24660,"Greensboro-High Point, NC Metro Area",2017,1545203.5199999998,22289307.16471488,8558510.717698561
454,24660,"Greensboro-High Point, NC Metro Area",2018,2198314.5275,31991069.936652612,12131383.913939128
455,24860,"Greenville-Mauldin-Easley, SC Metro Area",2014,379483.72000000003,5706329.426385924,587067.384854594
456,24860,"Greenville-Mauldin-Easley, SC Metro Area",2015,638654.37,9570100.01602203,2189072.749587891
457,24860,"Greenville-Mauldin-Easley, SC Metro Area",2016,1159317.25,16932570.2399945,3795741.5431936006
458,24860,"Greenville-Mauldin-Easley, SC Metro Area",2017,1818723.6899999997,26234790.72462486,10073473.165138321
459,24860,"Greenville-Mauldin-Easley, SC Metro Area",2018,2602115.6350000002,37867403.513550326,14359757.606000036
460,25060,"Gulfport-Biloxi, MS Metro Area",2016,512558.46,7486244.27528652,1678176.9096744962
461,25060,"Gulfport-Biloxi, MS Metro Area",2017,800290.96,11544065.747782242,4432619.17914688
462,25060,"Gulfport-Biloxi, MS Metro Area",2018,1139273.0475,16579321.695592012,6287070.639406447
463,25260,"Hanford-Corcoran, CA Metro Area",2016,196218.35,2865894.5545327,642442.04304896
464,25260,"Hanford-Corcoran, CA Metro Area",2017,304705.02999999997,4395320.04709882,1687687.88786584
465,25260,"Hanford-Corcoran, CA Metro Area",2018,430623.41000000003,6266666.32701395,2376392.3877538103
466,25420,"Harrisburg-Carlisle, PA Metro Area",2015,412454.38,6180541.23491922,1413742.215067234
467,25420,"Harrisburg-Carlisle, PA Metro Area",2016,744123.23,10868395.91077126,2436347.3047316484
468,25420,"Harrisburg-Carlisle, PA Metro Area",2017,1160963.0899999999,16746702.026608462,6430295.375341521
469,25420,"Harrisburg-Carlisle, PA Metro Area",2018,1651863.6575,24038819.346289963,9115798.468295457
470,25500,"Harrisonburg, VA Metro Area",2015,95725.63,1434428.22319797,328112.321646109
471,25500,"Harrisonburg, VA Metro Area",2016,173996.82,2541334.89015684,569686.130399232
472,25500,"Harrisonburg, VA Metro Area",2017,272917.25999999995,3936786.68211444,1511623.07393328
473,25500,"Harrisonburg, VA Metro Area",2018,390548.8825,5683479.983161337,2155241.3776546824
474,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2014,534289.8,8034161.8026666595,826554.8668082099
475,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2015,884266.52,13250545.88950788,3030941.042969636
476,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2016,1580955.1600000001,23090861.70587192,5176233.838268417
477,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2017,2456825.7699999996,35439308.49815638,13607767.13999656
478,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2018,3477591.1975000002,50607800.575666256,19191063.601160597
479,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2014,534289.8,8034161.8026666595,826554.8668082099
480,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2015,884266.52,13250545.88950788,3030941.042969636
481,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2016,1580955.1600000001,23090861.70587192,5176233.838268417
482,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2017,2456825.7699999996,35439308.49815638,13607767.13999656
483,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2018,3477591.1975000002,50607800.575666256,19191063.601160597
484,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2016,477084.97000000003,6968131.25567714,1562032.5154846723
485,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2017,744064.0199999999,10733001.36670188,4121191.67954256
486,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2018,1058207.745,15399615.275390774,5839712.313550545
487,26100,"Holland-Grand Haven, MI Metro Area",2017,,,
488,26100,"Holland-Grand Haven, MI Metro Area",2018,0.0,0.0,0.0
489,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2014,4867635.0,73641365.6006274,7576226.445877681
490,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2015,8387751.96,124881241.30322808,28565440.470852263
491,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2016,15238057.5,222222330.49770752,49815150.31401735
492,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2017,23985645.96,346120894.745995,132901366.80766621
493,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2018,34495476.69,502188316.50605077,190435620.85150573
494,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2014,4867635.0,73641365.6006274,7576226.445877681
495,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2015,8387751.96,124881241.30322808,28565440.470852263
496,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2016,15238057.5,222222330.49770752,49815150.31401735
497,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2017,23985645.96,346120894.745995,132901366.80766621
498,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2018,34495476.69,502188316.50605077,190435620.85150573
499,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2016,471060.28,6880136.80325336,1542306.9691617282
500,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2017,723642.22,10438420.253492681,4008080.2402321603
501,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2018,1014948.235,14770079.332047325,5600984.998976635
502,26620,"Huntsville, AL Metro Area",2016,589133.2000000001,8604667.350298401,1928891.6486963201
503,26620,"Huntsville, AL Metro Area",2017,924559.44,13336618.17583536,5120912.40666432
504,26620,"Huntsville, AL Metro Area",2018,1323029.82,19253450.3004129,7301131.15081062
505,26900,"Indianapolis-Carmel, IN Metro Area",2013,507939.38,7753750.688764196,395338.981658161
506,26900,"Indianapolis-Carmel, IN Metro Area",2014,867786.04,13048973.526081467,1342478.8845121579
507,26900,"Indianapolis-Carmel, IN Metro Area",2015,1451350.96,21748185.71358024,4974698.343681928
508,26900,"Indianapolis-Carmel, IN Metro Area",2016,2622275.47,38300011.13533814,8585639.469417473
509,26900,"Indianapolis-Carmel, IN Metro Area",2017,4114929.7699999996,59357186.55673239,22791606.466908563
510,26900,"Indianapolis-Carmel, IN Metro Area",2018,5881912.1725,85596788.50218388,32459292.70813557
511,26980,"Iowa City, IA Metro Area",2016,221164.68000000002,3230251.66640616,724119.2725831681
512,26980,"Iowa City, IA Metro Area",2017,348126.73,5021670.942878621,1928190.24242344
513,26980,"Iowa City, IA Metro Area",2018,499583.0525,7270204.5916374875,2756945.7104336526
514,27060,"Ithaca, NY Metro Area",2017,212748.05999999997,3068855.8475696403,1178360.34419568
515,27060,"Ithaca, NY Metro Area",2018,300593.755,4374403.989251724,1658824.6124109551
516,27100,"Jackson, MI Metro Area",2014,70286.04,1056897.245331468,108733.628137158
517,27100,"Jackson, MI Metro Area",2015,116430.62,1744688.09839578,399081.427188266
518,27100,"Jackson, MI Metro Area",2016,207582.6,3031876.6973412,679649.9391897601
519,27100,"Jackson, MI Metro Area",2017,322039.19999999995,4645362.6043248,1783697.6870976002
520,27100,"Jackson, MI Metro Area",2018,454942.35500000004,6620568.855768724,2510596.321943555
521,27140,"Jackson, MS Metro Area",2014,253548.24,3812626.752263208,392243.182899348
522,27140,"Jackson, MS Metro Area",2015,422349.52999999997,6328817.95488207,1447659.157055879
523,27140,"Jackson, MS Metro Area",2016,760033.18,11100770.91070316,2488438.359328768
524,27140,"Jackson, MS Metro Area",2017,1174951.8199999998,16948487.16091508,6507775.586900961
525,27140,"Jackson, MS Metro Area",2018,1659319.9175,24147326.90157466,9156945.788886117
526,27180,"Jackson, TN Metro Area",2014,57299.0,861610.0047783,88642.46952355
527,27180,"Jackson, TN Metro Area",2015,94667.86,1418577.76453134,324486.674361598
528,27180,"Jackson, TN Metro Area",2016,169680.37,2478290.37597194,555553.5635077121
529,27180,"Jackson, TN Metro Area",2017,262347.05,3784313.1377327004,1453077.2225924002
530,27180,"Jackson, TN Metro Area",2018,370164.7075,5386838.369839712,2042751.4452085076
531,27260,"Jacksonville, FL Metro Area",2014,624415.88,9389395.440591395,965981.354175826
532,27260,"Jacksonville, FL Metro Area",2015,1058121.13,15855720.27506247,3626850.829261759
533,27260,"Jacksonville, FL Metro Area",2016,1936457.72,28283204.06746264,6340191.189635073
534,27260,"Jacksonville, FL Metro Area",2017,3055109.4,44069451.6657636,16921516.295563202
535,27260,"Jacksonville, FL Metro Area",2018,4397525.2125,63995181.245182686,24267713.267006215
536,27260,"Jacksonville, FL Metro Area",2014,624415.88,9389395.440591395,965981.354175826
537,27260,"Jacksonville, FL Metro Area",2015,1058121.13,15855720.27506247,3626850.829261759
538,27260,"Jacksonville, FL Metro Area",2016,1936457.72,28283204.06746264,6340191.189635073
539,27260,"Jacksonville, FL Metro Area",2017,3055109.4,44069451.6657636,16921516.295563202
540,27260,"Jacksonville, FL Metro Area",2018,4397525.2125,63995181.245182686,24267713.267006215
541,27780,"Johnstown, PA Metro Area",2016,176498.92,2577879.66165704,577878.301192192
542,27780,"Johnstown, PA Metro Area",2017,270099.62,3896142.6875682804,1496016.84353936
543,27780,"Johnstown, PA Metro Area",2018,377048.4025,5487013.647495737,2080739.0697030025
544,27780,"Johnstown, PA Metro Area",2016,176498.92,2577879.66165704,577878.301192192
545,27780,"Johnstown, PA Metro Area",2017,270099.62,3896142.6875682804,1496016.84353936
546,27780,"Johnstown, PA Metro Area",2018,377048.4025,5487013.647495737,2080739.0697030025
547,28020,"Kalamazoo-Portage, MI Metro Area",2014,146967.48,2209962.672037116,227361.04237164598
