5 digit NTD ID,4 digit NTD ID,Agency,Active,Reporter Type,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15,FEB15,MAR15,APR15,MAY15,JUN15,JUL15,AUG15,SEP15,OCT15,NOV15,DEC15,JAN16,FEB16,MAR16,APR16,MAY16,JUN16,JUL16,AUG16,SEP16,OCT16,NOV16,DEC16,JAN17,FEB17,MAR17,APR17,MAY17,JUN17,JUL17,AUG17,SEP17,OCT17,NOV17,DEC17,JAN18,FEB18,MAR18,APR18,MAY18,JUN18,JUL18,AUG18,SEP18,OCT18,NOV18,DEC18,JAN19,FEB19,MAR19
00002,0002,Spokane Transit Authority,Active,Full Reporter,96,"Spokane, WA",DR,PT,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,27,27,27,27,27,27,31,31,31,31,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,34,34,34,34,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,43,38,42,42,39,40,42,41,40,41,43,47,48,45,43,41,41,41,43,45,46,45,47,44,45,44,43,45,44,42,41,42,41,42,43,42,48,43,44,44,44,43,42,43,47,45,44,45,47,46,47,47,47,46,45,47,47,47,46,43,45,47,47,46,44,45,45,44,43,44,42,45,51,44,42,41,42,39,40,40,38,42,40,40,43,43
00002,0002,Spokane Transit Authority,Active,Full Reporter,96,"Spokane, WA",MB,DO,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,122,122,122,122,122,122,122,122,122,124,124,124,124,124,124,124,124,124,124,124,124,124,111,111,111,111,111,111,111,111,111,111,111,111,116,116,119,117,119,117,109,109,116,116,117,117,142,142,142,142,142,142,142,152,152,152,152,152,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,120,120,120,120,120,120,120,120,120,120,120,120,113,112,112,112,113,113,113,113,114,114,114,114,114,111,111,111,111,111,111,111,111,111,112,112,111,112,112,112,112,110,110,102,110,110,110,110,110,110,110,110,110,110,102,102,110,110,110,110,110,110,110,110,111,111,104,104,110,110,110,110,110,110,110,110,110,112,112,105,110,112,112,112,113,113,113,113,113,113,113,117,117,117,117,117,117,117,117
00002,0002,Spokane Transit Authority,Active,Full Reporter,96,"Spokane, WA",VP,DO,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,30,30,31,32,37,37,37,37,37,37,37,37,37,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,46,46,46,46,46,46,46,46,46,46,46,46,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,94,94,94,94,94,94,94,94,94,94,94,94,79,79,79,79,79,79,79,79,79,79,79,79,82,82,85,86,87,90,90,89,90,90,90,92,92,93,95,97,98,101,97,100,97,95,95,94,95,93,92,92,92,92,92,91,93,95,94,98,96,95,97,97,96,95,93,93,95,98,99,99,98,97,97,97,92,91,92,94,95,96,95,96,97,96,97,94,93,92,90,92,89,88,88,87,87,88,85,85,85,83,83,82,83,84,83,82,80,81,79,80,79,78,79,77,78,78,78,76,76,77,79
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,14,"Seattle, WA",DR,DO,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,31,33,32,32,31,31,31,31,31,30,30,30,29,32,30,32,32,32,32,31,31,30,31,31,31,31,32,31,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,32,33,33,34,36,33,35,36,33,36,35,35,33,33,33,33,33,34,33,33,34,32,33,33,34,33,32,32,33,33,33,32,32,34,33,33,33,33,34,32,33,33,33,35,32,34,32,33,33,34,33,34,34,35,33,34,33,25,26,25,26,26,26,25,26,27,26,25,26,31,30,30,30,31,30,29,29,30,29,30,29,28,29,30,30,30,29,29,29,29,29,29,30,30,29,29,30,29,30,29,29,29,29,28,30,30,29,29,29,29,29,29,30,29,30,29,31,30,30,30,30,30,30,29,30,30,30,29,29,29,30,29,28,28,30,29,29,31,30,29,29,29,28,27,28,29,27
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,14,"Seattle, WA",DR,PT,68,59,63,69,67,69,69,64,59,66,66,67,61,55,54,61,60,64,70,65,66,78,66,59,75,75,74,73,74,76,72,73,74,53,52,52,48,47,49,49,48,46,50,48,50,51,49,47,44,53,56,52,47,48,51,51,53,55,54,51,76,77,76,82,75,74,80,78,82,82,82,82,85,81,81,82,82,86,85,82,85,83,87,87,86,90,85,89,87,88,87,89,97,88,92,83,87,81,82,84,83,77,79,81,90,84,88,84,87,79,83,69,87,81,82,82,81,74,66,65,66,68,64,65,63,65,63,61,61,58,59,59,61,59,58,58,56,54,55,55,55,55,57,59,56,56,56,55,55,55,56,55,54,57,57,57,57,58,57,57,56,56,57,56,54,55,57,57,54,54,56,57,60,59,59,59,60,60,60,58,55,57,58,59,58,61,60,60,58,57,58,57,54,56,55,53,52,54,53,52,54,53,53,55,49,51,52
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,14,"Seattle, WA",MB,DO,177,177,177,177,177,181,181,181,181,187,191,191,191,199,199,199,199,197,197,195,194,194,194,194,194,191,191,191,191,192,192,192,192,198,198,198,135,133,133,133,133,135,135,135,135,135,135,135,135,137,137,137,137,138,138,138,139,139,139,139,144,144,146,146,146,146,148,148,148,158,158,158,158,162,162,162,162,162,162,162,162,162,162,162,162,163,163,163,163,163,163,149,153,153,153,153,153,151,151,151,151,151,151,151,151,151,151,151,151,151,115,115,115,118,118,118,118,104,104,104,104,104,104,104,104,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,106,106,106,106,106,112,112,112,112,120,120,120,120,113,113,113,113,113,110,110,110,116,116,116,116,112,112,112,112,112,112,112,112,118,118,118,118,113,113,113,113,113,115,115,115,120,120,120,113,113,113,113,116,116,118,118,118,123,123,123,123,118,118,118,118,118,118
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,14,"Seattle, WA",VP,DO,208,208,208,208,208,208,208,216,216,216,216,216,250,250,250,250,250,250,250,250,270,270,270,270,269,269,269,269,270,270,270,270,284,284,284,284,284,284,284,289,289,289,291,300,300,300,300,300,261,261,261,261,261,261,261,261,261,261,261,263,263,263,263,263,263,263,263,260,265,268,270,270,274,275,277,277,279,279,287,288,288,290,291,291,291,285,290,289,290,291,290,290,291,291,293,291,292,293,293,293,293,290,292,292,292,293,292,291,289,292,293,293,293,293,293,293,293,293,292,291,293,294,294,295,295,294,295,301,300,301,306,306,306,306,309,311,313,314,313,311,311,309,306,307,308,308,308,311,306,305,306,306,308,308,309,308,303,300,300,296,295,296,299,297,298,301,303,298,302,301,303,301,301,304,308,308,315,318,315,324,322,319,316,315,314,314,312,315,317,315,315,313,309,312,311,316,316,317,319,320,321,321,314,312,308,310,312
00005,0005,Everett Transit,Active,Full Reporter,14,"Seattle, WA",DR,DO,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,18,18,18,19,19,19,18,18,18,18,18,18,19,21,22,18,19,19,18,18,19,19,19,19,19,19,19,18,19,19,18,19,19,18,18,19,20,20,20,19,19,19,19,19,20,19,19,20,20,19,20,19,18,18,19,18,18,18,18,18,18,19,20,19,20,19,21,21,22,21,20,20,20,20,22,23,24,22,22,22,22,21,21,22,22,21,22,20,21,22,21,22,24,22,22,22,21,20,21,21,22,23,23,23,22,21,22,21,21,22,21,22,21,22
00005,0005,Everett Transit,Active,Full Reporter,14,"Seattle, WA",MB,DO,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,31,31,31,31,31,31,31,31,31,31,31
00006,0006,Yakima Transit,Active,Full Reporter,248,"Yakima, WA",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,,,
00006,0006,Yakima Transit,Active,Full Reporter,248,"Yakima, WA",DR,PT,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,0,0,0,0,0,0,18,18,18,17,17,18,18,18,18,19,18,18,15,15,15,16,16,14,15,16,17,18,18,18,19,19,19,19,19,20,20,20,20,20,20,20,19,19,19,19,19,19,20,20,20,24,23,24,18,17,18,19,19,19,18,19,19,19,19,22,20,21,23,21,21,20,20,20,23,22,22,21,26,26,26,22,22,22,22,24,22,23,23,23,25,27,25,26,27,28,28,30,30,30,29,30,29,28,29,28,28,29,29,26,27,26,28,24,26,26,26,25,23,26,26,29,27,25,27,25,26,28,28,28,28,26,26,28,26,26,25,26,25,26,26,26,24,25,25,24,24,25,23,25,26,24,23,26,24,23,22,25,24,25,24,21,23,25,23,25,23,24,23,25,25,25,24,24,,,
00006,0006,Yakima Transit,Active,Full Reporter,248,"Yakima, WA",MB,DO,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,14,14,15,15,15,15,18,19,18,18,18,19,18,18,19,18,19,19,19,19,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,19,18,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,20,20,18,18,18,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19,16,16,20,20,20,19,19,19,19,19,19,19,16,19,19,19,19,19,19,19,19,19,19,19,16,19,19,19,19,19,19,19,19,19,19,19,16,19,19,19,19,19,18,18,18,18,18,18,15,15,18,18,18,18,18,18,18,18,17,17,15,17,17,17,17,17,,,
00006,0006,Yakima Transit,Active,Full Reporter,248,"Yakima, WA",VP,DO,,,,,,,,,,,,,7,7,7,6,7,6,7,7,7,7,8,9,8,9,9,0,0,0,0,0,0,0,0,0,12,12,12,12,11,11,11,10,11,11,12,12,11,10,10,11,10,14,14,13,13,12,12,12,15,15,15,15,15,14,15,16,16,16,17,16,17,17,17,18,22,25,25,26,26,24,25,25,22,21,20,22,21,21,21,20,20,20,19,19,19,20,20,22,24,24,26,26,27,27,26,25,25,25,26,30,30,30,30,29,27,26,26,23,22,23,23,23,24,24,24,24,25,25,23,21,23,23,22,22,23,22,21,21,20,20,20,18,18,18,18,18,18,20,20,20,20,20,20,18,19,20,20,19,19,18,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,15,13,15,13,12,12,14,13,13,13,14,14,12,14,14,14,14,13,13,13,13,13,,,
00007,0007,Lane Transit District,Active,Full Reporter,151,"Eugene, OR",DR,PT,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,28,28,28,28,28,28,30,31,32,32,32,32,32,32,32,36,36,36,36,36,36,37,37,38,37,37,37,37,37,37,37,37,37,37,37,37,41,41,41,41,41,41,41,41,41,41,41,41,51,51,51,48,48,49,47,47,48,48,48,48,55,47,47,50,47,48,47,45,47,49,48,48,49,48,48,47,47,49,49,48,48,49,49,47,49,49,48,48,48,48,47,47,47,48,49,48,48,49,48,48,49,48,48,47,45,46,44,46,47,51,52,54,54,54,48,48,48,49,50,49,49,50,49,49,50,49,48,48,48,49,48,52,43,41,40,40,48,48,51,50,49,54,54,52,52,52,53
00007,0007,Lane Transit District,Active,Full Reporter,151,"Eugene, OR",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,152,157,163,154,158,153,155,145,140,142,142,157,157,157,157,157,157,113,117,121,114,120,118,120,112,128,127,121,122,113,115,119,120,124,125,179,183,119,135,151,125,150,168,167,154,176,161,157,150,130,179,155,179,189,174,166,172,153,164,152,165,161,157,162,132,118,102,107,103,110,98,113,112,121,120,119,124,67,52,52,58,58,60,59,68,76,77,79,83,45,44,51,47,44,48,45,58,47
00007,0007,Lane Transit District,Active,Full Reporter,151,"Eugene, OR",MB,DO,94,94,94,94,94,94,94,94,94,94,94,94,98,98,98,98,98,98,98,98,98,98,98,98,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,92,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,84,84,84,84,84,84,69,69,75,75,75,74,75,78,76,77,77,76,67,67,76,76,75,75,76,75,76,75,75,75,71,72,72,73,75,75,77,73,73,73,74,73,64,63,70,71,70,70,70,70,70,69,71,70,70,70,72,72,72,72,71,72,71,72,72,73,66,66,73,73,73,75,73,74,72,73,74,74,66,66,74,74,74,74,74,74,69,69,69,69,66,66,69,69,69,69,71,71,71
