SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017
162,08,000,15330,00000,00000,0,A,Coal Creek town,Colorado,343,343,343,343,342,337,337,336,341,344
162,08,000,15550,00000,00000,0,A,Cokedale town,Colorado,129,129,128,125,124,119,116,116,116,117
162,08,000,15605,00000,00000,0,A,Collbran town,Colorado,708,703,701,703,702,697,694,692,697,702
162,08,000,16000,00000,00000,0,A,Colorado Springs city,Colorado,416427,417436,420492,427005,432260,437520,441720,448687,457600,464474
162,08,000,16385,00000,00000,0,A,Columbine Valley town,Colorado,1256,1256,1260,1279,1302,1321,1330,1358,1411,1441
162,08,000,16495,00000,00000,0,A,Commerce City city,Colorado,45913,45916,46180,47488,48511,49661,51413,53089,54497,55923
162,08,000,17375,00000,00000,0,A,Cortez city,Colorado,8482,8492,8506,8486,8487,8518,8505,8546,8646,8709
162,08,000,17760,00000,00000,0,A,Craig city,Colorado,9464,9464,9461,9190,9008,8966,8826,8819,8957,8922
162,08,000,17925,00000,00000,0,A,Crawford town,Colorado,431,430,429,421,421,421,415,412,420,422
162,08,000,18310,00000,00000,0,A,Crested Butte town,Colorado,1487,1487,1480,1488,1496,1510,1534,1569,1602,1643
162,08,000,18420,00000,00000,0,A,Crestone town,Colorado,127,127,129,130,132,130,135,136,140,143
162,08,000,18530,00000,00000,0,A,Cripple Creek city,Colorado,1189,1184,1189,1182,1184,1173,1173,1156,1186,1204
162,08,000,18640,00000,00000,0,A,Crook town,Colorado,110,110,110,109,109,108,108,108,108,107
162,08,000,18750,00000,00000,0,A,Crowley town,Colorado,176,176,178,179,174,171,170,166,167,164
162,08,000,19080,00000,00000,0,A,Dacono city,Colorado,4152,4153,4182,4280,4361,4432,4589,4841,5238,5545
162,08,000,19355,00000,00000,0,A,De Beque town,Colorado,504,500,497,501,499,494,493,490,494,500
162,08,000,19630,00000,00000,0,A,Deer Trail town,Colorado,546,546,548,555,564,572,583,618,692,700
162,08,000,19795,00000,00000,0,A,Del Norte town,Colorado,1686,1686,1691,1672,1662,1635,1605,1583,1584,1578
162,08,000,19850,00000,00000,0,A,Delta city,Colorado,8915,8880,8853,8724,8789,8793,8637,8667,8765,8823
162,08,000,20000,00000,00000,0,A,Denver city,Colorado,600158,599813,603218,619356,633798,648049,663271,681618,694777,704621
162,08,000,20440,00000,00000,0,A,Dillon town,Colorado,904,906,908,905,909,921,930,948,960,963
162,08,000,20495,00000,00000,0,A,Dinosaur town,Colorado,339,339,339,329,322,320,317,316,323,325
162,08,000,20770,00000,00000,0,A,Dolores town,Colorado,936,939,940,934,933,936,937,940,951,959
162,08,000,21265,00000,00000,0,A,Dove Creek town,Colorado,735,735,737,728,716,724,703,702,732,733
162,08,000,22035,00000,00000,0,A,Durango city,Colorado,16887,16867,16799,16902,17146,17559,17645,17995,18333,18465
162,08,000,22145,00000,00000,0,A,Eads town,Colorado,609,609,611,617,608,599,591,593,578,590
162,08,000,22200,00000,00000,0,A,Eagle town,Colorado,6508,6506,6499,6484,6521,6562,6626,6707,6804,6867
162,08,000,22860,00000,00000,0,A,Eaton town,Colorado,4365,4376,4395,4454,4530,4631,4793,4900,5048,5224
162,08,000,23025,00000,00000,0,A,Eckley town,Colorado,257,257,257,258,259,260,261,258,259,259
162,08,000,23135,00000,00000,0,A,Edgewater city,Colorado,5170,5162,5167,5197,5233,5262,5299,5301,5329,5308
162,08,000,23740,00000,00000,0,A,Elizabeth town,Colorado,1358,1358,1360,1357,1357,1369,1384,1399,1390,1409
162,08,000,24620,00000,00000,0,A,Empire town,Colorado,282,282,282,280,281,281,284,289,293,301
162,08,000,24785,00000,00000,0,A,Englewood city,Colorado,30255,30259,30359,30750,31251,31695,32538,32996,34140,34407
162,08,000,24950,00000,00000,0,A,Erie town,Colorado,18135,18161,18273,18946,19548,20106,20869,21762,23031,24234
162,08,000,25115,00000,00000,0,A,Estes Park town,Colorado,5858,5919,5937,5988,6064,6119,6177,6253,6349,6339
162,08,000,25280,00000,00000,0,A,Evans city,Colorado,18537,18546,18655,18946,19411,19660,19565,19893,20129,20470
162,08,000,25610,00000,00000,0,A,Fairplay town,Colorado,679,679,683,672,671,679,686,697,718,734
162,08,000,26270,00000,00000,0,A,Federal Heights city,Colorado,11467,11472,11519,11698,11894,12108,12281,12487,12665,12744
162,08,000,26600,00000,00000,0,A,Firestone town,Colorado,10147,10211,10311,10658,10943,11220,11553,11975,12884,13825
162,08,000,26765,00000,00000,0,A,Flagler town,Colorado,561,561,561,567,564,558,559,556,553,549
162,08,000,26875,00000,00000,0,A,Fleming town,Colorado,408,408,409,405,403,402,403,408,407,407
162,08,000,27040,00000,00000,0,A,Florence city,Colorado,3881,3886,3882,3883,3879,3825,3810,3823,3876,3914
162,08,000,27425,00000,00000,0,A,Fort Collins city,Colorado,143986,144651,145045,146291,149020,152059,156058,160234,162308,165080
162,08,000,27700,00000,00000,0,A,Fort Lupton city,Colorado,7377,7405,7433,7501,7591,7653,7740,7773,7865,8163
162,08,000,27810,00000,00000,0,A,Fort Morgan city,Colorado,11315,11350,11377,11437,11344,11303,11219,11231,11252,11281
162,08,000,27865,00000,00000,0,A,Fountain city,Colorado,25846,25944,26149,26612,26981,27835,28271,28740,29323,29804
162,08,000,27975,00000,00000,0,A,Fowler town,Colorado,1182,1182,1184,1182,1169,1156,1148,1138,1139,1144
162,08,000,28105,00000,00000,0,A,Foxfield town,Colorado,685,714,719,731,743,764,773,789,793,787
162,08,000,28305,00000,00000,0,A,Fraser town,Colorado,1224,1224,1217,1194,1159,1166,1190,1209,1252,1276
162,08,000,28360,00000,00000,0,A,Frederick town,Colorado,8679,8658,8708,8940,9359,10113,10822,11277,12025,12687
162,08,000,28690,00000,00000,0,A,Frisco town,Colorado,2683,2686,2697,2709,2750,2818,2889,2989,3075,3129
162,08,000,28745,00000,00000,0,A,Fruita city,Colorado,12646,12685,12645,12780,12823,12841,12933,12977,13105,13294
162,08,000,29185,00000,00000,0,A,Garden City town,Colorado,234,250,251,253,256,259,261,262,263,265
162,08,000,29680,00000,00000,0,A,Genoa town,Colorado,139,139,139,138,138,138,140,142,145,145
162,08,000,29735,00000,00000,0,A,Georgetown town,Colorado,1034,1034,1035,1025,1022,1023,1026,1037,1050,1072
162,08,000,29955,00000,00000,0,A,Gilcrest town,Colorado,1034,1034,1038,1047,1059,1070,1080,1086,1091,1098
162,08,000,30340,00000,00000,0,A,Glendale city,Colorado,4184,4318,4332,4387,4456,4519,5107,5173,5198,5158
162,08,000,30780,00000,00000,0,A,Glenwood Springs city,Colorado,9614,9610,9555,9522,9625,9762,9760,9816,9971,9962
162,08,000,30835,00000,00000,0,A,Golden city,Colorado,18867,18909,19249,19687,19727,19832,20276,20541,20640,20571
162,08,000,31550,00000,00000,0,A,Granada town,Colorado,517,517,517,514,510,507,496,490,491,496
162,08,000,31605,00000,00000,0,A,Granby town,Colorado,1864,1845,1840,1818,1864,1900,1927,1967,2036,2074
162,08,000,31660,00000,00000,0,A,Grand Junction city,Colorado,58566,59102,59102,59710,59882,60013,59861,60588,61448,62475
162,08,000,31715,00000,00000,0,A,Grand Lake town,Colorado,471,471,469,462,452,459,474,480,493,498
162,08,000,32155,00000,00000,0,A,Greeley city,Colorado,92889,92896,93211,94238,95143,96325,98152,100607,103369,105448
162,08,000,32650,00000,00000,0,A,Green Mountain Falls town,Colorado,640,640,645,655,661,667,668,672,687,692
162,08,000,33035,00000,00000,0,A,Greenwood Village city,Colorado,13925,13921,13974,14191,14435,14649,15347,15574,15735,15721
162,08,000,33310,00000,00000,0,A,Grover town,Colorado,137,137,137,139,140,142,143,145,149,150
162,08,000,33640,00000,00000,0,A,Gunnison city,Colorado,5854,5829,5890,5922,5878,6057,6111,6215,6337,6530
162,08,000,33695,00000,00000,0,A,Gypsum town,Colorado,6477,6496,6499,6493,6528,6693,6820,6929,7061,7117
162,08,000,34520,00000,00000,0,A,Hartman town,Colorado,81,76,76,76,75,74,73,73,74,74
162,08,000,34740,00000,00000,0,A,Haswell town,Colorado,68,68,68,71,69,69,67,68,66,67
162,08,000,34960,00000,00000,0,A,Haxtun town,Colorado,946,946,951,934,939,928,933,920,913,914
162,08,000,35070,00000,00000,0,A,Hayden town,Colorado,1810,1806,1801,1784,1789,1817,1853,1873,1897,1932
162,08,000,36610,00000,00000,0,A,Hillrose town,Colorado,264,252,253,254,252,253,251,251,251,251
162,08,000,37215,00000,00000,0,A,Holly town,Colorado,802,794,794,792,786,785,768,760,763,768
162,08,000,37270,00000,00000,0,A,Holyoke city,Colorado,2313,2313,2329,2274,2281,2268,2272,2232,2208,2215
162,08,000,37380,00000,00000,0,A,Hooper town,Colorado,103,103,104,106,103,103,101,102,102,102
162,08,000,37545,00000,00000,0,A,Hotchkiss town,Colorado,944,942,939,923,923,923,906,902,915,924
162,08,000,37600,00000,00000,0,A,Hot Sulphur Springs town,Colorado,663,672,670,658,643,654,675,682,702,708
162,08,000,37820,00000,00000,0,A,Hudson town,Colorado,2356,2352,2358,2371,2526,2545,1558,1562,1567,1638
162,08,000,37875,00000,00000,0,A,Hugo town,Colorado,730,730,730,726,724,722,730,737,743,744
162,08,000,38370,00000,00000,0,A,Idaho Springs city,Colorado,1717,1715,1716,1697,1692,1694,1703,1723,1746,1782
162,08,000,38535,00000,00000,0,A,Ignacio town,Colorado,697,705,707,709,711,716,724,728,728,730
162,08,000,38590,00000,00000,0,A,Iliff town,Colorado,266,266,266,264,263,263,266,266,264,263
162,08,000,39195,00000,00000,0,A,Jamestown town,Colorado,274,274,274,277,281,282,262,266,271,269
162,08,000,39855,00000,00000,0,A,Johnstown town,Colorado,9887,9860,9963,10330,10863,11762,12831,14371,14885,15478
162,08,000,39965,00000,00000,0,A,Julesburg town,Colorado,1225,1225,1219,1219,1223,1201,1198,1217,1235,1201
162,08,000,40185,00000,00000,0,A,Keenesburg town,Colorado,1127,1126,1130,1143,1161,1178,1186,1189,1194,1212
162,08,000,40515,00000,00000,0,A,Kersey town,Colorado,1454,1458,1464,1477,1502,1540,1557,1573,1586,1611
162,08,000,40570,00000,00000,0,A,Kim town,Colorado,74,74,74,71,72,68,67,67,67,68
162,08,000,40790,00000,00000,0,A,Kiowa town,Colorado,723,723,724,724,725,729,740,747,745,753
162,08,000,41010,00000,00000,0,A,Kit Carson town,Colorado,233,233,233,235,236,236,231,227,234,234
162,08,000,41560,00000,00000,0,A,Kremmling town,Colorado,1444,1444,1440,1412,1382,1386,1415,1433,1472,1484
162,08,000,41835,00000,00000,0,A,Lafayette city,Colorado,24453,24473,24555,24819,25747,26615,26857,27388,28015,28328
162,08,000,42055,00000,00000,0,A,La Jara town,Colorado,818,823,828,821,814,807,809,790,791,800
162,08,000,42110,00000,00000,0,A,La Junta city,Colorado,7077,7083,7120,7109,7033,6961,6919,6863,6869,6898
162,08,000,42330,00000,00000,0,A,Lake City town,Colorado,408,408,409,398,385,386,369,364,376,379
162,08,000,42495,00000,00000,0,A,Lakeside town,Colorado,8,8,8,8,8,8,8,8,8,8
162,08,000,43000,00000,00000,0,A,Lakewood city,Colorado,142980,142651,142799,144057,145350,146845,149389,151956,153929,154958
162,08,000,43110,00000,00000,0,A,Lamar city,Colorado,7804,7932,7954,7920,7866,7793,7626,7546,7563,7601
162,08,000,43550,00000,00000,0,A,Larkspur town,Colorado,183,185,186,189,192,193,194,200,200,203
162,08,000,43605,00000,00000,0,A,La Salle town,Colorado,1955,1959,1966,1985,2004,2028,2046,2049,2119,2327
162,08,000,43660,00000,00000,0,A,Las Animas city,Colorado,2410,2410,2409,2354,2309,2245,2184,2219,2196,2207
162,08,000,44100,00000,00000,0,A,La Veta town,Colorado,800,800,795,773,774,759,754,753,772,779
162,08,000,44320,00000,00000,0,A,Leadville city,Colorado,2602,2602,2586,2605,2570,2561,2583,2637,2688,2759
162,08,000,44980,00000,00000,0,A,Limon town,Colorado,1880,1882,1884,1872,1868,1862,1889,1913,1941,1930
162,08,000,45255,00000,00000,0,A,Littleton city,Colorado,41737,41636,41908,43022,43689,44317,44634,46181,46443,47734
162,08,000,45530,00000,00000,0,A,Lochbuie town,Colorado,4726,4726,4809,5089,5226,5300,5396,5503,5814,6353
162,08,000,45695,00000,00000,0,A,Log Lane Village town,Colorado,873,873,875,882,875,874,870,871,864,868
162,08,000,45955,00000,00000,0,A,Lone Tree city,Colorado,10218,11113,11304,11503,11838,13180,13432,13474,13465,13566
162,08,000,45970,00000,00000,0,A,Longmont city,Colorado,86270,86307,86400,87539,88716,90022,90381,91935,92917,94341
162,08,000,46355,00000,00000,0,A,Louisville city,Colorado,18376,18410,18430,18605,19014,19499,19993,20264,20719,21128
162,08,000,46465,00000,00000,0,A,Loveland city,Colorado,66859,66890,67049,69131,70147,71042,72159,74532,76080,76701
162,08,000,47070,00000,00000,0,A,Lyons town,Colorado,2033,2033,2037,2067,2090,2106,2008,2049,2060,2053
162,08,000,48060,00000,00000,0,A,Manassa town,Colorado,991,991,999,994,990,986,990,975,975,990
162,08,000,48115,00000,00000,0,A,Mancos town,Colorado,1336,1338,1341,1334,1336,1342,1348,1359,1404,1415
162,08,000,48445,00000,00000,0,A,Manitou Springs city,Colorado,4992,4991,5029,5118,5198,5224,5211,5235,5285,5322
162,08,000,48500,00000,00000,0,A,Manzanola town,Colorado,434,434,435,434,429,425,422,418,418,423
162,08,000,48555,00000,00000,0,A,Marble town,Colorado,131,130,129,129,129,129,131,133,133,138
162,08,000,49600,00000,00000,0,A,Mead town,Colorado,3405,3437,3470,3547,3770,3963,4078,4437,4511,4575
162,08,000,49875,00000,00000,0,A,Meeker town,Colorado,2475,2475,2451,2495,2464,2433,2391,2334,2320,2295
162,08,000,50040,00000,00000,0,A,Merino town,Colorado,284,284,284,284,283,281,282,282,280,281
162,08,000,50480,00000,00000,0,A,Milliken town,Colorado,5610,5610,5634,5700,5773,5883,6040,6314,6583,7014
162,08,000,50920,00000,00000,0,A,Minturn town,Colorado,1027,1029,1030,1023,1027,1035,1040,1045,1059,1066
162,08,000,51250,00000,00000,0,A,Moffat town,Colorado,116,116,116,116,118,116,114,114,116,119
162,08,000,51635,00000,00000,0,A,Monte Vista city,Colorado,4444,4444,4460,4415,4400,4330,4257,4193,4189,4175
162,08,000,51690,00000,00000,0,A,Montezuma town,Colorado,65,65,65,65,65,66,66,69,69,69
162,08,000,51745,00000,00000,0,A,Montrose city,Colorado,19132,19130,19099,18995,18847,18790,18785,18759,19019,19305
162,08,000,51800,00000,00000,0,A,Monument town,Colorado,5530,6005,6054,6234,6335,6439,6519,6640,6795,7380
162,08,000,52075,00000,00000,0,A,Morrison town,Colorado,428,425,425,427,429,431,432,432,435,434
162,08,000,52350,00000,00000,0,A,Mountain View town,Colorado,507,507,508,511,514,521,526,531,533,537
162,08,000,52550,00000,00000,0,A,Mountain Village town,Colorado,1320,1317,1314,1333,1351,1358,1375,1371,1398,1393
162,08,000,52570,00000,00000,0,A,Mount Crested Butte town,Colorado,801,801,797,796,795,794,801,818,828,842
162,08,000,53120,00000,00000,0,A,Naturita town,Colorado,546,546,544,538,533,530,530,529,534,539
162,08,000,53175,00000,00000,0,A,Nederland town,Colorado,1445,1449,1450,1464,1479,1487,1498,1514,1534,1541
162,08,000,53395,00000,00000,0,A,New Castle town,Colorado,4518,4518,4493,4478,4532,4531,4567,4632,4748,4815
162,08,000,54330,00000,00000,0,A,Northglenn city,Colorado,35789,35767,35895,36373,36885,37358,38395,38842,39078,38928
162,08,000,54880,00000,00000,0,A,Norwood town,Colorado,518,526,527,533,539,541,555,559,571,573
162,08,000,54935,00000,00000,0,A,Nucla town,Colorado,711,711,710,704,701,698,702,700,706,717
162,08,000,55045,00000,00000,0,A,Nunn town,Colorado,416,418,420,423,428,437,443,444,449,456
162,08,000,55155,00000,00000,0,A,Oak Creek town,Colorado,884,883,879,874,873,881,895,901,906,926
162,08,000,55540,00000,00000,0,A,Olathe town,Colorado,1849,1849,1842,1823,1804,1794,1789,1781,1797,1813
162,08,000,55705,00000,00000,0,A,Olney Springs town,Colorado,345,345,348,351,342,334,333,327,329,323
162,08,000,55870,00000,00000,0,A,Ophir town,Colorado,159,161,161,163,164,165,167,167,169,171
162,08,000,55980,00000,00000,0,A,Orchard City town,Colorado,3119,3119,3111,3064,3068,3069,3024,3007,3063,3096
162,08,000,56145,00000,00000,0,A,Ordway town,Colorado,1080,1080,1090,1099,1073,1050,1044,1020,1026,1009
162,08,000,56365,00000,00000,0,A,Otis town,Colorado,475,475,476,470,464,468,466,473,479,487
162,08,000,56420,00000,00000,0,A,Ouray city,Colorado,1000,998,1002,990,1005,1009,995,982,1016,1013
162,08,000,56475,00000,00000,0,A,Ovid town,Colorado,318,318,317,316,317,313,312,317,322,314
162,08,000,56860,00000,00000,0,A,Pagosa Springs town,Colorado,1727,1726,1719,1711,1732,1751,1764,1790,1869,1940
162,08,000,56970,00000,00000,0,A,Palisade town,Colorado,2692,2644,2636,2641,2662,2654,2647,2658,2675,2686
162,08,000,57025,00000,00000,0,A,Palmer Lake town,Colorado,2420,2410,2428,2473,2513,2554,2587,2634,2694,2728
162,08,000,57245,00000,00000,0,A,Paoli town,Colorado,34,34,34,33,34,33,33,33,33,34
162,08,000,57300,00000,00000,0,A,Paonia town,Colorado,1451,1458,1455,1432,1430,1429,1399,1392,1412,1421
162,08,000,57400,00000,00000,0,A,Parachute town,Colorado,1085,1085,1078,1076,1089,1091,1093,1100,1117,1115
162,08,000,57630,00000,00000,0,A,Parker town,Colorado,45297,45335,45516,46067,46993,48307,49447,51026,52657,54202
162,08,000,58235,00000,00000,0,A,Peetz town,Colorado,238,238,238,236,235,233,236,236,237,236
162,08,000,59005,00000,00000,0,A,Pierce town,Colorado,834,830,833,841,850,859,867,872,1057,1113
162,08,000,59830,00000,00000,0,A,Pitkin town,Colorado,66,66,66,66,66,67,67,69,70,71
162,08,000,60160,00000,00000,0,A,Platteville town,Colorado,2485,2487,2499,2525,2558,2585,2614,2624,2723,2743
162,08,000,60600,00000,00000,0,A,Poncha Springs town,Colorado,737,726,726,733,740,754,749,764,766,862
162,08,000,61315,00000,00000,0,A,Pritchett town,Colorado,140,140,141,139,137,135,132,131,131,131
162,08,000,62000,00000,00000,0,A,Pueblo city,Colorado,106595,106544,106831,107159,107505,107708,107816,108904,110044,111127
162,08,000,62660,00000,00000,0,A,Ramah town,Colorado,123,123,124,125,126,127,126,127,128,129
162,08,000,62880,00000,00000,0,A,Rangely town,Colorado,2365,2365,2400,2403,2460,2447,2414,2372,2357,2332
162,08,000,63045,00000,00000,0,A,Raymer (New Raymer) town,Colorado,96,98,98,99,100,103,104,106,107,109
162,08,000,63265,00000,00000,0,A,Red Cliff town,Colorado,267,267,268,266,266,269,274,277,279,273
162,08,000,64090,00000,00000,0,A,Rico town,Colorado,265,265,266,262,258,262,254,255,264,266
162,08,000,64200,00000,00000,0,A,Ridgway town,Colorado,924,888,889,877,889,895,906,921,964,973
162,08,000,64255,00000,00000,0,A,Rifle city,Colorado,9172,9367,9319,9290,9396,9404,9413,9494,9663,9661
162,08,000,64970,00000,00000,0,A,Rockvale town,Colorado,487,487,486,495,496,493,492,493,499,509
162,08,000,65190,00000,00000,0,A,Rocky Ford city,Colorado,3957,3957,3962,3955,3909,3871,3843,3809,3811,3827
162,08,000,65740,00000,00000,0,A,Romeo town,Colorado,404,404,406,406,405,404,404,397,400,406
162,08,000,66895,00000,00000,0,A,Rye town,Colorado,153,153,153,155,155,155,156,157,160,160
162,08,000,67005,00000,00000,0,A,Saguache town,Colorado,485,485,486,486,493,483,477,478,488,498
162,08,000,67280,00000,00000,0,A,Salida city,Colorado,5236,5238,5236,5269,5309,5398,5385,5453,5724,5856
162,08,000,67830,00000,00000,0,A,Sanford town,Colorado,879,879,884,882,880,874,879,863,864,876
162,08,000,68105,00000,00000,0,A,San Luis town,Colorado,629,629,630,641,635,624,620,616,631,636
162,08,000,68655,00000,00000,0,A,Sawpit town,Colorado,40,38,38,38,39,39,39,39,42,42
162,08,000,68930,00000,00000,0,A,Sedgwick town,Colorado,146,146,145,145,145,143,142,145,147,143
162,08,000,69040,00000,00000,0,A,Seibert town,Colorado,181,181,181,183,182,180,217,219,218,216
162,08,000,69150,00000,00000,0,A,Severance town,Colorado,3165,3173,3212,3289,3368,3437,3562,3749,4042,4275
162,08,000,69645,00000,00000,0,A,Sheridan city,Colorado,5664,5664,5685,5754,5860,5924,5972,6058,6085,6098
162,08,000,69700,00000,00000,0,A,Sheridan Lake town,Colorado,88,88,88,91,90,88,87,87,85,86
162,08,000,70195,00000,00000,0,A,Silt town,Colorado,2930,2934,2919,2911,2964,2969,2993,3032,3107,3129
162,08,000,70250,00000,00000,0,A,Silver Cliff town,Colorado,587,584,590,584,574,575,579,588,609,644
162,08,000,70360,00000,00000,0,A,Silver Plume town,Colorado,170,170,170,168,168,168,169,171,174,177
162,08,000,70525,00000,00000,0,A,Silverthorne town,Colorado,3887,3903,3918,3918,3959,4040,4254,4372,4516,4658
162,08,000,70580,00000,00000,0,A,Silverton town,Colorado,637,637,645,629,630,629,648,626,627,650
162,08,000,70635,00000,00000,0,A,Simla town,Colorado,618,618,619,617,617,621,628,637,632,638
162,08,000,71755,00000,00000,0,A,Snowmass Village town,Colorado,2826,2822,2822,2818,2836,2861,2884,2848,2783,2769
162,08,000,72395,00000,00000,0,A,South Fork town,Colorado,386,378,379,376,374,368,362,357,357,356
162,08,000,73330,00000,00000,0,A,Springfield town,Colorado,1451,1451,1458,1449,1430,1404,1379,1365,1363,1370
162,08,000,73715,00000,00000,0,A,Starkville town,Colorado,59,59,59,57,56,53,51,51,51,52
162,08,000,73825,00000,00000,0,A,Steamboat Springs city,Colorado,12088,12084,12061,11959,11939,12103,12337,12487,12687,12965
162,08,000,73935,00000,00000,0,A,Sterling city,Colorado,14777,14783,14199,14182,13972,13832,14050,14021,13975,13961
162,08,000,74485,00000,00000,0,A,Stratton town,Colorado,658,662,661,668,667,661,661,657,655,652
