NTD_ID,Legacy NTD ID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Expense Type,2015
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Reduced Reporter,CB,DO,Funds Expended on Operations,4474.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,40568.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,360009.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,9748.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,239247.00
47,47,City of Corvallis,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,0.00
47,47,City of Corvallis,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,0.00
48,48,Lewiston Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
48,48,Lewiston Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,6492.00
48,48,Lewiston Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
48,48,Lewiston Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,31210.00
49,49,"vRide, Inc. - Anchorage",Full Reporter,Full Reporter,VP,DO,Funds Earned During Period,1175529.00
51,51,Asotin County PTBA,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
51,51,Asotin County PTBA,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,7614.00
51,51,Asotin County PTBA,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
51,51,Asotin County PTBA,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,33365.00
51,51,Asotin County PTBA,Reduced Reporter,Reduced Reporter,VP,DO,Funds Expended on Capital,0.00
51,51,Asotin County PTBA,Reduced Reporter,Reduced Reporter,VP,DO,Funds Expended on Operations,85053.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
54,54,King County Ferry District,Full Reporter,Full Reporter,FB,DO,Funds Earned During Period,1982612.00
55,55,Kootenai County,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
55,55,Kootenai County,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,0.00
55,55,Kootenai County,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
55,55,Kootenai County,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,0.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Full Reporter,CB,DO,Funds Earned During Period,254256.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,85021.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,79538.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,229362.00
58,58,City of Portland,Full Reporter,Full Reporter,SR,PT,Funds Earned During Period,498003.00
58,58,City of Portland,Full Reporter,Full Reporter,TR,PT,Funds Earned During Period,604065.00
59,59,Josephine County,Reduced Reporter,Reduced Reporter,CB,DO,Funds Expended on Capital,0.00
59,59,Josephine County,Reduced Reporter,Reduced Reporter,CB,DO,Funds Expended on Operations,37226.00
59,59,Josephine County,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
59,59,Josephine County,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,29020.00
59,59,Josephine County,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
59,59,Josephine County,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,87355.00
60,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
60,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
61,61,City of Albany,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
61,61,City of Albany,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,30000.00
61,61,City of Albany,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
61,61,City of Albany,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,56140.00
63,63,City of Milton-Freewater,Reduced Reporter,Reduced Reporter,DT,PT,Funds Expended on Capital,0.00
63,63,City of Milton-Freewater,Reduced Reporter,Reduced Reporter,DT,PT,Funds Expended on Operations,6246.00
63,63,City of Milton-Freewater,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
63,63,City of Milton-Freewater,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,3867.00
64,64,Valley Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
64,64,Valley Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,21795.00
64,64,Valley Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
64,64,Valley Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,153308.00
64,64,Valley Transit,Reduced Reporter,Reduced Reporter,VP,DO,Funds Expended on Capital,0.00
64,64,Valley Transit,Reduced Reporter,Reduced Reporter,VP,DO,Funds Expended on Operations,28922.00
65,65,Benton County,Reduced Reporter,Reduced Reporter,CB,PT,Funds Expended on Capital,29114.00
65,65,Benton County,Reduced Reporter,Reduced Reporter,CB,PT,Funds Expended on Operations,29114.00
65,65,Benton County,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,79441.00
65,65,Benton County,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,79441.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,914.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,45239.00
95,0T11,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
95,0T11,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
103,0T16,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
103,0T16,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,PT,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,PT,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,DT,PT,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,DT,PT,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,PT,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,PT,Funds Expended on Operations,0.00
127,0T07,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
127,0T07,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,7192.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,18803.00
159,0T18,Tetlin Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
159,0T18,Tetlin Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
167,0T19,Native Village of Crooked Creek,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
167,0T19,Native Village of Crooked Creek,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
175,0T20,Manley Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
175,0T20,Manley Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,3955.00
183,0T21,Quinault Tribe of the Quinault Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
183,0T21,Quinault Tribe of the Quinault Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
199,0T23,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,0.00
199,0T23,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,293273.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Capital,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Operations,4435.00
231,0T33,Confederated Tribes of Warm Springs,Reduced Reporter,Tribe,MB,PT,Funds Expended on Capital,3818.00
231,0T33,Confederated Tribes of Warm Springs,Reduced Reporter,Tribe,MB,PT,Funds Expended on Operations,3818.00
239,0T34,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
239,0T34,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.00
247,0T29,Native Village of Noatak,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
247,0T29,Native Village of Noatak,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.00
279,0T40,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.00
279,0T40,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,3924.00
400,,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
400,,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
401,,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.00
401,,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,801178.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,22484.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,51626.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,19076441.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,32796.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
