NTD_ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,2016
14,0T14,Sitka Tribe of Alaska,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
14,0T14,Sitka Tribe of Alaska,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,17938.00
15,0T15,Snoqualmie Indian Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
15,0T15,Snoqualmie Indian Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
16,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,31743.00
16,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,160952.00
16,16,RiverCities Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,1875.00
17,0T17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
17,0T17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
17,0T17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribal,VP,DO,Funds Expended on Capital,0.00
17,0T17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribal,VP,DO,Funds Expended on Operations,10683.00
18,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,304891.00
18,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,32694.00
18,18,Ben Franklin Transit,Full Reporter,Urban,DT,PT,Funds Earned During Period,152090.00
18,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,1316704.00
18,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,2122070.00
19,19,Intercity Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,243220.00
19,19,Intercity Transit,Full Reporter,Urban,CB,PT,Funds Earned During Period,64014.00
19,19,Intercity Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,285297.00
19,19,Intercity Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,2569963.00
19,19,Intercity Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,1544524.00
20,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,311177.00
20,20,Kitsap Transit,Full Reporter,Urban,DT,PT,Funds Earned During Period,362.00
20,20,Kitsap Transit,Full Reporter,Urban,FB,PT,Funds Earned During Period,495647.00
20,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,4147052.00
20,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,481700.00
21,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,79745.00
21,21,Whatcom Transportation Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,107.00
21,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,2427484.00
21,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,199396.00
22,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
22,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,40163.00
22,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
22,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,86224.00
23,23,City of Seattle - Seattle Center Monorail Transit,Full Reporter,Urban,MG,PT,Funds Earned During Period,4212142.00
24,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,3468331.00
24,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,398374.00
24,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,3432785.00
24,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,221495.00
25,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,388919.00
25,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,2305504.00
25,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Funds Earned During Period,488651.00
28,28,Pierce County Ferry Operations,Full Reporter,Urban,FB,PT,Funds Earned During Period,2369795.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Funds Earned During Period,4496567.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Funds Earned During Period,14936054.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Funds Earned During Period,379461.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,7985564.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Funds Earned During Period,2797527.00
30,0T30,Chickaloon Native Village,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
30,0T30,Chickaloon Native Village,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,5523.00
31,0T31,Shoshone-Bannock Tribes,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
31,0T31,Shoshone-Bannock Tribes,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,16550.00
32,0T32,Skokomish Indian Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
32,0T32,Skokomish Indian Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
34,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Funds Earned During Period,147408.00
34,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Funds Earned During Period,1001600.00
35,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Funds Earned During Period,40721339.00
36,0T36,Makah Tribal Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
36,0T36,Makah Tribal Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,585.00
40,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,27491588.00
40,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,8702703.00
40,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,13579238.00
40,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Funds Earned During Period,30786785.00
40,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Funds Earned During Period,0.00
41,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Funds Earned During Period,21161796.00
42,42,Targhee Regional Public Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
42,42,Targhee Regional Public Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,27077.00
42,42,Targhee Regional Public Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
42,42,Targhee Regional Public Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,14875.00
43,43,Link Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,32362.00
43,43,Link Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,731.00
43,43,Link Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,603505.00
44,44,Skagit Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,107963.00
44,44,Skagit Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,6254.00
44,44,Skagit Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,296409.00
44,44,Skagit Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,448544.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,0.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,6108.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,41590.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
45,45,Fairbanks North Star Borough Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,369335.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,7609.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
46,46,South Metro Area Regional Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,182626.00
47,47,City of Corvallis,Full Reporter,Urban,DR,PT,Funds Earned During Period,0.00
47,47,City of Corvallis,Full Reporter,Urban,MB,PT,Funds Earned During Period,0.00
48,48,Lewiston Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
48,48,Lewiston Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,5725.00
48,48,Lewiston Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
48,48,Lewiston Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,33602.00
51,51,Asotin County PTBA,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
51,51,Asotin County PTBA,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,7174.00
51,51,Asotin County PTBA,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
51,51,Asotin County PTBA,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,32835.00
51,51,Asotin County PTBA,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0.00
51,51,Asotin County PTBA,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,68740.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
53,53,Coeur d'Alene Tribe dba Citylink Transit,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
55,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
55,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0.00
55,55,Kootenai County,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
55,55,Kootenai County,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,Funds Earned During Period,344769.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,Funds Earned During Period,84673.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Funds Earned During Period,72706.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,Funds Earned During Period,1688.00
57,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Funds Earned During Period,261036.00
58,58,City of Portland,Full Reporter,Urban,SR,PT,Funds Earned During Period,854201.00
58,58,City of Portland,Full Reporter,Urban,TR,PT,Funds Earned During Period,719488.00
59,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,0.00
59,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,40426.00
59,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
59,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,27570.00
59,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
59,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,69787.00
60,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
60,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
61,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
61,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,34805.00
61,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
61,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,51619.00
63,63,City of Milton-Freewater,Reduced Reporter,Urban,DT,PT,Funds Expended on Capital,0.00
63,63,City of Milton-Freewater,Reduced Reporter,Urban,DT,PT,Funds Expended on Operations,5895.00
63,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
63,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,3984.00
64,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
64,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,22164.00
64,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
64,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,147224.00
64,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0.00
64,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,30218.00
65,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Capital,0.00
65,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Operations,20506.00
65,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
65,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,75764.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,2771.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
85,0T08,Gulkana Village Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,32891.00
95,0T11,Lummi Nation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
95,0T11,Lummi Nation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
103,0T16,Squaxin Island Tribe,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
103,0T16,Squaxin Island Tribe,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
111,0T03,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribal,CB,DO,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribal,CB,DO,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribal,DT,PT,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribal,DT,PT,Funds Expended on Operations,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
127,0T07,Cowlitz Indian Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
127,0T07,Cowlitz Indian Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,6455.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
135,0T12,Nez Perce Tribe,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,13655.00
159,0T18,Tetlin Village Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
159,0T18,Tetlin Village Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
175,0T20,Manley Village Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
175,0T20,Manley Village Council,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,5030.00
183,0T21,Quinault Tribe of the Quinault Reservation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
183,0T21,Quinault Tribe of the Quinault Reservation,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,3836.00
199,0T23,Seldovia Village Tribe,Reduced Reporter,Tribal,FB,DO,Funds Expended on Capital,0.00
199,0T23,Seldovia Village Tribe,Reduced Reporter,Tribal,FB,DO,Funds Expended on Operations,250878.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribal,VP,DO,Funds Expended on Capital,0.00
207,0T24,Spokane Tribe of Indians,Reduced Reporter,Tribal,VP,DO,Funds Expended on Operations,12030.00
239,0T34,Ketchikan Indian Community,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
239,0T34,Ketchikan Indian Community,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
247,0T29,Native Village of Noatak,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
247,0T29,Native Village of Noatak,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,0.00
271,0T41,Nome Eskimo Community,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
271,0T41,Nome Eskimo Community,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
279,0T40,Hydaburg Cooperative Association,Reduced Reporter,Tribal,DR,DO,Funds Expended on Capital,0.00
279,0T40,Hydaburg Cooperative Association,Reduced Reporter,Tribal,DR,DO,Funds Expended on Operations,3797.00
400,,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
400,,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
401,,Lower Elwha Klallam Tribe,Reduced Reporter,Tribal,MB,DO,Funds Expended on Capital,0.00
401,,Lower Elwha Klallam Tribe,Reduced Reporter,Tribal,MB,DO,Funds Expended on Operations,0.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,711636.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,7862.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,59533.00
10001,1001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,18289032.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,36364.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
10002,1002,Manchester Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,630852.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,198331440.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,6004661.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT,Funds Earned During Period,9882834.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,Funds Earned During Period,222241032.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,Funds Earned During Period,82500965.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,86360860.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,248844.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO,Funds Earned During Period,11818751.00
10003,1003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,TB,DO,Funds Earned During Period,1666656.00
10004,1004,Brockton Area Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,1196167.00
10004,1004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,2692088.00
10005,1005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,55960.00
10005,1005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,68411.00
10005,1005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,1246794.00
10006,1006,Southeastern Regional Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,133545.00
10006,1006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,2368425.00
10007,1007,Berkshire Regional Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,133092.00
10007,1007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,787413.00
10008,1008,Pioneer Valley Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,803792.00
