,CBSA,MNAME,Year,POP_CENSUSTRACT
1317,19820,"Detroit-Warren-Livonia, MI Metro Area",2007,1135273
1318,19820,"Detroit-Warren-Livonia, MI Metro Area",2008,1146382
1319,19820,"Detroit-Warren-Livonia, MI Metro Area",2009,1157491
1320,19820,"Detroit-Warren-Livonia, MI Metro Area",2010,1168600
1321,19820,"Detroit-Warren-Livonia, MI Metro Area",2011,1179709
1322,19820,"Detroit-Warren-Livonia, MI Metro Area",2012,1171366
1323,19820,"Detroit-Warren-Livonia, MI Metro Area",2013,1163419
1324,19820,"Detroit-Warren-Livonia, MI Metro Area",2014,1159459
1325,19820,"Detroit-Warren-Livonia, MI Metro Area",2015,1155412
1326,19820,"Detroit-Warren-Livonia, MI Metro Area",2016,1153858
1327,19820,"Detroit-Warren-Livonia, MI Metro Area",2017,1153443
1328,19820,"Detroit-Warren-Livonia, MI Metro Area",2018,1152743.25
1329,20220,"Dubuque, IA Metro Area",2005,23185
1330,20220,"Dubuque, IA Metro Area",2006,22872
1331,20220,"Dubuque, IA Metro Area",2007,22559
1332,20220,"Dubuque, IA Metro Area",2008,22246
1333,20220,"Dubuque, IA Metro Area",2009,21933
1334,20220,"Dubuque, IA Metro Area",2010,21620
1335,20220,"Dubuque, IA Metro Area",2011,21307
1336,20220,"Dubuque, IA Metro Area",2012,21369
1337,20220,"Dubuque, IA Metro Area",2013,21326
1338,20220,"Dubuque, IA Metro Area",2014,21324
1339,20220,"Dubuque, IA Metro Area",2015,21338
1340,20220,"Dubuque, IA Metro Area",2016,21366
1341,20220,"Dubuque, IA Metro Area",2017,21040
1342,20220,"Dubuque, IA Metro Area",2018,20802.5
1343,20260,"Duluth, MN-WI Metro Area",2005,24062
1344,20260,"Duluth, MN-WI Metro Area",2006,23550
1345,20260,"Duluth, MN-WI Metro Area",2007,23038
1346,20260,"Duluth, MN-WI Metro Area",2008,22526
1347,20260,"Duluth, MN-WI Metro Area",2009,22014
1348,20260,"Duluth, MN-WI Metro Area",2010,21502
1349,20260,"Duluth, MN-WI Metro Area",2011,20990
1350,20260,"Duluth, MN-WI Metro Area",2012,21241
1351,20260,"Duluth, MN-WI Metro Area",2013,21268
1352,20260,"Duluth, MN-WI Metro Area",2014,21348
1353,20260,"Duluth, MN-WI Metro Area",2015,21647
1354,20260,"Duluth, MN-WI Metro Area",2016,22090
1355,20260,"Duluth, MN-WI Metro Area",2017,21793
1356,20260,"Duluth, MN-WI Metro Area",2018,21681
1357,20500,"Durham-Chapel Hill, NC Metro Area",2005,58373
1358,20500,"Durham-Chapel Hill, NC Metro Area",2006,56589
1359,20500,"Durham-Chapel Hill, NC Metro Area",2007,54805
1360,20500,"Durham-Chapel Hill, NC Metro Area",2008,53021
1361,20500,"Durham-Chapel Hill, NC Metro Area",2009,51237
1362,20500,"Durham-Chapel Hill, NC Metro Area",2010,49453
1363,20500,"Durham-Chapel Hill, NC Metro Area",2011,47669
1364,20500,"Durham-Chapel Hill, NC Metro Area",2012,48059
1365,20500,"Durham-Chapel Hill, NC Metro Area",2013,49802
1366,20500,"Durham-Chapel Hill, NC Metro Area",2014,50532
1367,20500,"Durham-Chapel Hill, NC Metro Area",2015,50730
1368,20500,"Durham-Chapel Hill, NC Metro Area",2016,51430
1369,20500,"Durham-Chapel Hill, NC Metro Area",2017,51725
1370,20500,"Durham-Chapel Hill, NC Metro Area",2018,52121.25
1371,20740,"Eau Claire, WI Metro Area",2005,12410
1372,20740,"Eau Claire, WI Metro Area",2006,12208
1373,20740,"Eau Claire, WI Metro Area",2007,12006
1374,20740,"Eau Claire, WI Metro Area",2008,11804
1375,20740,"Eau Claire, WI Metro Area",2009,11602
1376,20740,"Eau Claire, WI Metro Area",2010,11400
1377,20740,"Eau Claire, WI Metro Area",2011,11198
1378,20740,"Eau Claire, WI Metro Area",2012,11467
1379,20740,"Eau Claire, WI Metro Area",2013,11422
1380,20740,"Eau Claire, WI Metro Area",2014,11582
1381,20740,"Eau Claire, WI Metro Area",2015,11437
1382,20740,"Eau Claire, WI Metro Area",2016,11503
1383,20740,"Eau Claire, WI Metro Area",2017,11296
1384,20740,"Eau Claire, WI Metro Area",2018,11157.25
1385,20940,"El Centro, CA Metro Area",2005,40166
1386,20940,"El Centro, CA Metro Area",2006,39817
1387,20940,"El Centro, CA Metro Area",2007,39468
1388,20940,"El Centro, CA Metro Area",2008,39119
1389,20940,"El Centro, CA Metro Area",2009,38770
1390,20940,"El Centro, CA Metro Area",2010,38421
1391,20940,"El Centro, CA Metro Area",2011,38072
1392,20940,"El Centro, CA Metro Area",2012,38801
1393,20940,"El Centro, CA Metro Area",2013,39830
1394,20940,"El Centro, CA Metro Area",2014,39902
1395,20940,"El Centro, CA Metro Area",2015,40424
1396,20940,"El Centro, CA Metro Area",2016,39883
1397,20940,"El Centro, CA Metro Area",2017,38822
1398,20940,"El Centro, CA Metro Area",2018,37891
1399,21060,"Elizabethtown, KY Metro Area",2005,
1400,21060,"Elizabethtown, KY Metro Area",2006,
1401,21060,"Elizabethtown, KY Metro Area",2007,
1402,21060,"Elizabethtown, KY Metro Area",2008,
1403,21060,"Elizabethtown, KY Metro Area",2009,
1404,21060,"Elizabethtown, KY Metro Area",2010,
1405,21060,"Elizabethtown, KY Metro Area",2011,
1406,21060,"Elizabethtown, KY Metro Area",2012,
1407,21060,"Elizabethtown, KY Metro Area",2013,
1408,21060,"Elizabethtown, KY Metro Area",2014,
1409,21060,"Elizabethtown, KY Metro Area",2015,
1410,21060,"Elizabethtown, KY Metro Area",2016,
1411,21060,"Elizabethtown, KY Metro Area",2017,
1412,21060,"Elizabethtown, KY Metro Area",2018,0
1413,21140,"Elkhart-Goshen, IN Metro Area",2005,12356
1414,21140,"Elkhart-Goshen, IN Metro Area",2006,12786
1415,21140,"Elkhart-Goshen, IN Metro Area",2007,13216
1416,21140,"Elkhart-Goshen, IN Metro Area",2008,13646
1417,21140,"Elkhart-Goshen, IN Metro Area",2009,14076
1418,21140,"Elkhart-Goshen, IN Metro Area",2010,14506
1419,21140,"Elkhart-Goshen, IN Metro Area",2011,14936
1420,21140,"Elkhart-Goshen, IN Metro Area",2012,14788
1421,21140,"Elkhart-Goshen, IN Metro Area",2013,14907
1422,21140,"Elkhart-Goshen, IN Metro Area",2014,13983
1423,21140,"Elkhart-Goshen, IN Metro Area",2015,14499
1424,21140,"Elkhart-Goshen, IN Metro Area",2016,13796
1425,21140,"Elkhart-Goshen, IN Metro Area",2017,13951
1426,21140,"Elkhart-Goshen, IN Metro Area",2018,13891.5
1427,21300,"Elmira, NY Metro Area",2005,13326
1428,21300,"Elmira, NY Metro Area",2006,12921
1429,21300,"Elmira, NY Metro Area",2007,12516
1430,21300,"Elmira, NY Metro Area",2008,12111
1431,21300,"Elmira, NY Metro Area",2009,11706
1432,21300,"Elmira, NY Metro Area",2010,11301
1433,21300,"Elmira, NY Metro Area",2011,10896
1434,21300,"Elmira, NY Metro Area",2012,10849
1435,21300,"Elmira, NY Metro Area",2013,10907
1436,21300,"Elmira, NY Metro Area",2014,10734
1437,21300,"Elmira, NY Metro Area",2015,10798
1438,21300,"Elmira, NY Metro Area",2016,11452
1439,21300,"Elmira, NY Metro Area",2017,11553
1440,21300,"Elmira, NY Metro Area",2018,11792.25
1441,21340,"El Paso, TX Metro Area",2005,387855
1442,21340,"El Paso, TX Metro Area",2006,388911
1443,21340,"El Paso, TX Metro Area",2007,389967
1444,21340,"El Paso, TX Metro Area",2008,391023
1445,21340,"El Paso, TX Metro Area",2009,392079
1446,21340,"El Paso, TX Metro Area",2010,393135
1447,21340,"El Paso, TX Metro Area",2011,394191
1448,21340,"El Paso, TX Metro Area",2012,395485
1449,21340,"El Paso, TX Metro Area",2013,393611
1450,21340,"El Paso, TX Metro Area",2014,392474
1451,21340,"El Paso, TX Metro Area",2015,390091
1452,21340,"El Paso, TX Metro Area",2016,387962
1453,21340,"El Paso, TX Metro Area",2017,383256
1454,21340,"El Paso, TX Metro Area",2018,379194.25
1455,21340,"El Paso, TX Metro Area",2005,387855
1456,21340,"El Paso, TX Metro Area",2006,388911
1457,21340,"El Paso, TX Metro Area",2007,389967
1458,21340,"El Paso, TX Metro Area",2008,391023
1459,21340,"El Paso, TX Metro Area",2009,392079
1460,21340,"El Paso, TX Metro Area",2010,393135
1461,21340,"El Paso, TX Metro Area",2011,394191
1462,21340,"El Paso, TX Metro Area",2012,395485
1463,21340,"El Paso, TX Metro Area",2013,393611
1464,21340,"El Paso, TX Metro Area",2014,392474
1465,21340,"El Paso, TX Metro Area",2015,390091
1466,21340,"El Paso, TX Metro Area",2016,387962
1467,21340,"El Paso, TX Metro Area",2017,383256
1468,21340,"El Paso, TX Metro Area",2018,379194.25
1469,21500,"Erie, PA Metro Area",2005,81239
1470,21500,"Erie, PA Metro Area",2006,80207
1471,21500,"Erie, PA Metro Area",2007,79175
1472,21500,"Erie, PA Metro Area",2008,78143
1473,21500,"Erie, PA Metro Area",2009,77111
1474,21500,"Erie, PA Metro Area",2010,76079
1475,21500,"Erie, PA Metro Area",2011,75047
1476,21500,"Erie, PA Metro Area",2012,74909
1477,21500,"Erie, PA Metro Area",2013,74569
1478,21500,"Erie, PA Metro Area",2014,73988
1479,21500,"Erie, PA Metro Area",2015,73605
1480,21500,"Erie, PA Metro Area",2016,73355
1481,21500,"Erie, PA Metro Area",2017,72700
1482,21500,"Erie, PA Metro Area",2018,72146.25
1483,21660,"Eugene-Springfield, OR Metro Area",2005,63687
1484,21660,"Eugene-Springfield, OR Metro Area",2006,63683
1485,21660,"Eugene-Springfield, OR Metro Area",2007,63679
1486,21660,"Eugene-Springfield, OR Metro Area",2008,63675
1487,21660,"Eugene-Springfield, OR Metro Area",2009,63671
1488,21660,"Eugene-Springfield, OR Metro Area",2010,63667
1489,21660,"Eugene-Springfield, OR Metro Area",2011,63663
1490,21660,"Eugene-Springfield, OR Metro Area",2012,64632
1491,21660,"Eugene-Springfield, OR Metro Area",2013,64411
1492,21660,"Eugene-Springfield, OR Metro Area",2014,64644
1493,21660,"Eugene-Springfield, OR Metro Area",2015,66195
1494,21660,"Eugene-Springfield, OR Metro Area",2016,67277
1495,21660,"Eugene-Springfield, OR Metro Area",2017,68140
1496,21660,"Eugene-Springfield, OR Metro Area",2018,69057.75
1497,21780,"Evansville, IN-KY Metro Area",2005,34616
1498,21780,"Evansville, IN-KY Metro Area",2006,34287
1499,21780,"Evansville, IN-KY Metro Area",2007,33958
1500,21780,"Evansville, IN-KY Metro Area",2008,33629
1501,21780,"Evansville, IN-KY Metro Area",2009,33300
1502,21780,"Evansville, IN-KY Metro Area",2010,32971
1503,21780,"Evansville, IN-KY Metro Area",2011,32642
1504,21780,"Evansville, IN-KY Metro Area",2012,32130
1505,21780,"Evansville, IN-KY Metro Area",2013,31537
1506,21780,"Evansville, IN-KY Metro Area",2014,30727
1507,21780,"Evansville, IN-KY Metro Area",2015,31446
1508,21780,"Evansville, IN-KY Metro Area",2016,31471
1509,21780,"Evansville, IN-KY Metro Area",2017,31177
1510,21780,"Evansville, IN-KY Metro Area",2018,30962.75
1511,21820,"Fairbanks, AK Metro Area",2005,1304
1512,21820,"Fairbanks, AK Metro Area",2006,1385
1513,21820,"Fairbanks, AK Metro Area",2007,1466
1514,21820,"Fairbanks, AK Metro Area",2008,1547
1515,21820,"Fairbanks, AK Metro Area",2009,1628
1516,21820,"Fairbanks, AK Metro Area",2010,1709
1517,21820,"Fairbanks, AK Metro Area",2011,1790
1518,21820,"Fairbanks, AK Metro Area",2012,1886
1519,21820,"Fairbanks, AK Metro Area",2013,1854
1520,21820,"Fairbanks, AK Metro Area",2014,1926
1521,21820,"Fairbanks, AK Metro Area",2015,1769
1522,21820,"Fairbanks, AK Metro Area",2016,1474
1523,21820,"Fairbanks, AK Metro Area",2017,1330
1524,21820,"Fairbanks, AK Metro Area",2018,1148.25
1525,22020,"Fargo, ND-MN Metro Area",2005,53152
1526,22020,"Fargo, ND-MN Metro Area",2006,52615
1527,22020,"Fargo, ND-MN Metro Area",2007,52078
1528,22020,"Fargo, ND-MN Metro Area",2008,51541
1529,22020,"Fargo, ND-MN Metro Area",2009,51004
1530,22020,"Fargo, ND-MN Metro Area",2010,50467
1531,22020,"Fargo, ND-MN Metro Area",2011,49930
1532,22020,"Fargo, ND-MN Metro Area",2012,50758
1533,22020,"Fargo, ND-MN Metro Area",2013,51281
1534,22020,"Fargo, ND-MN Metro Area",2014,51609
1535,22020,"Fargo, ND-MN Metro Area",2015,51429
1536,22020,"Fargo, ND-MN Metro Area",2016,51719
1537,22020,"Fargo, ND-MN Metro Area",2017,50557
1538,22020,"Fargo, ND-MN Metro Area",2018,49758
1539,22180,"Fayetteville, NC Metro Area",2005,4994
1540,22180,"Fayetteville, NC Metro Area",2006,4993
1541,22180,"Fayetteville, NC Metro Area",2007,4992
1542,22180,"Fayetteville, NC Metro Area",2008,4991
1543,22180,"Fayetteville, NC Metro Area",2009,4990
1544,22180,"Fayetteville, NC Metro Area",2010,4989
1545,22180,"Fayetteville, NC Metro Area",2011,4988
1546,22180,"Fayetteville, NC Metro Area",2012,4976
1547,22180,"Fayetteville, NC Metro Area",2013,4867
1548,22180,"Fayetteville, NC Metro Area",2014,4829
1549,22180,"Fayetteville, NC Metro Area",2015,4851
1550,22180,"Fayetteville, NC Metro Area",2016,4815
1551,22180,"Fayetteville, NC Metro Area",2017,5008
1552,22180,"Fayetteville, NC Metro Area",2018,5143.75
1553,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2005,12584
1554,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2006,12758
1555,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2007,12932
1556,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2008,13106
1557,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2009,13280
1558,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2010,13454
1559,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2011,13628
1560,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2012,13675
1561,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2013,14446
1562,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2014,14569
1563,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,14648
1564,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,14737
1565,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,14808
1566,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2018,14883.5
1567,22380,"Flagstaff, AZ Metro Area",2005,13369
1568,22380,"Flagstaff, AZ Metro Area",2006,13401
1569,22380,"Flagstaff, AZ Metro Area",2007,13433
1570,22380,"Flagstaff, AZ Metro Area",2008,13465
1571,22380,"Flagstaff, AZ Metro Area",2009,13497
1572,22380,"Flagstaff, AZ Metro Area",2010,13529
1573,22380,"Flagstaff, AZ Metro Area",2011,13561
1574,22380,"Flagstaff, AZ Metro Area",2012,13683
1575,22380,"Flagstaff, AZ Metro Area",2013,14122
1576,22380,"Flagstaff, AZ Metro Area",2014,14352
1577,22380,"Flagstaff, AZ Metro Area",2015,15322
1578,22380,"Flagstaff, AZ Metro Area",2016,16409
1579,22380,"Flagstaff, AZ Metro Area",2017,17038
1580,22380,"Flagstaff, AZ Metro Area",2018,17781.5
1581,22420,"Flint, MI Metro Area",2005,16027
1582,22420,"Flint, MI Metro Area",2006,16766
1583,22420,"Flint, MI Metro Area",2007,17505
1584,22420,"Flint, MI Metro Area",2008,18244
1585,22420,"Flint, MI Metro Area",2009,18983
1586,22420,"Flint, MI Metro Area",2010,19722
1587,22420,"Flint, MI Metro Area",2011,20461
1588,22420,"Flint, MI Metro Area",2012,20469
1589,22420,"Flint, MI Metro Area",2013,20358
1590,22420,"Flint, MI Metro Area",2014,20375
1591,22420,"Flint, MI Metro Area",2015,20133
1592,22420,"Flint, MI Metro Area",2016,19262
1593,22420,"Flint, MI Metro Area",2017,18780
1594,22420,"Flint, MI Metro Area",2018,18200.75
1595,22500,"Florence, SC Metro Area",2005,2854
1596,22500,"Florence, SC Metro Area",2006,2624
1597,22500,"Florence, SC Metro Area",2007,2394
1598,22500,"Florence, SC Metro Area",2008,2164
1599,22500,"Florence, SC Metro Area",2009,1934
1600,22500,"Florence, SC Metro Area",2010,1704
1601,22500,"Florence, SC Metro Area",2011,1474
1602,22500,"Florence, SC Metro Area",2012,1711
1603,22500,"Florence, SC Metro Area",2013,1773
1604,22500,"Florence, SC Metro Area",2014,1747
1605,22500,"Florence, SC Metro Area",2015,2011
1606,22500,"Florence, SC Metro Area",2016,2163
1607,22500,"Florence, SC Metro Area",2017,2010
1608,22500,"Florence, SC Metro Area",2018,1933.25
1609,22540,"Fond du Lac, WI Metro Area",2005,12114
1610,22540,"Fond du Lac, WI Metro Area",2006,12033
1611,22540,"Fond du Lac, WI Metro Area",2007,11952
1612,22540,"Fond du Lac, WI Metro Area",2008,11871
1613,22540,"Fond du Lac, WI Metro Area",2009,11790
1614,22540,"Fond du Lac, WI Metro Area",2010,11709
1615,22540,"Fond du Lac, WI Metro Area",2011,11628
1616,22540,"Fond du Lac, WI Metro Area",2012,11752
1617,22540,"Fond du Lac, WI Metro Area",2013,12036
1618,22540,"Fond du Lac, WI Metro Area",2014,11954
1619,22540,"Fond du Lac, WI Metro Area",2015,12129
1620,22540,"Fond du Lac, WI Metro Area",2016,12017
1621,22540,"Fond du Lac, WI Metro Area",2017,11895
1622,22540,"Fond du Lac, WI Metro Area",2018,11775.5
1623,22660,"Fort Collins-Loveland, CO Metro Area",2005,51799
1624,22660,"Fort Collins-Loveland, CO Metro Area",2006,50544
1625,22660,"Fort Collins-Loveland, CO Metro Area",2007,49289
1626,22660,"Fort Collins-Loveland, CO Metro Area",2008,48034
1627,22660,"Fort Collins-Loveland, CO Metro Area",2009,46779
1628,22660,"Fort Collins-Loveland, CO Metro Area",2010,45524
1629,22660,"Fort Collins-Loveland, CO Metro Area",2011,44269
1630,22660,"Fort Collins-Loveland, CO Metro Area",2012,45710
1631,22660,"Fort Collins-Loveland, CO Metro Area",2013,46208
1632,22660,"Fort Collins-Loveland, CO Metro Area",2014,47030
1633,22660,"Fort Collins-Loveland, CO Metro Area",2015,47960
1634,22660,"Fort Collins-Loveland, CO Metro Area",2016,48652
1635,22660,"Fort Collins-Loveland, CO Metro Area",2017,48045
1636,22660,"Fort Collins-Loveland, CO Metro Area",2018,47762.75
1637,22900,"Fort Smith, AR-OK Metro Area",2005,6783
1638,22900,"Fort Smith, AR-OK Metro Area",2006,7173
1639,22900,"Fort Smith, AR-OK Metro Area",2007,7563
1640,22900,"Fort Smith, AR-OK Metro Area",2008,7953
1641,22900,"Fort Smith, AR-OK Metro Area",2009,8343
1642,22900,"Fort Smith, AR-OK Metro Area",2010,8733
1643,22900,"Fort Smith, AR-OK Metro Area",2011,9123
1644,22900,"Fort Smith, AR-OK Metro Area",2012,9030
1645,22900,"Fort Smith, AR-OK Metro Area",2013,9806
1646,22900,"Fort Smith, AR-OK Metro Area",2014,9801
1647,22900,"Fort Smith, AR-OK Metro Area",2015,9285
1648,22900,"Fort Smith, AR-OK Metro Area",2016,9705
1649,22900,"Fort Smith, AR-OK Metro Area",2017,9432
1650,22900,"Fort Smith, AR-OK Metro Area",2018,9332.25
1651,23060,"Fort Wayne, IN Metro Area",2005,40000
1652,23060,"Fort Wayne, IN Metro Area",2006,40747
1653,23060,"Fort Wayne, IN Metro Area",2007,41494
1654,23060,"Fort Wayne, IN Metro Area",2008,42241
1655,23060,"Fort Wayne, IN Metro Area",2009,42988
1656,23060,"Fort Wayne, IN Metro Area",2010,43735
1657,23060,"Fort Wayne, IN Metro Area",2011,44482
1658,23060,"Fort Wayne, IN Metro Area",2012,43580
1659,23060,"Fort Wayne, IN Metro Area",2013,43001
1660,23060,"Fort Wayne, IN Metro Area",2014,42795
1661,23060,"Fort Wayne, IN Metro Area",2015,43211
1662,23060,"Fort Wayne, IN Metro Area",2016,43792
1663,23060,"Fort Wayne, IN Metro Area",2017,43768
1664,23060,"Fort Wayne, IN Metro Area",2018,43895.25
1665,23420,"Fresno, CA Metro Area",2005,376390
1666,23420,"Fresno, CA Metro Area",2006,376726
1667,23420,"Fresno, CA Metro Area",2007,377062
1668,23420,"Fresno, CA Metro Area",2008,377398
1669,23420,"Fresno, CA Metro Area",2009,377734
1670,23420,"Fresno, CA Metro Area",2010,378070
1671,23420,"Fresno, CA Metro Area",2011,378406
1672,23420,"Fresno, CA Metro Area",2012,380264
1673,23420,"Fresno, CA Metro Area",2013,380636
1674,23420,"Fresno, CA Metro Area",2014,380286
1675,23420,"Fresno, CA Metro Area",2015,382498
1676,23420,"Fresno, CA Metro Area",2016,383480
1677,23420,"Fresno, CA Metro Area",2017,382329
1678,23420,"Fresno, CA Metro Area",2018,381711.25
1679,23540,"Gainesville, FL Metro Area",2005,43077
1680,23540,"Gainesville, FL Metro Area",2006,44485
1681,23540,"Gainesville, FL Metro Area",2007,45893
1682,23540,"Gainesville, FL Metro Area",2008,47301
1683,23540,"Gainesville, FL Metro Area",2009,48709
1684,23540,"Gainesville, FL Metro Area",2010,50117
1685,23540,"Gainesville, FL Metro Area",2011,51525
1686,23540,"Gainesville, FL Metro Area",2012,51229
1687,23540,"Gainesville, FL Metro Area",2013,51397
1688,23540,"Gainesville, FL Metro Area",2014,51671
1689,23540,"Gainesville, FL Metro Area",2015,51414
1690,23540,"Gainesville, FL Metro Area",2016,51898
1691,23540,"Gainesville, FL Metro Area",2017,52956
1692,23540,"Gainesville, FL Metro Area",2018,53870.5
1693,23580,"Gainesville, GA Metro Area",2005,8321
1694,23580,"Gainesville, GA Metro Area",2006,8387
1695,23580,"Gainesville, GA Metro Area",2007,8453
1696,23580,"Gainesville, GA Metro Area",2008,8519
1697,23580,"Gainesville, GA Metro Area",2009,8585
1698,23580,"Gainesville, GA Metro Area",2010,8651
1699,23580,"Gainesville, GA Metro Area",2011,8717
1700,23580,"Gainesville, GA Metro Area",2012,8352
1701,23580,"Gainesville, GA Metro Area",2013,8432
1702,23580,"Gainesville, GA Metro Area",2014,8444
1703,23580,"Gainesville, GA Metro Area",2015,8423
1704,23580,"Gainesville, GA Metro Area",2016,8812
1705,23580,"Gainesville, GA Metro Area",2017,9352
1706,23580,"Gainesville, GA Metro Area",2018,9854.25
1707,24020,"Glens Falls, NY Metro Area",2005,14535
1708,24020,"Glens Falls, NY Metro Area",2006,14568
1709,24020,"Glens Falls, NY Metro Area",2007,14601
1710,24020,"Glens Falls, NY Metro Area",2008,14634
1711,24020,"Glens Falls, NY Metro Area",2009,14667
1712,24020,"Glens Falls, NY Metro Area",2010,14700
1713,24020,"Glens Falls, NY Metro Area",2011,14733
1714,24020,"Glens Falls, NY Metro Area",2012,14696
1715,24020,"Glens Falls, NY Metro Area",2013,14652
1716,24020,"Glens Falls, NY Metro Area",2014,14574
1717,24020,"Glens Falls, NY Metro Area",2015,14496
1718,24020,"Glens Falls, NY Metro Area",2016,14422
1719,24020,"Glens Falls, NY Metro Area",2017,14428
1720,24020,"Glens Falls, NY Metro Area",2018,14414
1721,24220,"Grand Forks, ND-MN Metro Area",2005,20226
1722,24220,"Grand Forks, ND-MN Metro Area",2006,19877
1723,24220,"Grand Forks, ND-MN Metro Area",2007,19528
1724,24220,"Grand Forks, ND-MN Metro Area",2008,19179
1725,24220,"Grand Forks, ND-MN Metro Area",2009,18830
1726,24220,"Grand Forks, ND-MN Metro Area",2010,18481
1727,24220,"Grand Forks, ND-MN Metro Area",2011,18132
1728,24220,"Grand Forks, ND-MN Metro Area",2012,18719
1729,24220,"Grand Forks, ND-MN Metro Area",2013,18648
1730,24220,"Grand Forks, ND-MN Metro Area",2014,18934
1731,24220,"Grand Forks, ND-MN Metro Area",2015,19401
1732,24220,"Grand Forks, ND-MN Metro Area",2016,19253
1733,24220,"Grand Forks, ND-MN Metro Area",2017,18934
1734,24220,"Grand Forks, ND-MN Metro Area",2018,18657.75
1735,24300,"Grand Junction, CO Metro Area",2005,15334
1736,24300,"Grand Junction, CO Metro Area",2006,15203
1737,24300,"Grand Junction, CO Metro Area",2007,15072
1738,24300,"Grand Junction, CO Metro Area",2008,14941
1739,24300,"Grand Junction, CO Metro Area",2009,14810
1740,24300,"Grand Junction, CO Metro Area",2010,14679
1741,24300,"Grand Junction, CO Metro Area",2011,14548
1742,24300,"Grand Junction, CO Metro Area",2012,14532
1743,24300,"Grand Junction, CO Metro Area",2013,15351
1744,24300,"Grand Junction, CO Metro Area",2014,15289
1745,24300,"Grand Junction, CO Metro Area",2015,15291
1746,24300,"Grand Junction, CO Metro Area",2016,15555
1747,24300,"Grand Junction, CO Metro Area",2017,15231
1748,24300,"Grand Junction, CO Metro Area",2018,15054
1749,24340,"Grand Rapids-Wyoming, MI Metro Area",2005,148740
1750,24340,"Grand Rapids-Wyoming, MI Metro Area",2006,151505
1751,24340,"Grand Rapids-Wyoming, MI Metro Area",2007,154270
1752,24340,"Grand Rapids-Wyoming, MI Metro Area",2008,157035
1753,24340,"Grand Rapids-Wyoming, MI Metro Area",2009,159800
1754,24340,"Grand Rapids-Wyoming, MI Metro Area",2010,162565
1755,24340,"Grand Rapids-Wyoming, MI Metro Area",2011,165330
1756,24340,"Grand Rapids-Wyoming, MI Metro Area",2012,165454
1757,24340,"Grand Rapids-Wyoming, MI Metro Area",2013,165304
1758,24340,"Grand Rapids-Wyoming, MI Metro Area",2014,166080
1759,24340,"Grand Rapids-Wyoming, MI Metro Area",2015,166741
1760,24340,"Grand Rapids-Wyoming, MI Metro Area",2016,168362
1761,24340,"Grand Rapids-Wyoming, MI Metro Area",2017,169368
1762,24340,"Grand Rapids-Wyoming, MI Metro Area",2018,170527.75
1763,24500,"Great Falls, MT Metro Area",2005,11731
1764,24500,"Great Falls, MT Metro Area",2006,11407
1765,24500,"Great Falls, MT Metro Area",2007,11083
1766,24500,"Great Falls, MT Metro Area",2008,10759
1767,24500,"Great Falls, MT Metro Area",2009,10435
1768,24500,"Great Falls, MT Metro Area",2010,10111
1769,24500,"Great Falls, MT Metro Area",2011,9787
1770,24500,"Great Falls, MT Metro Area",2012,10041
1771,24500,"Great Falls, MT Metro Area",2013,10036
1772,24500,"Great Falls, MT Metro Area",2014,9841
1773,24500,"Great Falls, MT Metro Area",2015,10143
1774,24500,"Great Falls, MT Metro Area",2016,9958
1775,24500,"Great Falls, MT Metro Area",2017,9868
1776,24500,"Great Falls, MT Metro Area",2018,9754.25
1777,24540,"Greeley, CO Metro Area",2005,21802
1778,24540,"Greeley, CO Metro Area",2006,22249
1779,24540,"Greeley, CO Metro Area",2007,22696
1780,24540,"Greeley, CO Metro Area",2008,23143
1781,24540,"Greeley, CO Metro Area",2009,23590
1782,24540,"Greeley, CO Metro Area",2010,24037
1783,24540,"Greeley, CO Metro Area",2011,24484
1784,24540,"Greeley, CO Metro Area",2012,24981
1785,24540,"Greeley, CO Metro Area",2013,25558
1786,24540,"Greeley, CO Metro Area",2014,25001
1787,24540,"Greeley, CO Metro Area",2015,25194
1788,24540,"Greeley, CO Metro Area",2016,25555
1789,24540,"Greeley, CO Metro Area",2017,25697
1790,24540,"Greeley, CO Metro Area",2018,25893.75
1791,24580,"Green Bay, WI Metro Area",2005,34724
1792,24580,"Green Bay, WI Metro Area",2006,34646
1793,24580,"Green Bay, WI Metro Area",2007,34568
1794,24580,"Green Bay, WI Metro Area",2008,34490
1795,24580,"Green Bay, WI Metro Area",2009,34412
1796,24580,"Green Bay, WI Metro Area",2010,34334
1797,24580,"Green Bay, WI Metro Area",2011,34256
1798,24580,"Green Bay, WI Metro Area",2012,34944
