5 digit NTD ID,4 digit NTD ID,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY, Fares FY , Operating Expenses FY , Average Cost per Trip FY , Average Fares per Trip FY 
00002,0002,Spokane Transit Authority,DR,PT,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164,"387,847",248,"409,271",2016,12,2016,"2,292,840","240,398",9.54," $192,427 "," $4,027,458 ", $16.75 , $0.80 
00002,0002,Spokane Transit Authority,MB,DO,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164,"387,847",248,"409,271",2016,12,2016,"38,708,432","10,261,816",3.77," $7,517,135 "," $45,917,132 ", $4.47 , $0.73 
00002,0002,Spokane Transit Authority,VP,DO,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164,"387,847",248,"409,271",2016,12,2016,"5,135,838","193,006",26.61," $569,848 "," $654,275 ", $3.39 , $2.95 
00003,0003,Pierce County Transportation Benefit Area Authority,DR,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"547,975",2016,12,2016,"805,020","106,022",7.59," $97,116 "," $6,753,090 ", $63.70 , $0.92 
00003,0003,Pierce County Transportation Benefit Area Authority,DR,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"547,975",2016,12,2016,"1,867,810","241,969",7.72," $221,644 "," $11,169,146 ", $46.16 , $0.92 
00003,0003,Pierce County Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"547,975",2016,12,2016,"34,869,094","8,588,447",4.06," $8,576,749 "," $63,778,532 ", $7.43 , $1.00 
00003,0003,Pierce County Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"547,975",2016,12,2016,"23,037,936","828,348",27.81," $3,017,326 "," $4,355,729 ", $5.26 , $3.64 
00005,0005,Everett Transit,DR,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",34,"106,736",2016,12,2016,"642,464","118,357",5.43," $103,809 "," $6,151,501 ", $51.97 , $0.88 
00005,0005,Everett Transit,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",34,"106,736",2016,12,2016,"7,364,883","1,948,785",3.78," $1,287,776 "," $13,844,938 ", $7.10 , $0.66 
00006,0006,Yakima Transit,CB,PT,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2016,12,2016,"1,102,720","23,845",46.25," $212,775 "," $508,116 ", $21.31 , $8.92 
00006,0006,Yakima Transit,DR,PT,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2016,12,2016,"260,086","78,946",3.29," $120,722 "," $1,181,677 ", $14.97 , $1.53 
00006,0006,Yakima Transit,MB,DO,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2016,12,2016,"3,959,360","1,033,510",3.83," $828,202 "," $5,914,174 ", $5.72 , $0.80 
00006,0006,Yakima Transit,VP,DO,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2016,12,2016,"2,270,025","49,286",46.06," $162,052 "," $206,839 ", $4.20 , $3.29 
00007,0007,Lane Transit District,DR,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2016,6,2016,"1,686,408","197,944",8.52," $313,677 "," $6,219,894 ", $31.42 , $1.58 
00007,0007,Lane Transit District,DT,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2016,6,2016,"3,796,654","306,356",12.39, $-   ," $9,132,083 ", $29.81 , $-   
00007,0007,Lane Transit District,MB,DO,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2016,6,2016,"29,875,059","7,457,631",4.01," $5,205,513 "," $31,641,487 ", $4.24 , $0.70 
00007,0007,Lane Transit District,MB,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2016,6,2016,"698,534","15,968",43.75," $28,461 "," $223,335 ", $13.99 , $1.78 
00007,0007,Lane Transit District,RB,DO,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2016,6,2016,"7,487,397","2,689,562",2.78," $1,914,337 "," $4,717,777 ", $1.75 , $0.71 
00007,0007,Lane Transit District,VP,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2016,6,2016,"2,425,217","43,135",56.22," $214,498 "," $386,577 ", $8.96 , $4.97 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,CR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,,,,,,,
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,"8,551,496","925,818",9.24," $7,312,066 "," $33,364,427 ", $36.04 , $7.90 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DT,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,"1,481,489","138,744",10.68," $1,095,793 "," $4,938,111 ", $35.59 , $7.90 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,LR,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,"216,465,191","40,198,185",5.38," $49,059,712 "," $128,642,637 ", $3.20 , $1.22 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,MB,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,"277,385,619","59,982,440",4.62," $66,843,094 "," $251,249,183 ", $4.19 , $1.11 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,SR,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,,,,,,,
00008,0008,Tri-County Metropolitan Transportation District of Oregon,YR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",534,"1,560,803",2016,6,2016,"3,884,138","457,374",8.49," $540,148 "," $7,898,519 ", $17.27 , $1.18 
00011,0011,Valley Regional Transit,DR,DO,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2016,9,2016,"336,265","57,104",5.89," $94,984 "," $1,854,330 ", $32.47 , $1.66 
00011,0011,Valley Regional Transit,DR,PT,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2016,9,2016,,,,,,,
00011,0011,Valley Regional Transit,MB,DO,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2016,9,2016,"9,581,727","1,367,634",7.01," $790,719 "," $9,571,214 ", $7.00 , $0.58 
00011,0011,Valley Regional Transit,MB,PT,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2016,9,2016,,,,,,,
00012,0012,Municipality of Anchorage - Public Transportation Department,DR,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"299,037",2016,12,2016,"988,072","174,245",5.67," $1,168,554 "," $6,072,582 ", $34.85 , $6.71 
00012,0012,Municipality of Anchorage - Public Transportation Department,MB,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"299,037",2016,12,2016,"17,251,699","3,450,261",5.00," $3,904,205 "," $23,154,945 ", $6.71 , $1.13 
00012,0012,Municipality of Anchorage - Public Transportation Department,MB,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"299,037",2016,12,2016,,,,,,,
00012,0012,Municipality of Anchorage - Public Transportation Department,VP,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"299,037",2016,12,2016,"6,352,584","193,227",32.88," $932,106 "," $1,175,723 ", $6.08 , $4.82 
00016,0016,RiverCities Transit,DR,PT,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33,"63,952",23,"49,200",2016,12,2016,"178,244","49,893",3.57," $31,743 "," $1,409,229 ", $28.25 , $0.64 
00016,0016,RiverCities Transit,MB,DO,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33,"63,952",23,"49,200",2016,12,2016,"1,647,118","396,896",4.15," $160,952 "," $3,005,450 ", $7.57 , $0.41 
00016,0016,RiverCities Transit,VP,DO,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33,"63,952",23,"49,200",2016,12,2016,"20,693",310,66.75," $1,875 "," $27,101 ", $87.42 , $6.05 
00018,0018,Ben Franklin Transit,DR,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"251,151",2016,12,2016,"2,484,791","308,165",8.06," $304,891 "," $11,899,980 ", $38.62 , $0.99 
00018,0018,Ben Franklin Transit,DR,PT,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"251,151",2016,12,2016,"612,507","72,042",8.50," $32,694 "," $1,246,228 ", $17.30 , $0.45 
00018,0018,Ben Franklin Transit,DT,PT,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"251,151",2016,12,2016,"987,853","122,942",8.04," $152,090 "," $2,205,629 ", $17.94 , $1.24 
00018,0018,Ben Franklin Transit,MB,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"251,151",2016,12,2016,"9,976,099","2,419,818",4.12," $1,316,704 "," $13,583,483 ", $5.61 , $0.54 
00018,0018,Ben Franklin Transit,VP,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"251,151",2016,12,2016,"22,376,350","709,319",31.55," $2,122,070 "," $2,388,642 ", $3.37 , $2.99 
00019,0019,Intercity Transit,CB,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"178,328",2016,12,2016,"4,292,854","170,456",25.18," $243,220 "," $2,661,077 ", $15.61 , $1.43 
00019,0019,Intercity Transit,DR,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"178,328",2016,12,2016,"1,080,120","172,852",6.25," $285,297 "," $8,619,392 ", $49.87 , $1.65 
00019,0019,Intercity Transit,MB,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"178,328",2016,12,2016,"14,445,045","3,943,343",3.66," $2,569,963 "," $21,929,973 ", $5.56 , $0.65 
00019,0019,Intercity Transit,VP,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"178,328",2016,12,2016,"21,589,247","602,430",35.84," $1,544,524 "," $1,654,236 ", $2.75 , $2.56 
00020,0020,Kitsap Transit,DR,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2016,12,2016,"1,799,200","290,509",6.19," $311,177 "," $10,852,630 ", $37.36 , $1.07 
00020,0020,Kitsap Transit,DT,PT,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2016,12,2016,946,112,8.45, $362 ," $8,163 ", $72.88 , $3.23 
00020,0020,Kitsap Transit,FB,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2016,12,2016,,,,,,,
00020,0020,Kitsap Transit,FB,PT,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2016,12,2016,"756,306","487,279",1.55," $495,647 "," $2,239,558 ", $4.60 , $1.02 
00020,0020,Kitsap Transit,MB,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2016,12,2016,"13,655,920","2,596,174",5.26," $4,147,052 "," $20,268,077 ", $7.81 , $1.60 
00020,0020,Kitsap Transit,VP,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2016,12,2016,"3,588,680","175,920",20.40," $481,700 "," $959,633 ", $5.45 , $2.74 
00021,0021,Whatcom Transportation Authority,DR,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"212,357",2016,12,2016,"1,268,426","211,866",5.99," $79,745 "," $7,627,308 ", $36.00 , $0.38 
00021,0021,Whatcom Transportation Authority,DR,PT,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"212,357",2016,12,2016,,,,,,,
00021,0021,Whatcom Transportation Authority,DT,PT,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"212,357",2016,12,2016,"34,590","2,700",12.81, $107 ," $50,683 ", $18.77 , $0.04 
00021,0021,Whatcom Transportation Authority,MB,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"212,357",2016,12,2016,"13,714,443","4,701,668",2.92," $2,427,484 "," $18,163,451 ", $3.86 , $0.52 
00021,0021,Whatcom Transportation Authority,VP,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"212,357",2016,12,2016,"2,122,996","51,944",40.87," $199,396 "," $289,587 ", $5.58 , $3.84 
00022,0022,City of Pocatello,DR,DO,Active,Reduced Reporter,Pocatello,ID,395,"Pocatello, ID",31,"69,809",27,"81,730",2017,9,2017,,,,,,,
00022,0022,City of Pocatello,MB,DO,Active,Reduced Reporter,Pocatello,ID,395,"Pocatello, ID",31,"69,809",27,"81,730",2017,9,2017,,,,,,,
00023,0023,City of Seattle - Seattle Center Monorail Transit,MG,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393",83,"495,500",2016,12,2016,"2,018,996","2,243,329",0.90," $4,212,142 "," $4,331,066 ", $1.93 , $1.88 
00023,0023,City of Seattle - Seattle Center Monorail Transit,MO,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393",83,"495,500",2016,12,2016,,,,,,,
00024,0024,Clark County Public Transportation Benefit Area Authority,CB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"390,611",2016,12,2016,"9,122,388","793,296",11.50," $3,468,331 "," $6,255,639 ", $7.89 , $4.37 
00024,0024,Clark County Public Transportation Benefit Area Authority,DR,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"390,611",2016,12,2016,"1,825,707","249,532",7.32," $398,374 "," $11,666,292 ", $46.75 , $1.60 
00024,0024,Clark County Public Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"390,611",2016,12,2016,"21,818,184","4,828,803",4.52," $3,432,785 "," $29,731,580 ", $6.16 , $0.71 
00024,0024,Clark County Public Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"390,611",2016,12,2016,"1,858,333","68,864",26.99," $221,495 "," $493,700 ", $7.17 , $3.22 
00025,0025,Salem Area Mass Transit District,DR,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",76,"236,632",2016,6,2016,0,"560,070",0.00," $388,919 "," $15,163,755 ", $27.07 , $0.69 
00025,0025,Salem Area Mass Transit District,MB,DO,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",76,"236,632",2016,6,2016,"10,556,745","2,999,022",3.52," $2,305,504 "," $21,699,414 ", $7.24 , $0.77 
00025,0025,Salem Area Mass Transit District,VP,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",76,"236,632",2016,6,2016,"3,199,040","78,774",40.61," $488,651 "," $245,285 ", $3.11 , $6.20 
00028,0028,Pierce County Ferry Operations,FB,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",233,"844,490",2016,12,2016,"1,620,398","405,581",4.00," $2,369,795 "," $4,835,568 ", $11.92 , $5.84 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,CB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",261,"737,745",2016,12,2016,"20,608,613","1,184,766",17.39," $4,496,567 "," $13,968,911 ", $11.79 , $3.80 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,CB,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",261,"737,745",2016,12,2016,"30,510,312","1,683,375",18.12," $14,936,054 "," $8,912,740 ", $5.29 , $8.87 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",261,"737,745",2016,12,2016,"2,313,676","194,175",11.92," $379,461 "," $7,668,221 ", $39.49 , $1.95 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",261,"737,745",2016,12,2016,"34,469,566","6,321,906",5.45," $7,985,564 "," $62,545,771 ", $9.89 , $1.26 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,MB,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",261,"737,745",2016,12,2016,,,,,,,
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",261,"737,745",2016,12,2016,"21,723,615","867,776",25.03," $2,797,527 "," $4,282,406 ", $4.93 , $3.22 
00033,0R03-021,Senior Services of Snohomish County,DR,DO,Inactive,,Seattle,WA,14,"Seattle, WA",,,,,2007,,,,,,,,,
00034,0034,Rogue Valley Transportation District,DR,DO,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2016,6,2016,,,,,,,
00034,0034,Rogue Valley Transportation District,DR,PT,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2016,6,2016,"397,648","51,681",7.69," $147,408 "," $1,891,227 ", $36.59 , $2.85 
00034,0034,Rogue Valley Transportation District,MB,DO,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2016,6,2016,"5,798,714","1,048,592",5.53," $1,001,600 "," $6,328,621 ", $6.04 , $0.96 
00034,0034,Rogue Valley Transportation District,VP,PT,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2016,6,2016,,,,,,,
00035,0035,Washington State Ferries,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,945","3,919,300",2017,6,2017,"192,462,676","24,239,866",7.94," $41,670,964 "," $241,245,546 ", $9.95 , $1.72 
00040,0040,Central Puget Sound Regional Transit Authority,CB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,"204,735,725","14,825,139",13.81," $27,491,588 "," $97,761,911 ", $6.59 , $1.85 
00040,0040,Central Puget Sound Regional Transit Authority,CB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,"59,370,043","3,645,267",16.29," $8,702,703 "," $20,821,023 ", $5.71 , $2.39 
00040,0040,Central Puget Sound Regional Transit Authority,CR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,"106,687,816","4,312,113",24.74," $13,579,238 "," $44,414,515 ", $10.30 , $3.15 
00040,0040,Central Puget Sound Regional Transit Authority,DR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,LR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,"122,981,301","19,011,368",6.47," $30,786,785 "," $85,122,030 ", $4.48 , $1.62 
00040,0040,Central Puget Sound Regional Transit Authority,LR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,MB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,MB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,SR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","2,988,000",2016,12,2016,"823,782","938,315",0.88, $-   ," $4,411,476 ", $4.70 , $-   
00041,0041,Alaska Railroad Corporation,AR,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",266,"352,701",2016,12,2016,"22,971,386","187,309",122.64," $21,161,796 "," $46,903,500 ", $250.41 , $112.98 
00042,0042,Targhee Regional Public Transit Authority,DR,DO,Active,Reduced Reporter,Idaho Falls,ID,321,"Idaho Falls, ID",45,"90,733",552,"127,290",2016,9,2016,,,,,,,
00042,0042,Targhee Regional Public Transit Authority,MB,DO,Active,Reduced Reporter,Idaho Falls,ID,321,"Idaho Falls, ID",45,"90,733",552,"127,290",2016,9,2016,,,,,,,
00042,0042,Targhee Regional Public Transit Authority,MB,PT,Active,Reduced Reporter,Idaho Falls,ID,321,"Idaho Falls, ID",45,"90,733",552,"127,290",2016,9,2016,,,,,,,
00043,0043,Link Transit,DR,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31,"67,227",197,"108,660",2016,12,2016,"199,522","49,533",4.03," $32,362 "," $1,958,540 ", $39.54 , $0.65 
00043,0043,Link Transit,DR,PT,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31,"67,227",197,"108,660",2016,12,2016,"7,232","3,151",2.30, $731 ," $52,695 ", $16.72 , $0.23 
00043,0043,Link Transit,MB,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31,"67,227",197,"108,660",2016,12,2016,"11,899,214","981,913",12.12," $603,505 "," $10,533,003 ", $10.73 , $0.61 
00044,0044,Skagit Transit,CB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,198",2016,12,2016,"3,022,221","116,348",25.98," $107,963 "," $1,135,743 ", $9.76 , $0.93 
00044,0044,Skagit Transit,DR,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,198",2016,12,2016,"268,352","64,409",4.17," $6,254 "," $3,982,519 ", $61.83 , $0.10 
00044,0044,Skagit Transit,MB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,198",2016,12,2016,"2,899,887","578,663",5.01," $296,409 "," $5,674,801 ", $9.81 , $0.51 
00044,0044,Skagit Transit,VP,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,198",2016,12,2016,"5,207,925","118,028",44.12," $448,544 "," $563,168 ", $4.77 , $3.80 
00045,0045,Fairbanks North Star Borough Transit,DR,DO,Active,Reduced Reporter,Fairbanks,AK,425,"Fairbanks, AK",55,"64,513","7,444","97,581",2017,6,2017,,,,,,,
00045,0045,Fairbanks North Star Borough Transit,MB,DO,Active,Reduced Reporter,Fairbanks,AK,425,"Fairbanks, AK",55,"64,513","7,444","97,581",2017,6,2017,,,,,,,
00046,0046,South Metro Area Regional Transit,DR,DO,Active,Reduced Reporter,Wilsonville,OR,24,"Portland, OR-WA",524,"1,849,898",80,"22,729",2016,6,2016,,,,,,,
00046,0046,South Metro Area Regional Transit,MB,DO,Active,Reduced Reporter,Wilsonville,OR,24,"Portland, OR-WA",524,"1,849,898",80,"22,729",2016,6,2016,,,,,,,
00047,0047,City of Corvallis,DR,PT,Active,Full Reporter,Corvallis,OR,436,"Corvallis, OR",21,"62,433",14,"59,046",2017,6,2017,,,, $-   ," $6,456 ",,
00047,0047,City of Corvallis,MB,PT,Active,Full Reporter,Corvallis,OR,436,"Corvallis, OR",21,"62,433",14,"59,046",2017,6,2017,"3,430,680","1,153,133",2.98, $-   ," $2,883,719 ", $2.50 , $-   
00049,0049,"vRide, Inc. - Anchorage",VP,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"218,145",2015,12,2015,"9,222,744","220,188",41.89," $1,175,529 "," $816,196 ", $3.71 , $5.34 
